#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:45:43]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	hittite   	luvian   	oldirish   	welsh   	latin   	oscan   	umbrian   	oldhighgerman   	gothic   	oldenglish   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	oldpersian   	vedic   	avestan   	tocharian_a   	tocharian_b   	albanian   	greek   	]
          77 	0.99977400 	0.13696302 	0.93372780 	0.50171492 	0.98937029 	0.99876093 	0.99898289 	0.22999578 	0.30260188 	0.99698441 	0.88092354 	0.99693834 	0.99691446 	0.99231568 	0.85908550 	0.98724245 	0.99995380 	0.40529184 	0.99410598 	0.94934360 	0.93435288 	0.96374776 	0.99401377 	0.99592818 	
          78 	0.99983334 	0.12056896 	0.91767234 	0.51976629 	0.99014355 	0.99866038 	0.99959876 	0.25717028 	0.28935426 	0.99944573 	0.88336640 	0.99723954 	0.98390682 	0.99840595 	0.87365813 	0.97662747 	0.99991294 	0.39399490 	0.99281474 	0.93661370 	0.87206718 	0.94827977 	0.99948236 	0.99645243 	
          79 	0.99987199 	0.12560640 	0.91688951 	0.51307272 	0.99275170 	0.99908618 	0.99969403 	0.26142526 	0.29342488 	0.99921900 	0.87586903 	0.99498722 	0.98390607 	0.99872495 	0.86655760 	0.98486369 	0.99992946 	0.38281366 	0.99519876 	0.95576049 	0.90087166 	0.94240273 	0.99921822 	0.99712914 	
          80 	0.99984509 	0.11312578 	0.92777785 	0.51593621 	0.99156030 	0.99925475 	0.99484784 	0.26957187 	0.31619379 	0.99941116 	0.89767508 	0.99607634 	0.99275136 	0.99760028 	0.88511723 	0.99157679 	0.99995673 	0.43079866 	0.98383256 	0.94103196 	0.90037286 	0.95713316 	0.99927113 	0.99840915 	
          81 	0.99991458 	0.11758598 	0.90988408 	0.53748666 	0.99613301 	0.99978885 	0.99541088 	0.22078189 	0.33013659 	0.99790891 	0.89702163 	0.99877439 	0.99837827 	0.99652753 	0.88669180 	0.98893908 	0.99995219 	0.37539287 	0.99643718 	0.94406529 	0.91056482 	0.95940998 	0.99977297 	0.99765370 	
          82 	0.99979520 	0.13778476 	0.91427021 	0.53293552 	0.98456648 	0.99916754 	0.99680965 	0.23405124 	0.34737816 	0.99560421 	0.88175657 	0.99832181 	0.99745338 	0.99745864 	0.86867873 	0.99249871 	0.99993368 	0.38502066 	0.98961323 	0.95758290 	0.91733138 	0.94439781 	0.99983777 	0.99905884 	
          83 	0.99956554 	0.12533462 	0.89230463 	0.52094940 	0.99636047 	0.99966701 	0.99803360 	0.22299116 	0.33795448 	0.99793710 	0.88004917 	0.99733821 	0.99567055 	0.99424619 	0.86791124 	0.98803172 	0.99991067 	0.37614054 	0.99700732 	0.94687368 	0.89610847 	0.95302136 	0.99993455 	0.99821238 	
          84 	0.99986880 	0.10965000 	0.92670750 	0.51235901 	0.98516556 	0.99957827 	0.99738714 	0.25857688 	0.32608260 	0.99965040 	0.88112586 	0.99637576 	0.99623197 	0.99535420 	0.81786371 	0.99079951 	0.99946496 	0.42460067 	0.99806980 	0.94736956 	0.92243205 	0.94672104 	0.99958920 	0.99833946 	
          85 	0.99961606 	0.11643390 	0.95239075 	0.51607452 	0.99071072 	0.99910520 	0.99726622 	0.26422604 	0.35430319 	0.99765984 	0.89119518 	0.99758254 	0.98227049 	0.99795270 	0.86014676 	0.97607731 	0.99362965 	0.38182661 	0.99876682 	0.93535715 	0.91946747 	0.95016474 	0.99993243 	0.99623104 	
          86 	0.99816309 	0.10928580 	0.89591648 	0.53060200 	0.98966084 	0.99917681 	0.98650561 	0.23264773 	0.28840428 	0.99405427 	0.89661394 	0.99387240 	0.98583485 	0.99883961 	0.86253413 	0.97505059 	0.99570193 	0.38389223 	0.99533649 	0.94224730 	0.89685992 	0.95755539 	0.99998271 	0.99842150 	
          87 	0.99911550 	0.13049305 	0.92481959 	0.55819689 	0.99207859 	0.99893796 	0.99528495 	0.24759565 	0.30534685 	0.99841522 	0.87930023 	0.99730762 	0.99499048 	0.99832241 	0.86886868 	0.98046973 	0.99376702 	0.41182842 	0.99723363 	0.94209702 	0.88164925 	0.93306755 	0.99998782 	0.99902617 	
          88 	0.99893277 	0.14049586 	0.91325553 	0.53023191 	0.99019820 	0.99892946 	0.99460287 	0.25625131 	0.31333815 	0.99666038 	0.88412254 	0.99900193 	0.99474785 	0.99796805 	0.83984108 	0.98512330 	0.99832924 	0.41859475 	0.99804445 	0.92829851 	0.89153402 	0.94250127 	0.99997219 	0.99913107 	
          89 	0.99823192 	0.12135715 	0.93294569 	0.55279783 	0.99302293 	0.99926648 	0.99293018 	0.23969015 	0.29804814 	0.99634190 	0.88968254 	0.99632556 	0.99573496 	0.99505987 	0.87804148 	0.99279681 	0.99760184 	0.40564851 	0.99809841 	0.91369603 	0.91640655 	0.94789636 	0.99998042 	0.99874834 	
          90 	0.99619761 	0.14800087 	0.93763581 	0.56635866 	0.99114533 	0.99413561 	0.98160247 	0.30050343 	0.35220634 	0.99683728 	0.86611334 	0.99490674 	0.99577044 	0.99824814 	0.87288687 	0.98438060 	0.99771307 	0.42367146 	0.99850096 	0.95528380 	0.89389380 	0.94642836 	0.99996321 	0.99613455 	
          91 	0.99758075 	0.13854144 	0.89706885 	0.54966561 	0.98815216 	0.99555230 	0.99379272 	0.28077309 	0.32726948 	0.99372656 	0.87707869 	0.99243647 	0.99809445 	0.99475049 	0.89925734 	0.98451411 	0.99888369 	0.38567939 	0.99967361 	0.96140987 	0.91688339 	0.95678367 	0.99987992 	0.99801363 	
          92 	0.99712931 	0.11339020 	0.93777275 	0.53809172 	0.99467992 	0.99459640 	0.99508168 	0.25248680 	0.30081184 	0.99927482 	0.87621230 	0.99749431 	0.99658208 	0.99918593 	0.86998371 	0.98557169 	0.99629560 	0.40903539 	0.99972887 	0.95150585 	0.89446601 	0.93098119 	0.99996468 	0.99665229 	
          93 	0.99649334 	0.13180645 	0.92607779 	0.48746326 	0.99717854 	0.98418347 	0.99572387 	0.26240237 	0.31533506 	0.99955927 	0.88556596 	0.99790511 	0.99775746 	0.99506066 	0.86894450 	0.99383083 	0.99722138 	0.44201839 	0.99898850 	0.93901446 	0.89780878 	0.93948819 	0.99993752 	0.99556471 	
          94 	0.99849876 	0.11836854 	0.93585213 	0.50886857 	0.99231686 	0.98729630 	0.99353038 	0.25098582 	0.30473781 	0.99709601 	0.87231347 	0.99869181 	0.99571805 	0.99699097 	0.87439235 	0.99594765 	0.99789680 	0.38784435 	0.99944654 	0.91222938 	0.92148814 	0.93707058 	0.99983070 	0.99321765 	
          95 	0.99940762 	0.11933284 	0.90890907 	0.55477895 	0.98851212 	0.98843567 	0.98750001 	0.22858890 	0.31312528 	0.99682938 	0.89376199 	0.99882725 	0.99777897 	0.99857233 	0.85526735 	0.99028630 	0.99472575 	0.39522924 	0.99961348 	0.94903232 	0.87686618 	0.94000310 	0.99979417 	0.99869937 	
          96 	0.99798985 	0.10247349 	0.93872606 	0.54625571 	0.98882413 	0.97778078 	0.99385582 	0.21382113 	0.29997586 	0.99696885 	0.90803968 	0.99797004 	0.99517028 	0.99925399 	0.86050729 	0.98392214 	0.99401805 	0.42603649 	0.99992742 	0.95736885 	0.88356568 	0.95695063 	0.99991481 	0.99848110 	
          97 	0.99405360 	0.11890202 	0.91691302 	0.56904194 	0.99220863 	0.99408068 	0.99625030 	0.24615104 	0.31278926 	0.98554669 	0.90753756 	0.99861568 	0.99682923 	0.99945818 	0.88491847 	0.99141953 	0.99661225 	0.43654245 	0.99993634 	0.94704998 	0.91175601 	0.96060629 	0.99991214 	0.99821015 	
          98 	0.99698965 	0.12540464 	0.93340978 	0.50579015 	0.99417338 	0.99674381 	0.99894195 	0.23683403 	0.30547438 	0.99641944 	0.88276242 	0.99650715 	0.98972893 	0.99903546 	0.88938535 	0.99731577 	0.99602521 	0.44070084 	0.99975404 	0.94935541 	0.87509996 	0.95435951 	0.99988165 	0.99882679 	
          99 	0.99485782 	0.14120941 	0.92449648 	0.49777074 	0.99735710 	0.99916429 	0.99284100 	0.31959010 	0.31802512 	0.99402132 	0.87304270 	0.99020925 	0.99829799 	0.99564632 	0.84542546 	0.99277959 	0.98438780 	0.45080791 	0.99861012 	0.94804921 	0.86085968 	0.95988526 	0.99976764 	0.98750538 	
         100 	0.99800265 	0.10667928 	0.92890762 	0.55360290 	0.99151896 	0.99834763 	0.99214460 	0.25547225 	0.30625180 	0.99785544 	0.91679637 	0.98526902 	0.99927579 	0.99389173 	0.91352971 	0.97890058 	0.99476308 	0.42607866 	0.99652186 	0.92609358 	0.88653660 	0.91894868 	0.99992919 	0.99511042 	
         101 	0.99985917 	0.11971678 	0.91645023 	0.53986338 	0.97959912 	0.99687950 	0.98604515 	0.22145270 	0.32411589 	0.99781117 	0.88072023 	0.99700421 	0.99878535 	0.99757639 	0.85530098 	0.98692504 	0.99277386 	0.40896465 	0.99218873 	0.92181494 	0.90855378 	0.96236477 	0.99996268 	0.99770775 	
         102 	0.99954152 	0.14211479 	0.90944090 	0.52725494 	0.98388566 	0.99926108 	0.98609266 	0.29539656 	0.29049115 	0.99978620 	0.88375520 	0.99809655 	0.99918211 	0.99898596 	0.85931765 	0.98748310 	0.99732475 	0.42400301 	0.99268727 	0.92173395 	0.91850520 	0.93135601 	0.99993845 	0.99865373 	
         103 	0.99968919 	0.13132416 	0.92941172 	0.53211789 	0.99080687 	0.99754150 	0.99605932 	0.26499752 	0.28195744 	0.99909571 	0.85257254 	0.99829434 	0.99876587 	0.99737704 	0.87937169 	0.98954616 	0.99443021 	0.41995379 	0.99501898 	0.94753222 	0.90119559 	0.94386940 	0.99993039 	0.99874732 	
         104 	0.99990562 	0.13311686 	0.91832608 	0.53308346 	0.98655137 	0.99703703 	0.99760912 	0.26651436 	0.28343928 	0.99822257 	0.90288337 	0.98667051 	0.99726570 	0.99448974 	0.85115087 	0.99552075 	0.99587960 	0.48746733 	0.99301080 	0.93384841 	0.87275055 	0.93768622 	0.99979913 	0.99818693 	
         105 	0.99995605 	0.13344197 	0.90375651 	0.50184423 	0.99124319 	0.99766765 	0.99775064 	0.26678945 	0.27461726 	0.99826780 	0.89778033 	0.99476338 	0.99658352 	0.99641005 	0.88028432 	0.99197592 	0.99785989 	0.47268809 	0.99774917 	0.94657583 	0.91999777 	0.93770959 	0.99984886 	0.99757948 	
         106 	0.99995207 	0.10000797 	0.90180336 	0.47735586 	0.98462813 	0.99915712 	0.99769640 	0.26448214 	0.23895886 	0.99399483 	0.87834112 	0.99059659 	0.99810674 	0.99551412 	0.88750276 	0.99587455 	0.99898370 	0.44676646 	0.99611745 	0.94926733 	0.92123743 	0.94007905 	0.99994127 	0.99792735 	
         107 	0.99983805 	0.12203737 	0.90731322 	0.49014879 	0.98278781 	0.99938779 	0.99714925 	0.23131331 	0.28144095 	0.99543709 	0.87953607 	0.98897033 	0.99595500 	0.99734318 	0.90323836 	0.99072742 	0.99960802 	0.38923192 	0.99043184 	0.94958260 	0.91783641 	0.94967337 	0.99996307 	0.99616762 	
         108 	0.99947881 	0.16547941 	0.92001739 	0.49492019 	0.99340965 	0.99946861 	0.99172268 	0.24010401 	0.31699562 	0.99372400 	0.87976616 	0.99370432 	0.99741166 	0.99783265 	0.86910428 	0.98477969 	0.99949885 	0.41945304 	0.98964851 	0.92447185 	0.89456516 	0.92384504 	0.99992803 	0.99689023 	
         109 	0.99994790 	0.16115846 	0.92059399 	0.45907600 	0.99216446 	0.99797595 	0.98789402 	0.23616945 	0.31345918 	0.99929424 	0.87318189 	0.99262589 	0.99728772 	0.99495550 	0.87260967 	0.99051692 	0.99947900 	0.41644711 	0.99044205 	0.94280896 	0.90913112 	0.92369728 	0.99982378 	0.99687888 	
         110 	0.99997534 	0.11498637 	0.92296941 	0.50408578 	0.99096493 	0.99684853 	0.99543794 	0.21450220 	0.30417015 	0.99946322 	0.91020714 	0.99497997 	0.99703313 	0.99890966 	0.87088605 	0.97955523 	0.99957237 	0.40855152 	0.99506703 	0.93719472 	0.92421930 	0.95842463 	0.99960588 	0.99396358 	
         111 	0.99996981 	0.14434301 	0.92710712 	0.52053567 	0.98447262 	0.99895841 	0.99869474 	0.24055782 	0.32725140 	0.99963169 	0.87740280 	0.99141998 	0.99649427 	0.99851766 	0.88201658 	0.98187362 	0.99708424 	0.41815005 	0.99750110 	0.94640376 	0.90545180 	0.95707938 	0.99730308 	0.99559085 	
         112 	0.99991996 	0.13054567 	0.91411113 	0.54708612 	0.98488607 	0.99900159 	0.99920080 	0.25619172 	0.31640343 	0.99992890 	0.87147140 	0.98967874 	0.99398154 	0.99866027 	0.88498419 	0.98903558 	0.99925923 	0.35575389 	0.99751242 	0.94298284 	0.91939551 	0.96391524 	0.99711707 	0.99468521 	
         113 	0.99974503 	0.13878687 	0.92506070 	0.61857843 	0.98065336 	0.99975384 	0.99895879 	0.26324197 	0.32288297 	0.99989259 	0.88477674 	0.99490635 	0.99651376 	0.99832975 	0.86105960 	0.99422632 	0.99962410 	0.40567752 	0.99731503 	0.91588596 	0.91059124 	0.96792342 	0.99656679 	0.99611477 	
         114 	0.99965084 	0.13637915 	0.93544642 	0.56196616 	0.99084837 	0.99986643 	0.99975239 	0.23839376 	0.30004623 	0.99994158 	0.89706265 	0.99594333 	0.99598492 	0.99810965 	0.88172462 	0.98868939 	0.99974704 	0.38563314 	0.99821294 	0.92417135 	0.88439464 	0.97283577 	0.99884137 	0.99763247 	
         115 	0.99969861 	0.14789544 	0.92836727 	0.56317153 	0.98550309 	0.99950964 	0.99958960 	0.27535050 	0.31031012 	0.99979610 	0.91555157 	0.99685288 	0.99757043 	0.99882621 	0.84725487 	0.98167575 	0.99988860 	0.39382566 	0.99165034 	0.94634736 	0.89346709 	0.95241000 	0.99942595 	0.99769163 	
         116 	0.99965838 	0.13108637 	0.91436031 	0.55336782 	0.99192705 	0.99797087 	0.99953011 	0.30667431 	0.31367481 	0.99970574 	0.84633980 	0.99685807 	0.99880875 	0.99781618 	0.85939169 	0.97884452 	0.99947400 	0.42002825 	0.98563220 	0.93877873 	0.93424197 	0.95264466 	0.99757558 	0.99978031 	
         117 	0.99936674 	0.10525112 	0.90914579 	0.54008819 	0.99153830 	0.99816278 	0.99984139 	0.28605979 	0.31273077 	0.99958005 	0.90445057 	0.99533211 	0.99975337 	0.99807743 	0.85549294 	0.98632481 	0.99937456 	0.41999609 	0.99781674 	0.95823647 	0.90713538 	0.95157649 	0.99741925 	0.99976844 	
         118 	0.99725565 	0.09188482 	0.91008725 	0.54485392 	0.98896929 	0.99553179 	0.99979860 	0.25088686 	0.31985245 	0.99750803 	0.86687845 	0.99700833 	0.99938545 	0.99860014 	0.87995722 	0.99345233 	0.99777502 	0.44873060 	0.99549148 	0.95441402 	0.93120632 	0.95436651 	0.99731701 	0.99905607 	
         119 	0.99851250 	0.10755782 	0.91435479 	0.55270921 	0.99185949 	0.99627411 	0.99918628 	0.23261009 	0.31014192 	0.99886874 	0.88922223 	0.99410029 	0.99943415 	0.99835970 	0.86667306 	0.98477999 	0.99835262 	0.36497591 	0.99724482 	0.92389532 	0.89778391 	0.94878772 	0.99814938 	0.99953522 	
         120 	0.99517139 	0.09460884 	0.91102317 	0.54431754 	0.99116618 	0.99983515 	0.99812445 	0.21821302 	0.30421301 	0.99875314 	0.89094883 	0.99814045 	0.99991237 	0.99827395 	0.86345576 	0.99524517 	0.99659044 	0.39095918 	0.99544030 	0.93098252 	0.88741140 	0.95198775 	0.99741090 	0.99934505 	
         121 	0.99778258 	0.13529237 	0.91423735 	0.55920278 	0.99592777 	0.99985581 	0.99816152 	0.22047747 	0.33456466 	0.99591737 	0.88356823 	0.99886434 	0.99998347 	0.99844189 	0.87375324 	0.98056747 	0.99300827 	0.36517178 	0.99631981 	0.93439461 	0.93319216 	0.95999802 	0.99887723 	0.99808039 	
         122 	0.99814522 	0.14970646 	0.92566438 	0.50511357 	0.99680149 	0.99996614 	0.99696521 	0.23347158 	0.27603893 	0.99809727 	0.86217725 	0.99939573 	0.99997448 	0.99795265 	0.87974182 	0.98669039 	0.98875846 	0.45313998 	0.99740925 	0.95242048 	0.91499265 	0.95589031 	0.99787135 	0.99938285 	
         123 	0.99499394 	0.13278345 	0.90446348 	0.44871097 	0.98582612 	0.99979798 	0.99972109 	0.23349364 	0.31361436 	0.99883941 	0.89720714 	0.99564154 	0.99963408 	0.99759431 	0.85561475 	0.99303022 	0.99388171 	0.43019616 	0.99823045 	0.94257316 	0.91090425 	0.95683568 	0.99892544 	0.99992387 	
         124 	0.99744335 	0.13864591 	0.92418733 	0.48195627 	0.99499373 	0.99914397 	0.99978418 	0.23867529 	0.29028541 	0.99670917 	0.86112469 	0.99108376 	0.99985641 	0.99222252 	0.87635305 	0.98772394 	0.98885329 	0.41944325 	0.99719959 	0.94122618 	0.88442738 	0.94844075 	0.99928679 	0.99995252 	
         125 	0.99702710 	0.14333540 	0.91864841 	0.50897789 	0.99088581 	0.99882194 	0.99901422 	0.24282018 	0.26839840 	0.99756905 	0.86199055 	0.99132890 	0.99989970 	0.99858766 	0.87623630 	0.99584789 	0.98237863 	0.42427799 	0.99477948 	0.93461829 	0.89081109 	0.93664770 	0.99953839 	0.99990923 	
         126 	0.99453467 	0.14268415 	0.92619856 	0.55368121 	0.97678770 	0.99966242 	0.99934129 	0.24224456 	0.26784222 	0.99775151 	0.88964410 	0.99600853 	0.99972467 	0.99788647 	0.87289241 	0.98296376 	0.99235835 	0.37697479 	0.99640700 	0.93639486 	0.91568901 	0.94089684 	0.99861705 	0.99976006 	
         127 	0.99546594 	0.15666774 	0.91147517 	0.50841725 	0.98449617 	0.99992617 	0.99952992 	0.28513615 	0.32215703 	0.99514936 	0.87260767 	0.99824851 	0.99644214 	0.99531852 	0.86615006 	0.99472524 	0.98838780 	0.39649287 	0.99831814 	0.94609249 	0.91509569 	0.94274841 	0.99459432 	0.99966688 	
         128 	0.99548423 	0.10759797 	0.90593966 	0.48457461 	0.98837593 	0.99945575 	0.99980876 	0.27864480 	0.33704503 	0.99726464 	0.85899068 	0.99745977 	0.98980245 	0.99246282 	0.84396042 	0.99477763 	0.99543336 	0.37505269 	0.99852515 	0.93807035 	0.92051500 	0.96147236 	0.99558912 	0.99890064 	
         129 	0.99662426 	0.11364228 	0.92815126 	0.55052094 	0.98817648 	0.99938958 	0.99986202 	0.28353059 	0.34638335 	0.99735772 	0.85419905 	0.99690573 	0.99760712 	0.99847930 	0.87776221 	0.99403674 	0.99681157 	0.37928550 	0.99958830 	0.93791962 	0.88881079 	0.94231099 	0.99823371 	0.99851426 	
         130 	0.99753055 	0.11136418 	0.89700658 	0.52856937 	0.98506840 	0.99936900 	0.99991396 	0.23990937 	0.34398078 	0.99705808 	0.90083680 	0.99441343 	0.99888698 	0.99906163 	0.85465258 	0.98270276 	0.99762183 	0.46086104 	0.99789307 	0.95020749 	0.91067283 	0.94745430 	0.99739103 	0.99949184 	
         131 	0.99899317 	0.12232791 	0.89827729 	0.47544959 	0.98771293 	0.99735735 	0.99981030 	0.27108720 	0.35207456 	0.99758085 	0.88061416 	0.99330422 	0.99800534 	0.99969197 	0.89455091 	0.98619570 	0.99851992 	0.41281484 	0.99423332 	0.94653264 	0.89067313 	0.94982533 	0.99688205 	0.99804540 	
         132 	0.99975040 	0.11634118 	0.90770499 	0.50268501 	0.97957130 	0.99955584 	0.99972427 	0.26059392 	0.34274716 	0.99500283 	0.87889551 	0.99800205 	0.99798842 	0.99909654 	0.86822281 	0.99680794 	0.99921753 	0.45447087 	0.99155660 	0.93369635 	0.93452404 	0.94656638 	0.99842318 	0.99775113 	
         133 	0.99919490 	0.12764386 	0.92338486 	0.49685592 	0.98584943 	0.99929560 	0.99935663 	0.27271394 	0.30193222 	0.98847428 	0.89894605 	0.99703326 	0.99627554 	0.99895343 	0.85935699 	0.98858538 	0.99992808 	0.44807665 	0.98502325 	0.94571143 	0.88211073 	0.95558434 	0.99761668 	0.99682720 	
         134 	0.99904112 	0.15858130 	0.91941036 	0.50110972 	0.98967945 	0.99775027 	0.99930562 	0.30242357 	0.32636181 	0.98623573 	0.90093692 	0.99732372 	0.99904437 	0.99639035 	0.84992184 	0.98530605 	0.99995677 	0.46277417 	0.99484646 	0.94678097 	0.91920246 	0.95465330 	0.99316160 	0.99501773 	
         135 	0.99926246 	0.11709535 	0.90088360 	0.55992699 	0.98641442 	0.99908197 	0.99988634 	0.25811794 	0.27780892 	0.99799503 	0.89605264 	0.99683724 	0.99920676 	0.99297400 	0.86446543 	0.99510304 	0.99993607 	0.37300615 	0.99401280 	0.92086132 	0.93439347 	0.95180833 	0.99724989 	0.99631330 	
         136 	0.99830128 	0.13270116 	0.91202410 	0.56770552 	0.99293614 	0.99912765 	0.99992860 	0.27123110 	0.25648594 	0.99923009 	0.89788996 	0.99810100 	0.99873843 	0.99172785 	0.86988054 	0.98909705 	0.99993007 	0.38408860 	0.99170192 	0.94969872 	0.93340698 	0.95574653 	0.99620033 	0.99822419 	
         137 	0.99792223 	0.13517553 	0.90137762 	0.54935136 	0.99224357 	0.99886482 	0.99992961 	0.27331025 	0.25860716 	0.99931359 	0.88228731 	0.99880607 	0.99975344 	0.99435213 	0.87563523 	0.98307246 	0.99990777 	0.43193317 	0.99704782 	0.93009175 	0.89494453 	0.95805456 	0.99446414 	0.99771052 	
         138 	0.99688131 	0.13536245 	0.88749280 	0.53419562 	0.97568738 	0.99956974 	0.99995893 	0.27346732 	0.30770016 	0.99967104 	0.89993114 	0.99824043 	0.99977926 	0.99611261 	0.87184214 	0.99054462 	0.99970250 	0.39124278 	0.99716596 	0.96133267 	0.91505273 	0.94463001 	0.99966524 	0.99792247 	
         139 	0.99832723 	0.12610109 	0.91393130 	0.48950511 	0.99514794 	0.99852234 	0.99988553 	0.26568523 	0.30028475 	0.99789630 	0.90264941 	0.99511960 	0.99985351 	0.99892718 	0.87046941 	0.99527698 	0.99783503 	0.41148728 	0.99771615 	0.92196362 	0.92335075 	0.92432812 	0.99937079 	0.99393768 	
         140 	0.99423743 	0.13903923 	0.91284845 	0.49706302 	0.98971892 	0.99705541 	0.99995635 	0.27655682 	0.31064409 	0.99866376 	0.87123178 	0.99610215 	0.99926560 	0.99958739 	0.89718519 	0.99007518 	0.99741159 	0.42020025 	0.99933689 	0.92135621 	0.92243540 	0.91392916 	0.99955352 	0.99593768 	
         141 	0.99707511 	0.10952676 	0.92806237 	0.52336897 	0.98341885 	0.99496129 	0.99995992 	0.27873182 	0.31271661 	0.99850751 	0.87161892 	0.99284234 	0.99979846 	0.99911891 	0.88559904 	0.98689346 	0.99618559 	0.41686741 	0.99945341 	0.95594641 	0.91324377 	0.97134119 	0.99972855 	0.99378846 	
         142 	0.99315830 	0.15423799 	0.89363755 	0.51817563 	0.97952188 	0.99619661 	0.99997761 	0.23517958 	0.30522801 	0.99804111 	0.86475139 	0.99264743 	0.99970962 	0.99655564 	0.83260204 	0.99533146 	0.99699872 	0.37784384 	0.99609913 	0.92487502 	0.92210089 	0.90685930 	0.99461568 	0.99190209 	
         143 	0.99824735 	0.15669755 	0.89100463 	0.51221955 	0.98472680 	0.99683335 	0.99993644 	0.28415722 	0.31947066 	0.99874528 	0.86506178 	0.99498472 	0.99929122 	0.99833784 	0.84359394 	0.99371437 	0.99603794 	0.39705010 	0.99863848 	0.94629839 	0.91045216 	0.94049584 	0.99728588 	0.99659880 	
         144 	0.99880562 	0.11955814 	0.91803885 	0.53964492 	0.99279784 	0.99852061 	0.99911186 	0.27201475 	0.30792719 	0.99950044 	0.89694318 	0.99357421 	0.99888396 	0.99953641 	0.84783188 	0.99354957 	0.99704605 	0.45203153 	0.99857517 	0.94722299 	0.91740729 	0.95793057 	0.99759952 	0.99887176 	
         145 	0.99776398 	0.15280685 	0.95446608 	0.51309998 	0.99189478 	0.99837433 	0.99457165 	0.26375848 	0.25586111 	0.99839691 	0.90030646 	0.99281019 	0.99935283 	0.99935734 	0.88807647 	0.99023908 	0.99691051 	0.42043463 	0.99799408 	0.92607834 	0.91264484 	0.96127362 	0.99663982 	0.99881340 	
         146 	0.99806864 	0.16537502 	0.91289552 	0.52032317 	0.99232928 	0.99909781 	0.99806391 	0.27468067 	0.26690046 	0.99731346 	0.89461001 	0.99621780 	0.99354624 	0.99814990 	0.89847909 	0.99448679 	0.99734124 	0.42903252 	0.99722696 	0.93777545 	0.90439498 	0.89457367 	0.99500949 	0.99651285 	
         147 	0.99923694 	0.14262507 	0.90330938 	0.56390237 	0.97855092 	0.99904449 	0.99723031 	0.25491014 	0.26755745 	0.99926289 	0.88202391 	0.99947681 	0.99754013 	0.99478679 	0.89801371 	0.99481815 	0.99835716 	0.41346927 	0.99664421 	0.92465310 	0.89898279 	0.96850262 	0.99831325 	0.99816999 	
         148 	0.99920274 	0.14546304 	0.91408098 	0.52109759 	0.98913508 	0.99981402 	0.99775095 	0.25737644 	0.30840222 	0.99905797 	0.90294914 	0.99926126 	0.99300890 	0.99429840 	0.88869839 	0.99026070 	0.99807796 	0.42870777 	0.99734276 	0.94467510 	0.91236542 	0.94253226 	0.99600634 	0.99827193 	
