#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:45:43]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	hittite   	luvian   	oldirish   	welsh   	latin   	oscan   	umbrian   	oldhighgerman   	gothic   	oldenglish   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	oldpersian   	vedic   	avestan   	tocharian_a   	tocharian_b   	albanian   	greek   	]
         524 	0.99866244 	0.10543162 	0.89334323 	0.49185507 	0.99249558 	0.99332461 	0.99926764 	0.27134886 	0.33932787 	0.99769883 	0.87544729 	0.99919563 	0.99850812 	0.99995383 	0.86563820 	0.97925032 	0.99990511 	0.40922983 	0.99607659 	0.95704972 	0.90900930 	0.96338885 	0.99729394 	0.99361513 	
         525 	0.99746131 	0.11587771 	0.93851587 	0.56817552 	0.97068092 	0.99019696 	0.99805984 	0.27985749 	0.33427989 	0.99861999 	0.86795306 	0.99977866 	0.99854909 	0.99987471 	0.86449018 	0.98909886 	0.99995517 	0.41612840 	0.99385504 	0.91486572 	0.90941190 	0.96706349 	0.99818716 	0.99435645 	
         526 	0.99771451 	0.12210164 	0.91147622 	0.56003209 	0.99244039 	0.99171996 	0.99900749 	0.28492706 	0.33896634 	0.99860496 	0.90129998 	0.99886939 	0.99921873 	0.99909881 	0.88459871 	0.99376955 	0.99994580 	0.42520111 	0.99612094 	0.93778064 	0.91004961 	0.96193258 	0.99827770 	0.99685628 	
         527 	0.99484392 	0.09545573 	0.89599121 	0.51532266 	0.99049056 	0.99773724 	0.99840947 	0.26322321 	0.31124410 	0.99678153 	0.86034951 	0.99756578 	0.99976470 	0.99914422 	0.83262470 	0.98613702 	0.99989438 	0.40262029 	0.99813570 	0.95090063 	0.93340900 	0.95793960 	0.99693733 	0.99663107 	
         528 	0.99888435 	0.12452313 	0.93626967 	0.47112856 	0.98756462 	0.99739715 	0.99949194 	0.28747218 	0.33391259 	0.99472724 	0.88988059 	0.98088345 	0.99981097 	0.99855895 	0.87722288 	0.99511437 	0.99972789 	0.43801603 	0.99642881 	0.96409057 	0.92255191 	0.95221661 	0.99366823 	0.99793944 	
         529 	0.99853265 	0.12362514 	0.91988299 	0.54116231 	0.98652979 	0.99892997 	0.99942910 	0.28674132 	0.34307180 	0.99573681 	0.87786546 	0.99433992 	0.99931492 	0.99965007 	0.84893387 	0.98806228 	0.99875116 	0.41862381 	0.99403674 	0.94845529 	0.92621669 	0.95875423 	0.98925008 	0.99634877 	
         530 	0.99919984 	0.10246383 	0.92208899 	0.53187175 	0.98508647 	0.99906928 	0.99987396 	0.26951868 	0.32578625 	0.99876715 	0.89536860 	0.99325287 	0.99952290 	0.99972614 	0.87858631 	0.98818679 	0.99787760 	0.41284527 	0.99410468 	0.92523365 	0.89715510 	0.97321284 	0.98765414 	0.99815155 	
         531 	0.99925191 	0.14663478 	0.91424574 	0.55491001 	0.98862473 	0.99681070 	0.99997056 	0.22321345 	0.29610779 	0.99937268 	0.88608661 	0.98227916 	0.99957120 	0.99977986 	0.88704056 	0.99479870 	0.99740611 	0.44174125 	0.99776481 	0.95762266 	0.92085741 	0.94929730 	0.99733117 	0.99846772 	
         532 	0.99584758 	0.12698935 	0.92764926 	0.54517164 	0.98050377 	0.99891828 	0.99998900 	0.26009246 	0.31475737 	0.99968884 	0.89038071 	0.99012553 	0.99954787 	0.99890003 	0.86942246 	0.99133594 	0.99867285 	0.42888950 	0.99764663 	0.95770056 	0.90839554 	0.93229266 	0.99901214 	0.99716626 	
         533 	0.99549667 	0.12341616 	0.90273499 	0.55011851 	0.98084183 	0.99828755 	0.99999812 	0.27170301 	0.31636756 	0.99980417 	0.91938679 	0.99690933 	0.99946186 	0.99567919 	0.81110651 	0.99254925 	0.99696969 	0.35905726 	0.99947461 	0.94810215 	0.93268428 	0.97086215 	0.99761887 	0.99548781 	
         534 	0.99850418 	0.14197376 	0.90268684 	0.54475808 	0.98950488 	0.99931908 	0.99999609 	0.30328610 	0.28230671 	0.99852204 	0.90445245 	0.99897642 	0.99960864 	0.99737337 	0.87878690 	0.98865751 	0.99361361 	0.44819050 	0.99882852 	0.93664761 	0.91489694 	0.95121692 	0.99863302 	0.99918104 	
         535 	0.99656887 	0.14265776 	0.92526060 	0.52188536 	0.98716201 	0.99936960 	0.99999786 	0.26492603 	0.28440973 	0.99832298 	0.87272310 	0.99816588 	0.99866475 	0.99495075 	0.88746440 	0.99753069 	0.99013543 	0.42648762 	0.99610182 	0.94650009 	0.89003999 	0.96291655 	0.99494714 	0.99934010 	
         536 	0.99543270 	0.14212527 	0.92622102 	0.51970720 	0.97956459 	0.99939173 	0.99999488 	0.26157722 	0.28114969 	0.99763583 	0.87355472 	0.99859052 	0.99361100 	0.99484643 	0.87049768 	0.98322140 	0.99472521 	0.39250299 	0.99620159 	0.92798317 	0.92202999 	0.94672416 	0.99008954 	0.99831537 	
         537 	0.99413830 	0.14793430 	0.92672061 	0.51457181 	0.99024518 	0.99986458 	0.99998386 	0.26857856 	0.32343527 	0.99804919 	0.90875121 	0.99944246 	0.99802064 	0.99929191 	0.86923332 	0.98741196 	0.99680932 	0.39661661 	0.99285931 	0.95687959 	0.91146280 	0.93511742 	0.99647893 	0.99916240 	
         538 	0.99775224 	0.13309992 	0.90620406 	0.48988492 	0.99244668 	0.99984664 	0.99992324 	0.25584458 	0.27846358 	0.99503448 	0.90210883 	0.99978432 	0.99894723 	0.99749986 	0.85788103 	0.97611152 	0.99434320 	0.38611176 	0.99726733 	0.95665042 	0.89039442 	0.95086741 	0.99739748 	0.99835863 	
         539 	0.99773088 	0.15550541 	0.91120654 	0.50161653 	0.99434330 	0.99995856 	0.99985833 	0.27148258 	0.29362625 	0.99071858 	0.88481762 	0.99980754 	0.99753123 	0.99751343 	0.91579182 	0.99206035 	0.99720256 	0.38831974 	0.99888098 	0.93746178 	0.93708980 	0.93875681 	0.99883274 	0.99939496 	
         540 	0.99891898 	0.13006658 	0.90947330 	0.50791925 	0.96808677 	0.99986655 	0.99980836 	0.28069565 	0.30255928 	0.99108852 	0.88149106 	0.99993804 	0.99827021 	0.99570790 	0.87187392 	0.99078406 	0.99733652 	0.37773480 	0.99936089 	0.95943865 	0.91130434 	0.95777068 	0.99922817 	0.99743721 	
         541 	0.99711096 	0.13116736 	0.92040646 	0.49858626 	0.98188249 	0.99985705 	0.99961398 	0.22452858 	0.28933136 	0.99533752 	0.86662899 	0.99996296 	0.99734741 	0.99669353 	0.88763271 	0.98406052 	0.99728600 	0.36593268 	0.99983566 	0.93955584 	0.90991434 	0.96288408 	0.99949582 	0.99387080 	
         542 	0.99728283 	0.13542302 	0.88586875 	0.50104225 	0.98425221 	0.99916188 	0.99776614 	0.26237473 	0.31905600 	0.99836153 	0.91684780 	0.99994673 	0.99725845 	0.99571820 	0.87147933 	0.97893548 	0.99903652 	0.36903843 	0.99775812 	0.93208927 	0.92324359 	0.94409976 	0.99966288 	0.99531683 	
         543 	0.99592923 	0.11501843 	0.91555979 	0.56161139 	0.97877453 	0.99880293 	0.99946128 	0.24601505 	0.30446965 	0.99909240 	0.85429445 	0.99994229 	0.99654339 	0.99694704 	0.86862889 	0.98202727 	0.99860599 	0.44309223 	0.99831100 	0.93331870 	0.91384472 	0.94485309 	0.99987835 	0.99919167 	
         544 	0.99595456 	0.13400047 	0.92780975 	0.50796069 	0.99651936 	0.99537819 	0.99936511 	0.27361735 	0.30879746 	0.99874868 	0.90899455 	0.99986142 	0.99472545 	0.99715013 	0.87090828 	0.98935231 	0.99530399 	0.42525461 	0.99502942 	0.95724475 	0.88129068 	0.96105215 	0.99970624 	0.99549337 	
         545 	0.99369832 	0.12968418 	0.92061956 	0.52475780 	0.98705734 	0.99246016 	0.99899738 	0.26999693 	0.30535239 	0.99520944 	0.87582716 	0.99979771 	0.99882470 	0.99956622 	0.84005465 	0.98162212 	0.99508051 	0.39916442 	0.99912678 	0.94605640 	0.91696086 	0.93897838 	0.99952016 	0.99119515 	
         546 	0.99790854 	0.15595883 	0.92301604 	0.53910527 	0.97394706 	0.99372981 	0.99872459 	0.24652991 	0.27401137 	0.99176050 	0.86949311 	0.99993468 	0.99818495 	0.99989262 	0.88457153 	0.98563288 	0.99461389 	0.40644420 	0.99970047 	0.92851501 	0.90643685 	0.95990803 	0.99919826 	0.99173471 	
         547 	0.99750024 	0.16071338 	0.90421559 	0.49523984 	0.99149453 	0.99863060 	0.99808779 	0.24058565 	0.27190652 	0.98969414 	0.87667488 	0.99995690 	0.98413302 	0.99997850 	0.87963199 	0.99120023 	0.99504700 	0.43797624 	0.99991848 	0.96469392 	0.89538352 	0.94828711 	0.99986976 	0.99714120 	
         548 	0.99600385 	0.13754605 	0.94165801 	0.56094536 	0.99544154 	0.99733127 	0.99531400 	0.25626864 	0.29942880 	0.99290083 	0.88918254 	0.99996738 	0.99692469 	0.99993363 	0.85801137 	0.99205213 	0.99116049 	0.43451024 	0.99990739 	0.95244792 	0.92345539 	0.94796820 	0.99992289 	0.99677093 	
         549 	0.99312997 	0.13245283 	0.90712957 	0.55835252 	0.98789037 	0.99868067 	0.99500532 	0.25187653 	0.29753421 	0.99622693 	0.91041200 	0.99992949 	0.98789337 	0.99998648 	0.85458564 	0.97618067 	0.99402968 	0.43117074 	0.99977750 	0.94973695 	0.90926393 	0.95024752 	0.99979306 	0.99116472 	
         550 	0.99551589 	0.13357404 	0.90314292 	0.55892330 	0.98706150 	0.99701880 	0.99360124 	0.25284340 	0.29844208 	0.99427478 	0.87576811 	0.99992635 	0.99498568 	0.99997847 	0.89784076 	0.99002206 	0.98925939 	0.34530972 	0.99922175 	0.94915911 	0.91171087 	0.95183755 	0.99993735 	0.99393288 	
         551 	0.99378772 	0.11699709 	0.91036537 	0.55048438 	0.98770979 	0.99667247 	0.99686918 	0.23749144 	0.29885576 	0.99716468 	0.87807579 	0.99987480 	0.99529554 	0.99997408 	0.89583861 	0.98998357 	0.98803251 	0.38546330 	0.99988339 	0.93605204 	0.93867220 	0.95068466 	0.99992167 	0.99709188 	
         552 	0.99516520 	0.12191208 	0.92528606 	0.55298648 	0.98552685 	0.99610296 	0.99766623 	0.26541573 	0.30275847 	0.99812802 	0.88749191 	0.99871250 	0.99814964 	0.99975179 	0.85746822 	0.98659683 	0.99251796 	0.43332070 	0.99985251 	0.95109327 	0.90513818 	0.95503276 	0.99989182 	0.99602253 	
         553 	0.99896903 	0.12941102 	0.91257394 	0.48187854 	0.97895472 	0.99761378 	0.99900039 	0.28655034 	0.30807348 	0.99903054 	0.87619954 	0.99596584 	0.99887258 	0.99979981 	0.82648628 	0.99390170 	0.99911669 	0.40465540 	0.99958953 	0.92083853 	0.89330684 	0.96174650 	0.99976560 	0.99632593 	
         554 	0.99789189 	0.14868639 	0.89646950 	0.49258219 	0.97567270 	0.99854174 	0.99961427 	0.23897051 	0.32724712 	0.99951346 	0.90879278 	0.99826370 	0.99880522 	0.99984121 	0.85848121 	0.99663616 	0.99933554 	0.40241899 	0.99965832 	0.94586519 	0.91767482 	0.94106573 	0.99958849 	0.99626016 	
         555 	0.99804139 	0.12689836 	0.90258348 	0.53205743 	0.98990814 	0.99833484 	0.99950633 	0.21949317 	0.31002908 	0.99942997 	0.89663237 	0.99848441 	0.99897379 	0.99991289 	0.81002955 	0.99500937 	0.99902031 	0.41386347 	0.99950636 	0.95426420 	0.89773361 	0.96773165 	0.99941526 	0.99486794 	
         556 	0.99821512 	0.12168222 	0.90567030 	0.51867346 	0.99183271 	0.99724836 	0.99892367 	0.22996391 	0.31928525 	0.99917450 	0.90381573 	0.99418941 	0.99558637 	0.99943200 	0.85892687 	0.98743857 	0.99837622 	0.42172667 	0.99917710 	0.94450199 	0.87118095 	0.95791240 	0.99991554 	0.99659830 	
         557 	0.99819406 	0.13351475 	0.92554619 	0.44112595 	0.99365865 	0.99751750 	0.99640985 	0.22889494 	0.30732057 	0.99533049 	0.87434568 	0.99530176 	0.99546215 	0.99916694 	0.85531884 	0.98789645 	0.98245700 	0.44861776 	0.99940187 	0.91645583 	0.91212445 	0.92106477 	0.99951238 	0.99454532 	
         558 	0.99461227 	0.11805234 	0.92421756 	0.50245663 	0.99181683 	0.99845219 	0.99873532 	0.27175814 	0.27544642 	0.98377348 	0.87894921 	0.99507249 	0.99820526 	0.99798534 	0.86416851 	0.99454067 	0.98927963 	0.41633138 	0.99964601 	0.94333119 	0.89424909 	0.92051795 	0.99955075 	0.99501443 	
         559 	0.99342653 	0.09758705 	0.92269915 	0.55949653 	0.98154437 	0.99143945 	0.99895976 	0.25485954 	0.26090663 	0.99350049 	0.87397294 	0.99651779 	0.99644671 	0.99434602 	0.87008932 	0.99488030 	0.99617798 	0.36542628 	0.99984657 	0.94211261 	0.90309182 	0.96708458 	0.99967764 	0.99483956 	
         560 	0.99114425 	0.10279620 	0.88047344 	0.50991573 	0.99369281 	0.99101190 	0.99916548 	0.27496674 	0.26517303 	0.98825594 	0.87888717 	0.99742950 	0.99925750 	0.99718491 	0.87456169 	0.98886630 	0.99765642 	0.46596107 	0.99985891 	0.92772011 	0.90319897 	0.97493960 	0.99911994 	0.99656061 	
         561 	0.99481504 	0.12193005 	0.90879181 	0.52036732 	0.98049739 	0.99037813 	0.99847422 	0.29042887 	0.28084402 	0.98919510 	0.87488905 	0.99767272 	0.99850224 	0.99364171 	0.87165026 	0.99073443 	0.99954305 	0.41693136 	0.99976718 	0.93525951 	0.88065696 	0.95055205 	0.99979587 	0.99764601 	
         562 	0.99677384 	0.11620459 	0.92461117 	0.45793845 	0.99135386 	0.99169111 	0.99818303 	0.28580210 	0.29205198 	0.99522597 	0.88772327 	0.99750769 	0.99887909 	0.99276378 	0.86038997 	0.98857233 	0.99841268 	0.41312946 	0.99826368 	0.95490418 	0.86682196 	0.95549447 	0.99927306 	0.99538579 	
         563 	0.99258387 	0.11619516 	0.93066635 	0.48265676 	0.97835264 	0.98366368 	0.99766917 	0.23569927 	0.29372810 	0.99889267 	0.90775478 	0.99880382 	0.99971499 	0.99805301 	0.87565244 	0.98954058 	0.99910900 	0.42318808 	0.99955165 	0.95007239 	0.88350502 	0.94212293 	0.99869506 	0.99443665 	
         564 	0.99618276 	0.09353885 	0.90634812 	0.46449078 	0.99693932 	0.98241979 	0.99611887 	0.24334050 	0.28052579 	0.99954009 	0.90086653 	0.99964612 	0.99839654 	0.99969950 	0.87753306 	0.98410390 	0.99710112 	0.41240576 	0.99940052 	0.94132637 	0.91161873 	0.96201829 	0.99732690 	0.99067965 	
         565 	0.99804314 	0.14531289 	0.89735872 	0.47675642 	0.99465912 	0.98801359 	0.99642180 	0.26475408 	0.28475811 	0.99710997 	0.87751455 	0.99987516 	0.99910182 	0.99810979 	0.88116495 	0.99188848 	0.99843160 	0.45394842 	0.99770133 	0.93807615 	0.91304603 	0.95032761 	0.99414673 	0.99730181 	
         566 	0.99758371 	0.12331231 	0.93232563 	0.54872060 	0.99682352 	0.99134619 	0.99670638 	0.24582805 	0.26634700 	0.99877734 	0.88585232 	0.99973330 	0.99880569 	0.99761032 	0.86412354 	0.99072611 	0.99885031 	0.42612652 	0.99974575 	0.95700527 	0.91212253 	0.95819343 	0.99521875 	0.99266365 	
         567 	0.99764521 	0.13626868 	0.92990898 	0.55097660 	0.98486553 	0.98352541 	0.99792288 	0.24937040 	0.30218415 	0.99828093 	0.89420010 	0.99675076 	0.99837413 	0.99806462 	0.89338528 	0.99219625 	0.99204414 	0.37326525 	0.99987835 	0.93563902 	0.90562463 	0.94511614 	0.99742413 	0.99694343 	
         568 	0.99706176 	0.14093631 	0.89801393 	0.49775678 	0.98653954 	0.99155189 	0.99828545 	0.25342682 	0.30595517 	0.99868410 	0.87646299 	0.99734415 	0.99915767 	0.99898460 	0.88387754 	0.98680339 	0.99562947 	0.37665215 	0.99991200 	0.94416756 	0.89338759 	0.96916720 	0.99834470 	0.99715814 	
         569 	0.99677592 	0.09607207 	0.90021424 	0.52812011 	0.98333417 	0.99735571 	0.99808763 	0.25039481 	0.26476598 	0.99666427 	0.89197283 	0.99823452 	0.99768755 	0.99887807 	0.83397747 	0.98680456 	0.99761431 	0.45046185 	0.99998170 	0.94432221 	0.93088307 	0.94427527 	0.99716050 	0.99765374 	
         570 	0.99020670 	0.13505441 	0.90702204 	0.54637921 	0.98989909 	0.99826699 	0.99772271 	0.28272190 	0.28135182 	0.99637009 	0.89663155 	0.99405273 	0.99967313 	0.99954952 	0.86377088 	0.98718800 	0.99839209 	0.44417109 	0.99995699 	0.95497975 	0.91900033 	0.96174218 	0.99741062 	0.99799727 	
         571 	0.98832587 	0.14707895 	0.89588968 	0.54693640 	0.97004092 	0.99927346 	0.99826101 	0.23030666 	0.29134252 	0.99565040 	0.88523628 	0.99237559 	0.99958511 	0.99894293 	0.87632461 	0.99596141 	0.99790519 	0.41440578 	0.99995928 	0.96038300 	0.88848601 	0.95794995 	0.99875929 	0.99912841 	
         572 	0.99607992 	0.17016992 	0.89643312 	0.54766552 	0.97941446 	0.99576846 	0.99822223 	0.23432433 	0.29504160 	0.99721624 	0.85252011 	0.99441867 	0.99959029 	0.99650319 	0.85781694 	0.99368328 	0.99873110 	0.41746248 	0.99993014 	0.94307324 	0.93145540 	0.96462694 	0.99960787 	0.99929334 	
         573 	0.99927680 	0.15129052 	0.91283989 	0.51220506 	0.98375777 	0.99791071 	0.99768561 	0.28267428 	0.35168738 	0.99712542 	0.87355393 	0.99925133 	0.99968744 	0.99797754 	0.87535649 	0.98753087 	0.99859032 	0.40876594 	0.99986788 	0.93783547 	0.92043004 	0.96170319 	0.99832905 	0.99732983 	
         574 	0.99978577 	0.11667769 	0.93108439 	0.49370547 	0.97935337 	0.99925659 	0.99737366 	0.30447794 	0.32710017 	0.99392949 	0.87373407 	0.99944911 	0.99981582 	0.99881659 	0.88661830 	0.98856573 	0.99866549 	0.38634343 	0.99974638 	0.94400360 	0.93948042 	0.94082337 	0.99336058 	0.99110636 	
         575 	0.99849132 	0.12472303 	0.91376836 	0.55449884 	0.96911022 	0.99934719 	0.99812181 	0.31081280 	0.29647656 	0.99863338 	0.89897460 	0.99914848 	0.99989138 	0.99975952 	0.87584715 	0.99092896 	0.99588348 	0.39193264 	0.99975714 	0.94738635 	0.91821880 	0.94156319 	0.99479422 	0.99850894 	
         576 	0.99641193 	0.14053359 	0.91003206 	0.54792150 	0.99252584 	0.99893113 	0.99968647 	0.28095123 	0.29189671 	0.99917983 	0.88778607 	0.99734856 	0.99940768 	0.99950143 	0.87032571 	0.99288169 	0.99633232 	0.41008622 	0.99980893 	0.96522392 	0.91842028 	0.96389074 	0.99418302 	0.99889125 	
         577 	0.99882142 	0.17737327 	0.92939828 	0.55303210 	0.98056528 	0.99973505 	0.99989949 	0.24707911 	0.32632284 	0.99975428 	0.89524284 	0.99765637 	0.99974748 	0.99969471 	0.86355696 	0.99254264 	0.99781348 	0.43876629 	0.99988925 	0.96198020 	0.90262269 	0.95949190 	0.99850773 	0.99950856 	
         578 	0.99970617 	0.13791872 	0.90331399 	0.52924865 	0.98618985 	0.99978668 	0.99977080 	0.21096776 	0.29704113 	0.99989408 	0.88388359 	0.99820993 	0.99954743 	0.99925145 	0.88576829 	0.98747199 	0.99869861 	0.39147842 	0.99953271 	0.93912976 	0.88725668 	0.96039987 	0.99734838 	0.99941167 	
         579 	0.99942926 	0.13117526 	0.90532854 	0.53394543 	0.98936042 	0.99942053 	0.99845808 	0.24558822 	0.30442937 	0.99960756 	0.87305921 	0.99692150 	0.99968412 	0.99843816 	0.86518443 	0.98924537 	0.99614371 	0.46888373 	0.99905342 	0.97332839 	0.91700411 	0.96136083 	0.99758384 	0.99764410 	
         580 	0.99910363 	0.11865976 	0.91816025 	0.52723188 	0.99207579 	0.99948595 	0.99768190 	0.19342111 	0.29440962 	0.99983254 	0.87832962 	0.99960977 	0.99915388 	0.99839265 	0.87459145 	0.99605998 	0.99619254 	0.47129376 	0.99740075 	0.92532872 	0.89873179 	0.96080423 	0.99781918 	0.99989214 	
         581 	0.99885326 	0.13690669 	0.91578926 	0.54625461 	0.98304962 	0.99994516 	0.99706717 	0.21103121 	0.32290838 	0.99892616 	0.89611474 	0.99910390 	0.99897076 	0.99807753 	0.86503348 	0.98568142 	0.99540455 	0.41979453 	0.99453490 	0.95357434 	0.90060003 	0.95342021 	0.99741872 	0.99984163 	
         582 	0.99899934 	0.12681578 	0.94918212 	0.48568301 	0.98637127 	0.99969367 	0.99680053 	0.23610443 	0.28528538 	0.99737738 	0.88138399 	0.99983189 	0.99953915 	0.99836368 	0.84762557 	0.98814094 	0.99234037 	0.38911166 	0.99364198 	0.95081219 	0.89699514 	0.94681823 	0.99932667 	0.99971134 	
         583 	0.99907166 	0.12328499 	0.93404490 	0.53452247 	0.98383256 	0.99934510 	0.99624063 	0.25093584 	0.26624268 	0.99598984 	0.87924788 	0.99991811 	0.99873766 	0.99930277 	0.83188215 	0.98735830 	0.99290721 	0.38664148 	0.99702382 	0.93959492 	0.89567997 	0.95089024 	0.99978883 	0.99939562 	
         584 	0.99908171 	0.13406213 	0.92108446 	0.59565725 	0.99380107 	0.99890093 	0.99622018 	0.26014381 	0.29501006 	0.99614589 	0.87780690 	0.99951567 	0.99553060 	0.99769374 	0.87347559 	0.99027793 	0.98820576 	0.45695357 	0.99768885 	0.94338247 	0.90338634 	0.94376668 	0.99988660 	0.99984266 	
         585 	0.99965064 	0.12015762 	0.89490656 	0.49942641 	0.98579927 	0.99883656 	0.99706954 	0.24826382 	0.28368992 	0.99494454 	0.89912211 	0.99917523 	0.99755001 	0.99823716 	0.84674129 	0.98787239 	0.99155584 	0.44823378 	0.99654345 	0.94366961 	0.86624326 	0.94385445 	0.99801993 	0.99960750 	
         586 	0.99917578 	0.09748478 	0.93253800 	0.48430317 	0.98034711 	0.99885902 	0.99727305 	0.25840465 	0.29234207 	0.99446516 	0.86194675 	0.99772303 	0.99816706 	0.99855799 	0.85017533 	0.99446841 	0.99753642 	0.43401520 	0.99132081 	0.94844692 	0.88707118 	0.93680133 	0.99941146 	0.99941817 	
         587 	0.99731415 	0.11844890 	0.88458831 	0.48305830 	0.99100476 	0.99700139 	0.99722870 	0.23002086 	0.26976398 	0.98691236 	0.89135812 	0.99901205 	0.99671260 	0.99946865 	0.86952561 	0.99286467 	0.99383382 	0.44425472 	0.98414361 	0.90589933 	0.91096825 	0.96152069 	0.99776211 	0.99748725 	
         588 	0.99684332 	0.13908727 	0.93606628 	0.53718355 	0.99091711 	0.99788732 	0.99969737 	0.22123057 	0.29791050 	0.99732112 	0.86990741 	0.99965204 	0.98923688 	0.99687608 	0.83796503 	0.99266838 	0.99779125 	0.36573522 	0.99494752 	0.91049860 	0.89838221 	0.94213714 	0.99624624 	0.99461633 	
         589 	0.99484694 	0.12370793 	0.87644502 	0.53068901 	0.99298865 	0.99550001 	0.99692403 	0.20731864 	0.34044534 	0.99715814 	0.88116820 	0.99916891 	0.99574769 	0.99379255 	0.86766400 	0.98568497 	0.99488367 	0.45432418 	0.99504891 	0.95030693 	0.88924675 	0.93296379 	0.99720949 	0.99516208 	
         590 	0.99589016 	0.13882907 	0.93404140 	0.50546882 	0.98608252 	0.99893999 	0.99718865 	0.23832324 	0.28883739 	0.99472719 	0.87855292 	0.99821463 	0.99422375 	0.99634323 	0.85499267 	0.99088388 	0.99612496 	0.45572972 	0.98494831 	0.94858177 	0.92763028 	0.96693414 	0.99841191 	0.99621832 	
         591 	0.99639716 	0.14465621 	0.90823346 	0.50881509 	0.99347957 	0.99811925 	0.99894602 	0.24347716 	0.29364950 	0.99020761 	0.87937469 	0.99917558 	0.99910629 	0.99774782 	0.88691525 	0.98179170 	0.99930393 	0.43967855 	0.99673243 	0.96181508 	0.91364558 	0.93872786 	0.99515902 	0.99230999 	
         592 	0.99597210 	0.15429506 	0.88706673 	0.52180374 	0.99023123 	0.99542890 	0.99933595 	0.24099137 	0.30160935 	0.99163673 	0.88406389 	0.99914654 	0.99858206 	0.99966559 	0.86116468 	0.97857667 	0.99974503 	0.39036790 	0.99519224 	0.94693569 	0.92226398 	0.97043668 	0.99835715 	0.99456754 	
         593 	0.99760025 	0.14097187 	0.90709920 	0.55058276 	0.99277468 	0.99406129 	0.99955422 	0.22791440 	0.33113273 	0.99535374 	0.89866942 	0.99281329 	0.99716934 	0.99962885 	0.89211054 	0.97261291 	0.99984264 	0.38538464 	0.99010569 	0.95327108 	0.91402642 	0.96839383 	0.99857366 	0.99137193 	
         594 	0.99779310 	0.13008057 	0.88970034 	0.54488476 	0.98995473 	0.98752015 	0.99863066 	0.21812541 	0.32265241 	0.99561173 	0.88710393 	0.99360222 	0.99856201 	0.99944473 	0.86362490 	0.97764816 	0.99952623 	0.44182944 	0.99405673 	0.95636676 	0.86860045 	0.94128398 	0.99771693 	0.99248824 	
         595 	0.99882194 	0.14277875 	0.89678371 	0.57148981 	0.99208128 	0.98176212 	0.99811299 	0.22953840 	0.33253963 	0.98779673 	0.84973571 	0.99548160 	0.99923834 	0.99975386 	0.87463850 	0.97714826 	0.99903813 	0.43029345 	0.99880890 	0.93466658 	0.90183563 	0.95462254 	0.99844174 	0.99578588 	
         596 	0.99810116 	0.11748643 	0.92171016 	0.46898102 	0.99286282 	0.99087200 	0.99387521 	0.29612104 	0.31284621 	0.99469912 	0.87829806 	0.99465852 	0.99961507 	0.99926254 	0.87093971 	0.99233685 	0.99921961 	0.41348425 	0.99963491 	0.94922735 	0.92571903 	0.96958473 	0.99444880 	0.99535716 	
         597 	0.99991857 	0.11314366 	0.94419070 	0.45148549 	0.99395794 	0.99778930 	0.99134240 	0.27293028 	0.29020649 	0.99169498 	0.87090031 	0.99650029 	0.99951571 	0.99957302 	0.88973591 	0.98077017 	0.99978219 	0.39416027 	0.99945567 	0.95046244 	0.89851678 	0.94984045 	0.98956771 	0.99818411 	
         598 	0.99998079 	0.08598743 	0.91473084 	0.53157355 	0.99446494 	0.99933481 	0.99411656 	0.22462947 	0.28271437 	0.98986926 	0.87815485 	0.99890381 	0.99714979 	0.99851835 	0.84884097 	0.98325137 	0.99974978 	0.41270172 	0.99960230 	0.95608834 	0.92026792 	0.97599202 	0.99414303 	0.99777190 	
         599 	0.99990547 	0.12375575 	0.90866832 	0.50730719 	0.97883340 	0.99873031 	0.99839021 	0.25666890 	0.31235364 	0.99799538 	0.88194615 	0.99751616 	0.99969192 	0.99311757 	0.88651851 	0.99226754 	0.99998726 	0.41924080 	0.99973902 	0.96937625 	0.91815190 	0.94458793 	0.99861869 	0.99901936 	
         600 	0.99980066 	0.15096169 	0.93696667 	0.52260449 	0.99376472 	0.99922138 	0.99938628 	0.27974810 	0.33370392 	0.99843608 	0.89516144 	0.99198596 	0.99963379 	0.99393492 	0.85597189 	0.98711461 	0.99993791 	0.43727242 	0.99964707 	0.95341521 	0.88691092 	0.94026062 	0.99865023 	0.99590058 	
         601 	0.99974216 	0.13708377 	0.94978641 	0.50691480 	0.98406812 	0.99788894 	0.99926622 	0.21316308 	0.28920659 	0.99919809 	0.89768125 	0.99690202 	0.99937578 	0.99733473 	0.84442475 	0.97664492 	0.99992768 	0.42872966 	0.99964374 	0.94882513 	0.84495804 	0.97059239 	0.99795508 	0.98909791 	
         602 	0.99953243 	0.12809336 	0.89898914 	0.54638169 	0.99340238 	0.99668973 	0.99931452 	0.22719234 	0.30188000 	0.99760246 	0.89658712 	0.99318621 	0.99954297 	0.99794947 	0.86224790 	0.97519367 	0.99998541 	0.43891538 	0.99973437 	0.94382257 	0.89452987 	0.96938181 	0.99799113 	0.99895357 	
