#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:44:16]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	hittite   	luvian   	oldirish   	welsh   	latin   	oscan   	umbrian   	oldhighgerman   	gothic   	oldenglish   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	avestan   	vedic   	oldpersian   	tocharian_b   	tocharian_a   	albanian   	greek   	]
         352 	0.00261043 	0.96186035 	0.56189136 	0.85699568 	0.65574823 	0.81471537 	0.05364122 	0.16737772 	0.60751076 	0.93200962 	0.59170577 	0.56132825 	0.13528794 	0.37401115 	0.70091870 	0.12846768 	0.98578909 	0.11616240 	0.20577136 	0.25920991 	0.60564089 	0.90898180 	0.42681984 	0.19121599 	
         353 	0.10232052 	0.94768377 	0.27394930 	0.30278356 	0.33420248 	0.77285457 	0.25243931 	0.03285796 	0.48188243 	0.77499921 	0.60997277 	0.71363623 	0.30478573 	0.01122471 	0.19095777 	0.24792586 	0.88563342 	0.61501863 	0.34209325 	0.34507087 	0.14196539 	0.90914831 	0.52837696 	0.20958797 	
         354 	0.63977823 	0.97988576 	0.04476070 	0.07903381 	0.47138024 	0.63864414 	0.38536234 	0.85159153 	0.05774344 	0.41501721 	0.15906508 	0.90910274 	0.43676051 	0.24261027 	0.37628325 	0.15608068 	0.96484880 	0.18859491 	0.86238379 	0.49308236 	0.70320447 	0.88250017 	0.73706566 	0.02336543 	
         355 	0.65859085 	0.98615296 	0.57806387 	0.03242701 	0.27895125 	0.67580114 	0.06200520 	0.82803843 	0.37175700 	0.78133259 	0.60201106 	0.13701313 	0.42935024 	0.34520663 	0.37349134 	0.33357579 	0.96134264 	0.17273499 	0.69247410 	0.52293100 	0.60119756 	0.44971478 	0.84228613 	0.19334032 	
         356 	0.68369352 	0.87884056 	0.46796934 	0.64574861 	0.42426035 	0.05282987 	0.59986171 	0.88111856 	0.61933069 	0.86348603 	0.52840337 	0.70788306 	0.43714568 	0.42701792 	0.39178498 	0.41010113 	0.96607507 	0.15108890 	0.25902175 	0.34962074 	0.50899533 	0.72340745 	0.81137990 	0.50820047 	
         357 	0.88679331 	0.74561270 	0.26620397 	0.75565414 	0.28717733 	0.63473550 	0.07353585 	0.68695294 	0.58538329 	0.82409402 	0.03860649 	0.42461236 	0.24765248 	0.09621781 	0.18294778 	0.01731249 	0.96392014 	0.77158633 	0.64362570 	0.18780540 	0.72785463 	0.77809106 	0.06605692 	0.59785667 	
         358 	0.89732018 	0.96440050 	0.27388216 	0.50847808 	0.29349544 	0.74713210 	0.80037298 	0.61682595 	0.91003815 	0.77339136 	0.28056576 	0.61224658 	0.89074335 	0.36199693 	0.48400017 	0.33391371 	0.93799071 	0.79167736 	0.74621178 	0.96129215 	0.18734542 	0.64702890 	0.08879182 	0.91300694 	
         359 	0.67222194 	0.91575657 	0.41612581 	0.45982459 	0.00438560 	0.31056767 	0.59257534 	0.90479851 	0.86681350 	0.53291569 	0.39517069 	0.36294949 	0.33021363 	0.15703384 	0.43957740 	0.62671694 	0.88660164 	0.16889548 	0.62683308 	0.94245298 	0.28603766 	0.73942383 	0.06698508 	0.81765252 	
         360 	0.75345683 	0.88445282 	0.52403390 	0.83645145 	0.35231600 	0.69491470 	0.07324204 	0.97090080 	0.90140810 	0.79790140 	0.16645049 	0.04125788 	0.41548222 	0.16375862 	0.34952974 	0.18962350 	0.98656596 	0.58504064 	0.73420920 	0.00664083 	0.54664723 	0.56802649 	0.20201640 	0.36286869 	
         361 	0.24313407 	0.96610570 	0.18255500 	0.20882145 	0.19382338 	0.86482594 	0.63864413 	0.79211305 	0.90058736 	0.67459913 	0.12460820 	0.45059887 	0.48367839 	0.05041727 	0.53137181 	0.22413971 	0.90733779 	0.12689524 	0.63106728 	0.70173418 	0.60188840 	0.95999153 	0.46173346 	0.03900884 	
         362 	0.38189505 	0.97224483 	0.30223883 	0.74086689 	0.60214115 	0.08908944 	0.31948917 	0.40612893 	0.73937027 	0.21401533 	0.18216696 	0.81113859 	0.24828606 	0.72151250 	0.31066254 	0.47163902 	0.63099263 	0.28543471 	0.32125201 	0.68745004 	0.15820372 	0.97510531 	0.00461670 	0.76117263 	
         363 	0.41605872 	0.89016600 	0.39957202 	0.77110529 	0.84908363 	0.57810860 	0.01221712 	0.66308028 	0.53871225 	0.52304473 	0.27667565 	0.45549800 	0.25758893 	0.60202198 	0.59589615 	0.37553832 	0.69373584 	0.55129927 	0.23332760 	0.57259376 	0.71148105 	0.59436470 	0.11319194 	0.30183249 	
         364 	0.08553095 	0.85071284 	0.52386960 	0.42287618 	0.72168043 	0.73008371 	0.25869754 	0.80658958 	0.59796540 	0.88318333 	0.73831602 	0.53037991 	0.18766088 	0.48833715 	0.83409916 	0.09435128 	0.16077703 	0.16692484 	0.91003526 	0.18531417 	0.66926321 	0.28764015 	0.70138207 	0.47239477 	
         365 	0.51271599 	0.81559818 	0.75826273 	0.41081782 	0.30376774 	0.44314393 	0.48361879 	0.67348936 	0.35487608 	0.70381099 	0.87950181 	0.56111219 	0.01430095 	0.04613971 	0.95802561 	0.22737540 	0.79441182 	0.37910028 	0.88973641 	0.47427108 	0.57457253 	0.09497567 	0.85577444 	0.35853511 	
         366 	0.21624819 	0.65638385 	0.14299497 	0.13201146 	0.81460537 	0.37445061 	0.45170169 	0.67447340 	0.37858663 	0.47399047 	0.85932923 	0.84002258 	0.60542001 	0.21136664 	0.69524960 	0.23439624 	0.13185165 	0.44556673 	0.90550700 	0.83782155 	0.29580248 	0.34354134 	0.75831135 	0.45284311 	
         367 	0.08990783 	0.83751962 	0.76773354 	0.01451977 	0.92621614 	0.10184400 	0.37211865 	0.77861669 	0.51909916 	0.44580523 	0.72307849 	0.94103816 	0.74465839 	0.21619695 	0.80552174 	0.20541741 	0.46070950 	0.80812615 	0.92211536 	0.83586281 	0.65291672 	0.66553551 	0.57115012 	0.02666121 	
         368 	0.36886417 	0.09615377 	0.77416720 	0.51135233 	0.82356268 	0.06456858 	0.47108812 	0.12533368 	0.88763840 	0.26437347 	0.82922355 	0.95545941 	0.42758721 	0.94275973 	0.57454544 	0.71384061 	0.43003312 	0.32354394 	0.93231243 	0.90365654 	0.24456061 	0.48368012 	0.72277260 	0.11754266 	
         369 	0.38292653 	0.26376961 	0.34828172 	0.18225129 	0.82511937 	0.15940464 	0.84531344 	0.60955505 	0.71385549 	0.09594913 	0.22187235 	0.97693922 	0.37703552 	0.94001397 	0.84956499 	0.66941418 	0.28871089 	0.90854066 	0.91645667 	0.65401787 	0.08596857 	0.92718124 	0.80079421 	0.11024599 	
         370 	0.19537459 	0.76998756 	0.83632888 	0.09801213 	0.93359309 	0.05075445 	0.73656633 	0.74099248 	0.70490571 	0.03621868 	0.52749796 	0.95178465 	0.42535717 	0.95521286 	0.82299463 	0.19312783 	0.58247618 	0.95456028 	0.89915618 	0.39517049 	0.71441822 	0.94856607 	0.79659995 	0.11333465 	
         371 	0.68539949 	0.91745401 	0.64526209 	0.07393893 	0.91352112 	0.46713058 	0.58165205 	0.81068996 	0.88733282 	0.20730706 	0.49614818 	0.90973977 	0.39228938 	0.81913087 	0.54203863 	0.48976779 	0.61652100 	0.99104918 	0.71707311 	0.00711815 	0.29454463 	0.93964516 	0.74486186 	0.81015285 	
         372 	0.69873014 	0.17593768 	0.94085962 	0.52600309 	0.80677034 	0.04464219 	0.67697341 	0.56897063 	0.93227102 	0.84494200 	0.35821859 	0.87947583 	0.67718499 	0.91288720 	0.33565821 	0.61304782 	0.46130794 	0.98362630 	0.25482496 	0.31347656 	0.41770898 	0.76583067 	0.09459064 	0.75103592 	
         373 	0.34835904 	0.67403738 	0.94121116 	0.71064405 	0.52758691 	0.18553589 	0.10165796 	0.03136052 	0.76054059 	0.36655182 	0.27802931 	0.06910087 	0.74577012 	0.98112142 	0.15346238 	0.32527895 	0.74185431 	0.98371639 	0.04284473 	0.26188554 	0.24978309 	0.22226144 	0.64178911 	0.82514622 	
         374 	0.12974984 	0.38754049 	0.92369220 	0.18569419 	0.82053002 	0.14020223 	0.81176444 	0.52220730 	0.92424510 	0.04807541 	0.36896264 	0.04272678 	0.80664062 	0.88982535 	0.08931838 	0.50299155 	0.29385445 	0.94855603 	0.13146432 	0.07190493 	0.09719181 	0.77839847 	0.88062959 	0.24484610 	
         375 	0.12232165 	0.85385110 	0.89737728 	0.24803786 	0.54026862 	0.52188092 	0.62601690 	0.28107433 	0.91905376 	0.66582138 	0.60956156 	0.17230019 	0.65529680 	0.35535863 	0.02693549 	0.42230231 	0.55643045 	0.94158660 	0.68381906 	0.40017684 	0.28372751 	0.84202574 	0.84364253 	0.06333779 	
         376 	0.50703056 	0.79700956 	0.20299932 	0.49873386 	0.29841514 	0.15564086 	0.79574685 	0.19699479 	0.95528816 	0.17988512 	0.14086172 	0.74927293 	0.43599480 	0.56604754 	0.18349429 	0.69674844 	0.39569626 	0.75794236 	0.63945588 	0.60763956 	0.54542948 	0.43299519 	0.78146547 	0.58949188 	
         377 	0.29118641 	0.39829805 	0.58200680 	0.20596282 	0.35515021 	0.25211541 	0.74973939 	0.09270951 	0.95807590 	0.09014123 	0.15895858 	0.72291389 	0.03435730 	0.52364448 	0.52347322 	0.53365834 	0.38415542 	0.28427629 	0.60898525 	0.66487062 	0.00982265 	0.76709922 	0.53240984 	0.56949199 	
         378 	0.27170787 	0.53477018 	0.05151068 	0.90117716 	0.08915705 	0.90725786 	0.89677900 	0.33640310 	0.95146260 	0.26572492 	0.76861912 	0.40390883 	0.03797315 	0.49807630 	0.21964326 	0.60807144 	0.27280240 	0.26042313 	0.74310068 	0.00256936 	0.43563968 	0.96633688 	0.44629429 	0.30912909 	
         379 	0.29465020 	0.55599813 	0.82877122 	0.86731862 	0.76251832 	0.03902576 	0.68253740 	0.42322207 	0.97788080 	0.19351008 	0.28219234 	0.96244605 	0.84432998 	0.00398016 	0.57142019 	0.52463178 	0.47315383 	0.07798609 	0.46666001 	0.68029919 	0.27365752 	0.96478795 	0.15346734 	0.16330029 	
         380 	0.59455727 	0.55017148 	0.89950990 	0.44687461 	0.41270602 	0.47852045 	0.58358409 	0.56151724 	0.97245593 	0.21696959 	0.33215180 	0.93202828 	0.75513073 	0.19046548 	0.53728458 	0.22495276 	0.36012176 	0.44284704 	0.11125103 	0.75397830 	0.14329062 	0.98226456 	0.49683194 	0.02523048 	
         381 	0.40724484 	0.87490266 	0.17812501 	0.57610163 	0.67765379 	0.52352557 	0.42531580 	0.77399611 	0.94315584 	0.39863754 	0.52264422 	0.98345224 	0.80223856 	0.20919632 	0.22237946 	0.24704965 	0.72531229 	0.29519659 	0.59001381 	0.85000262 	0.57829549 	0.97780435 	0.72747884 	0.08825554 	
         382 	0.29746878 	0.07010610 	0.63075025 	0.62288315 	0.84228692 	0.11990713 	0.43283985 	0.74007976 	0.98624784 	0.83757767 	0.22047329 	0.96662861 	0.83629350 	0.01790364 	0.54594520 	0.05101383 	0.79242689 	0.28416183 	0.68544059 	0.74863465 	0.41080972 	0.96213267 	0.14313794 	0.40221178 	
         383 	0.33982782 	0.48775272 	0.80712513 	0.22941634 	0.77458063 	0.16283013 	0.72904667 	0.15496716 	0.97949342 	0.34185244 	0.56216820 	0.96377851 	0.66458405 	0.12456985 	0.33454753 	0.39186539 	0.67517954 	0.73882688 	0.87562163 	0.78966066 	0.81840686 	0.98147744 	0.22725256 	0.62759729 	
         384 	0.42779056 	0.33874313 	0.75066808 	0.72333157 	0.76455422 	0.28329268 	0.39498455 	0.68764148 	0.94674689 	0.49437486 	0.78340436 	0.71408233 	0.61144155 	0.06268195 	0.63003427 	0.02759025 	0.90145764 	0.27782526 	0.38257052 	0.90350441 	0.88037806 	0.97061296 	0.02392323 	0.44638296 	
         385 	0.60938490 	0.23164380 	0.74768948 	0.23173345 	0.39966654 	0.62142511 	0.57005098 	0.69161183 	0.96507271 	0.51270828 	0.57569295 	0.54002847 	0.64634503 	0.12946006 	0.13394070 	0.33268699 	0.89544710 	0.17733675 	0.74054408 	0.88865886 	0.90222119 	0.96869803 	0.15047040 	0.09492415 	
         386 	0.77454167 	0.13049860 	0.54271680 	0.69577418 	0.68297676 	0.85254986 	0.35624378 	0.47436388 	0.94035161 	0.25059940 	0.48702874 	0.97339687 	0.07177595 	0.16728036 	0.25022254 	0.59175111 	0.88773312 	0.22698135 	0.82066509 	0.88017407 	0.81327823 	0.97596578 	0.24603348 	0.84495012 	
         387 	0.86684261 	0.24381808 	0.09384474 	0.87531421 	0.47381804 	0.88717341 	0.05160865 	0.81911729 	0.28938615 	0.69782224 	0.22614451 	0.91285552 	0.33906671 	0.61944965 	0.07116636 	0.78833272 	0.74380217 	0.86424009 	0.28987547 	0.38279635 	0.71464201 	0.78998435 	0.41749061 	0.81243942 	
         388 	0.88265591 	0.01149931 	0.38810564 	0.88782723 	0.15011836 	0.29954554 	0.06494437 	0.86164690 	0.89435164 	0.40335151 	0.83714531 	0.32612868 	0.00519219 	0.26785441 	0.30292408 	0.69471072 	0.58161150 	0.82676502 	0.09617727 	0.91553045 	0.51636567 	0.78490176 	0.12529753 	0.43293571 	
         389 	0.58910043 	0.53044098 	0.55858232 	0.11799238 	0.75876930 	0.42034175 	0.90186594 	0.88530702 	0.32144592 	0.69325933 	0.96827801 	0.68154885 	0.46513900 	0.66788188 	0.35137212 	0.62182196 	0.10011210 	0.01105005 	0.31089126 	0.49094470 	0.82591342 	0.95651398 	0.85117529 	0.59552004 	
         390 	0.81111007 	0.56424759 	0.35031440 	0.18641902 	0.58958778 	0.60855833 	0.53551212 	0.16297501 	0.28522691 	0.04756642 	0.71372948 	0.08289478 	0.43526520 	0.04467370 	0.29041637 	0.60445505 	0.58354505 	0.34917616 	0.38451241 	0.74631740 	0.95706217 	0.92717769 	0.77575785 	0.79857924 	
         391 	0.42170158 	0.03791059 	0.62163136 	0.30180736 	0.10153387 	0.75755288 	0.15559031 	0.94036425 	0.46103637 	0.05159777 	0.26694232 	0.24595945 	0.77252917 	0.41822296 	0.05098934 	0.87233156 	0.69125491 	0.70537157 	0.80178238 	0.01411084 	0.79254567 	0.37933950 	0.89061539 	0.61555145 	
         392 	0.68952936 	0.45830628 	0.85576573 	0.08735546 	0.46009823 	0.63981435 	0.62302490 	0.82685999 	0.64372766 	0.64932189 	0.47324149 	0.06911421 	0.96694691 	0.32570767 	0.90499778 	0.64428291 	0.53865365 	0.76384393 	0.70712798 	0.56777081 	0.34293527 	0.22156367 	0.88873804 	0.85087595 	
         393 	0.11596384 	0.02739588 	0.92567469 	0.22307789 	0.49251697 	0.58365798 	0.44232163 	0.95513731 	0.54417254 	0.01013096 	0.37908247 	0.44059800 	0.95257862 	0.37706163 	0.87177036 	0.34630739 	0.40760840 	0.40204736 	0.47550165 	0.82056807 	0.69997817 	0.58038489 	0.94121401 	0.06685607 	
         394 	0.40018750 	0.16916375 	0.90966974 	0.13033842 	0.89823395 	0.36654667 	0.34745230 	0.96943645 	0.88424373 	0.24909308 	0.44392833 	0.48198985 	0.98365613 	0.10557325 	0.57432346 	0.12954452 	0.30439792 	0.73076982 	0.34375193 	0.49664713 	0.33418645 	0.18476138 	0.90943333 	0.13845553 	
         395 	0.16665178 	0.47700935 	0.33711191 	0.45390987 	0.44000847 	0.34844980 	0.05349423 	0.95707622 	0.69606022 	0.50990979 	0.16487729 	0.31974862 	0.88841914 	0.44782197 	0.52567987 	0.74901736 	0.43606259 	0.22880649 	0.41801847 	0.89107230 	0.27457253 	0.72954465 	0.73437040 	0.51391618 	
         396 	0.74050720 	0.39970585 	0.57803268 	0.00841060 	0.44790524 	0.38328404 	0.51298843 	0.76275539 	0.21555565 	0.32325307 	0.60939422 	0.25638014 	0.93367552 	0.13047127 	0.88936687 	0.90886461 	0.38609205 	0.02070921 	0.36796048 	0.91536509 	0.30175466 	0.88860152 	0.19012055 	0.11878497 	
         397 	0.82451570 	0.79873472 	0.37038439 	0.52216890 	0.17062490 	0.50864675 	0.70965087 	0.92734830 	0.49122182 	0.16923553 	0.40775101 	0.87411011 	0.79594439 	0.09968465 	0.73451074 	0.92451178 	0.46363171 	0.27063899 	0.12877629 	0.80156301 	0.72421574 	0.50775583 	0.71075269 	0.31044213 	
         398 	0.25766888 	0.68376679 	0.89940199 	0.31714061 	0.17686958 	0.34242214 	0.75620692 	0.97690048 	0.43464423 	0.77727570 	0.40263714 	0.88136018 	0.20046362 	0.94001460 	0.61097491 	0.94345212 	0.38638573 	0.53889887 	0.50512717 	0.82043275 	0.02510628 	0.15810558 	0.52764994 	0.27852214 	
         399 	0.59203941 	0.84614896 	0.95582640 	0.74709333 	0.21995385 	0.27206563 	0.01671957 	0.97685519 	0.56904237 	0.47208513 	0.76337370 	0.82177173 	0.00281756 	0.64067960 	0.29916116 	0.87064305 	0.16749931 	0.29686346 	0.30060346 	0.11999599 	0.16016114 	0.07138492 	0.14977746 	0.11309332 	
         400 	0.42341432 	0.64204458 	0.98495346 	0.45561641 	0.26904935 	0.65425255 	0.71457465 	0.99153257 	0.86958901 	0.40871295 	0.86514935 	0.79600400 	0.21585898 	0.82389688 	0.19083438 	0.94075426 	0.75643050 	0.03000153 	0.12667409 	0.51757243 	0.55605850 	0.63861145 	0.48426526 	0.20563777 	
         401 	0.43798377 	0.79547627 	0.97913845 	0.43229912 	0.11174598 	0.37517865 	0.88528061 	0.99969616 	0.50021098 	0.16614618 	0.65346204 	0.66609486 	0.48844273 	0.05871418 	0.24136760 	0.51781163 	0.86917501 	0.89291294 	0.38458951 	0.84503808 	0.31186956 	0.81507619 	0.34001605 	0.05689448 	
         402 	0.62081750 	0.93432743 	0.99341165 	0.44848717 	0.19225071 	0.58494307 	0.04681002 	0.99979922 	0.59010237 	0.23624966 	0.18201122 	0.72322529 	0.47533786 	0.13659533 	0.11297064 	0.35514316 	0.83462185 	0.90690076 	0.35496162 	0.84694821 	0.18023819 	0.69028868 	0.01744669 	0.18629896 	
         403 	0.93172650 	0.91400914 	0.97722379 	0.46708339 	0.37903705 	0.00078373 	0.57165731 	0.99927122 	0.27325837 	0.15919204 	0.29065299 	0.57378581 	0.80007937 	0.33563303 	0.49842076 	0.89618679 	0.88690403 	0.39662823 	0.06269489 	0.64359181 	0.19755552 	0.76082138 	0.29915836 	0.10037559 	
         404 	0.78304946 	0.83027632 	0.92695634 	0.58025982 	0.74742912 	0.02124977 	0.30168250 	0.99679307 	0.60224043 	0.37807736 	0.15337703 	0.91833980 	0.89589626 	0.08296739 	0.58247176 	0.34830553 	0.92906593 	0.77634007 	0.42922170 	0.31692637 	0.19960689 	0.15032747 	0.06895918 	0.66154141 	
         405 	0.69333498 	0.65689285 	0.95398619 	0.52205140 	0.67794146 	0.66843572 	0.66395977 	0.99889590 	0.63403404 	0.29118358 	0.45471915 	0.43456705 	0.80198566 	0.63125253 	0.11631182 	0.48434190 	0.96505438 	0.94504709 	0.78196134 	0.45639829 	0.37463699 	0.72909752 	0.40332020 	0.60188176 	
         406 	0.09171976 	0.19085412 	0.73103219 	0.23456767 	0.50053741 	0.58200680 	0.66328546 	0.99762038 	0.60240729 	0.89554048 	0.68530946 	0.18096212 	0.31809103 	0.65895942 	0.70197107 	0.42906832 	0.88237977 	0.82805318 	0.85610213 	0.41288444 	0.37873221 	0.78570361 	0.10076598 	0.45835486 	
         407 	0.45608097 	0.30827415 	0.87024121 	0.04072416 	0.02943085 	0.09215088 	0.59112460 	0.99876067 	0.24267648 	0.86458921 	0.33962104 	0.28860266 	0.03328123 	0.48000491 	0.95562327 	0.61194081 	0.41891256 	0.73361833 	0.25821187 	0.18260059 	0.37468932 	0.80558995 	0.22211857 	0.61405401 	
         408 	0.72147093 	0.77985529 	0.33817298 	0.12950220 	0.24619619 	0.02809764 	0.06806116 	0.99844800 	0.02146422 	0.43950173 	0.36399178 	0.09244223 	0.52879593 	0.66699906 	0.85722448 	0.26413505 	0.62821527 	0.68397282 	0.58847904 	0.37958030 	0.49308391 	0.92095424 	0.59391102 	0.78889513 	
         409 	0.74946283 	0.51650159 	0.39738750 	0.41182635 	0.46075490 	0.28091213 	0.03736525 	0.98536486 	0.17606170 	0.07093785 	0.37308928 	0.15803759 	0.94987238 	0.49308512 	0.96340092 	0.24291626 	0.64329427 	0.61454965 	0.81433091 	0.05822046 	0.17264342 	0.44030874 	0.69521208 	0.52599472 	
         410 	0.68379312 	0.27986275 	0.03658706 	0.47848089 	0.87529254 	0.13581034 	0.13984235 	0.88243983 	0.22012696 	0.10477808 	0.42370914 	0.60463437 	0.88654141 	0.76397521 	0.92999200 	0.52434344 	0.52216649 	0.36261879 	0.11996921 	0.33498101 	0.20802622 	0.82546873 	0.30332870 	0.03027119 	
         411 	0.44950097 	0.82200446 	0.24129535 	0.77950547 	0.72863725 	0.61211773 	0.39149102 	0.76054017 	0.13845319 	0.56754217 	0.89650757 	0.32851632 	0.38559399 	0.57214432 	0.11835097 	0.30619225 	0.18078399 	0.59479483 	0.26306763 	0.57523360 	0.31440281 	0.95449848 	0.87111717 	0.06444482 	
         412 	0.35370770 	0.83213773 	0.85163894 	0.13149784 	0.93940037 	0.68839404 	0.15142594 	0.91178348 	0.58533236 	0.44720967 	0.85748652 	0.57526542 	0.22577842 	0.29832556 	0.71259028 	0.34366437 	0.54076279 	0.33293240 	0.12938519 	0.35912296 	0.08343847 	0.89839370 	0.84237717 	0.26633512 	
         413 	0.08254536 	0.31529129 	0.53985030 	0.03049821 	0.85031148 	0.92076146 	0.66988655 	0.70540164 	0.72421003 	0.29427499 	0.45420939 	0.19925995 	0.36768817 	0.57027831 	0.46070214 	0.35225853 	0.44929557 	0.54344483 	0.11601696 	0.35391295 	0.03428922 	0.95667650 	0.18571272 	0.06168108 	
         414 	0.27630743 	0.50842536 	0.62717731 	0.80345680 	0.77128283 	0.94150918 	0.02629338 	0.34211235 	0.14858527 	0.51167323 	0.58637805 	0.47452936 	0.27877977 	0.35915027 	0.73589209 	0.74412674 	0.06584260 	0.36898183 	0.65407743 	0.04791032 	0.26710626 	0.81697877 	0.47613883 	0.15349210 	
         415 	0.48493194 	0.17084737 	0.78010761 	0.51659366 	0.54563876 	0.97465460 	0.20862824 	0.72433606 	0.61084400 	0.65795019 	0.67915593 	0.31876102 	0.20996743 	0.82941860 	0.94683208 	0.10447521 	0.49380385 	0.64250612 	0.10116939 	0.72500832 	0.78005375 	0.62115899 	0.12543812 	0.35224942 	
         416 	0.62674573 	0.86557296 	0.89959197 	0.68398444 	0.54594844 	0.94234162 	0.42084334 	0.69617980 	0.19257849 	0.31956415 	0.89390555 	0.45492581 	0.54257001 	0.91349642 	0.93801142 	0.75601411 	0.60501282 	0.32734417 	0.52693566 	0.70433555 	0.65295604 	0.91215520 	0.18539700 	0.08838038 	
         417 	0.29499203 	0.66643352 	0.76167026 	0.23740537 	0.84047423 	0.93281359 	0.73930990 	0.54752364 	0.61300643 	0.71924490 	0.67613555 	0.77699877 	0.87476992 	0.66392101 	0.69105117 	0.80985960 	0.58066478 	0.90606754 	0.85286828 	0.77078012 	0.38614757 	0.15738758 	0.59357994 	0.10827285 	
         418 	0.17156620 	0.00128747 	0.26022599 	0.38189456 	0.45442778 	0.88958329 	0.70868310 	0.07187914 	0.05462830 	0.04106363 	0.65969425 	0.64538314 	0.25977235 	0.10364452 	0.76240038 	0.38146821 	0.61923824 	0.00662191 	0.95653050 	0.16298011 	0.51702384 	0.61965944 	0.06330455 	0.57258947 	
         419 	0.06631905 	0.17565720 	0.12350207 	0.91161087 	0.31295393 	0.93520234 	0.25685963 	0.35776761 	0.29182899 	0.41538666 	0.11870278 	0.71509949 	0.21803471 	0.22802652 	0.91024731 	0.60647687 	0.04174705 	0.47124670 	0.93124881 	0.70893060 	0.49045601 	0.50523004 	0.67538402 	0.94478541 	
         420 	0.08524566 	0.63825320 	0.36376143 	0.63596919 	0.84451461 	0.96531352 	0.89449812 	0.25508027 	0.46501621 	0.63078527 	0.02047774 	0.37526820 	0.11124138 	0.28585103 	0.98592305 	0.04376779 	0.06084912 	0.24952737 	0.98375288 	0.64430397 	0.37092032 	0.71703259 	0.20461561 	0.89978305 	
         421 	0.90461151 	0.79380670 	0.60258645 	0.93101602 	0.73022701 	0.91535894 	0.80980883 	0.47745585 	0.44329608 	0.34475199 	0.52926881 	0.88532584 	0.31765084 	0.07409255 	0.97525672 	0.32468097 	0.84367748 	0.31575540 	0.97672911 	0.32252244 	0.13260338 	0.90501138 	0.50539214 	0.71449534 	
