#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:44:16]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	hittite   	luvian   	oldirish   	welsh   	latin   	oscan   	umbrian   	oldhighgerman   	gothic   	oldenglish   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	avestan   	vedic   	oldpersian   	tocharian_b   	tocharian_a   	albanian   	greek   	]
         538 	0.18695857 	0.27387541 	0.30198990 	0.88209550 	0.56353851 	0.77807114 	0.85389176 	0.61248561 	0.46111385 	0.33350552 	0.77749958 	0.81606372 	0.64111243 	0.73810637 	0.70226649 	0.83656990 	0.78976988 	0.86846919 	0.53816152 	0.31901344 	0.21776648 	0.79233719 	0.93667638 	0.75763926 	
         539 	0.11998093 	0.13197185 	0.21458871 	0.81311268 	0.37414972 	0.62660342 	0.26863354 	0.45767224 	0.53594396 	0.50305919 	0.33343086 	0.87083633 	0.70818162 	0.21708860 	0.69416262 	0.58082262 	0.62437222 	0.18149564 	0.73431780 	0.05622150 	0.35929549 	0.34163135 	0.73221044 	0.58563799 	
         540 	0.25080529 	0.36884337 	0.78445866 	0.60165903 	0.00629762 	0.00387188 	0.22621556 	0.29843710 	0.01156855 	0.00810809 	0.37833832 	0.97181636 	0.74085349 	0.49697216 	0.82541871 	0.23317342 	0.75783910 	0.17826634 	0.90673008 	0.53179150 	0.43603587 	0.27778705 	0.81451521 	0.47097284 	
         541 	0.67550645 	0.13743521 	0.76090615 	0.62823488 	0.00775880 	0.13861817 	0.01399652 	0.68610569 	0.46411205 	0.48815440 	0.48528332 	0.85412362 	0.93158585 	0.38453378 	0.77644038 	0.15114532 	0.82993384 	0.29550436 	0.90190211 	0.01622321 	0.97818788 	0.04463085 	0.39913675 	0.20154805 	
         542 	0.22967863 	0.56500034 	0.17714538 	0.90711333 	0.45178098 	0.49137258 	0.35799307 	0.24486459 	0.61868543 	0.36233186 	0.14667289 	0.64040256 	0.31475819 	0.74414849 	0.78450572 	0.24272190 	0.82324485 	0.37033032 	0.95863049 	0.81771284 	0.93690452 	0.13398565 	0.33290468 	0.31297149 	
         543 	0.12759394 	0.19459218 	0.63189083 	0.46505241 	0.92989792 	0.59610100 	0.03334665 	0.73739180 	0.58594355 	0.83404443 	0.19508120 	0.87923311 	0.03170572 	0.53986898 	0.68424885 	0.68922751 	0.36548020 	0.08698758 	0.89407818 	0.73966192 	0.95171546 	0.30506432 	0.06364100 	0.42252042 	
         544 	0.87729878 	0.17094542 	0.73122532 	0.21879601 	0.77521843 	0.52099025 	0.50223617 	0.67905296 	0.32876586 	0.23930164 	0.14637789 	0.77447711 	0.19023938 	0.12206215 	0.83290126 	0.58833654 	0.79505887 	0.23064803 	0.96038430 	0.81157486 	0.84868572 	0.23512858 	0.10914551 	0.27137856 	
         545 	0.84800324 	0.40195905 	0.24884327 	0.04840844 	0.27631791 	0.40058911 	0.08818959 	0.34764147 	0.08500758 	0.19486530 	0.78436869 	0.54607935 	0.22029366 	0.54940629 	0.93298824 	0.08613316 	0.48442106 	0.13609570 	0.30712128 	0.31745879 	0.90688962 	0.49140144 	0.05602197 	0.74279677 	
         546 	0.85337490 	0.62370450 	0.34187831 	0.85016053 	0.06421724 	0.39243734 	0.47415066 	0.59194793 	0.20034613 	0.13941116 	0.53589245 	0.76632093 	0.85924960 	0.14683471 	0.82547773 	0.59556264 	0.36925719 	0.00529941 	0.09033974 	0.62611269 	0.88903610 	0.57381379 	0.70026135 	0.33553390 	
         547 	0.17684106 	0.79331988 	0.55619941 	0.05972564 	0.73080871 	0.72371918 	0.39155548 	0.72777132 	0.32374636 	0.08436596 	0.26020283 	0.32602043 	0.17540854 	0.36161768 	0.79218087 	0.11042537 	0.30172405 	0.44591753 	0.04153924 	0.39377473 	0.75185120 	0.54025078 	0.00981120 	0.07273906 	
         548 	0.21459948 	0.77637915 	0.85646169 	0.69348395 	0.08866045 	0.47939830 	0.43271907 	0.81648707 	0.24502073 	0.07920051 	0.74246579 	0.04494675 	0.15054386 	0.86744903 	0.70791563 	0.06148338 	0.68701435 	0.38631970 	0.32860903 	0.30338206 	0.67931289 	0.80107241 	0.20540818 	0.43503278 	
         549 	0.64155784 	0.48824181 	0.73283420 	0.29635574 	0.10601032 	0.73571280 	0.04660642 	0.94705919 	0.78129924 	0.29968904 	0.55025627 	0.25220638 	0.27358519 	0.42452639 	0.49210147 	0.55952717 	0.67234080 	0.40963123 	0.52734465 	0.28370250 	0.95056772 	0.81197824 	0.02906814 	0.53219719 	
         550 	0.07499241 	0.35276234 	0.26354577 	0.12959985 	0.03463950 	0.03495701 	0.30789164 	0.95877055 	0.87009180 	0.00349946 	0.79168809 	0.23055296 	0.34304237 	0.23787563 	0.80211234 	0.86661452 	0.52033711 	0.05055105 	0.60382635 	0.08634350 	0.94374898 	0.20028485 	0.47722328 	0.76047937 	
         551 	0.09897555 	0.92386564 	0.20537825 	0.52616003 	0.33556337 	0.26699138 	0.32295751 	0.64472862 	0.59674843 	0.53178057 	0.52626188 	0.91999734 	0.41256672 	0.16711541 	0.33729396 	0.79204852 	0.08893227 	0.15691268 	0.34282920 	0.47079622 	0.97513687 	0.28822955 	0.19507870 	0.90461175 	
         552 	0.05343132 	0.21894944 	0.79136293 	0.45183339 	0.44232694 	0.19905577 	0.84322223 	0.33825599 	0.41299743 	0.59946357 	0.52747850 	0.89402372 	0.37160745 	0.28710962 	0.43748264 	0.37756414 	0.33202363 	0.25797357 	0.27500927 	0.03983091 	0.65327018 	0.60650925 	0.10373604 	0.85806030 	
         553 	0.17130182 	0.47628147 	0.63158879 	0.15376175 	0.90272083 	0.26775194 	0.90101079 	0.60984501 	0.38950546 	0.41398323 	0.81610611 	0.86787039 	0.47239384 	0.80941573 	0.07893090 	0.53060133 	0.36647044 	0.68080480 	0.23453669 	0.20317160 	0.57313663 	0.08933089 	0.01620782 	0.90076407 	
         554 	0.90763930 	0.37535948 	0.59918629 	0.74183273 	0.48918872 	0.43115972 	0.58879093 	0.69920106 	0.30175644 	0.13010685 	0.83824255 	0.25580716 	0.91301368 	0.86158957 	0.19777113 	0.55800140 	0.40746966 	0.76247462 	0.13220217 	0.37190888 	0.08790411 	0.00270113 	0.02930571 	0.93273004 	
         555 	0.91064437 	0.25808756 	0.69761672 	0.45842560 	0.25434712 	0.15310130 	0.40528767 	0.07405759 	0.51124178 	0.24043116 	0.78654914 	0.74501115 	0.83510618 	0.17006806 	0.66644288 	0.09251198 	0.43453730 	0.86224833 	0.82739292 	0.57480590 	0.16174526 	0.37048454 	0.02038101 	0.68290182 	
         556 	0.96925328 	0.21795639 	0.31372502 	0.11649143 	0.21719664 	0.07501942 	0.53435359 	0.15638928 	0.66115296 	0.38624245 	0.53042655 	0.79768980 	0.65595133 	0.53254607 	0.22359379 	0.15873558 	0.14225886 	0.24840967 	0.65491624 	0.88065658 	0.33710757 	0.75944312 	0.03431732 	0.52533983 	
         557 	0.79033533 	0.45221697 	0.47514122 	0.30920880 	0.58849571 	0.39181138 	0.22126775 	0.33752752 	0.31547915 	0.56272785 	0.67344348 	0.70053688 	0.80931589 	0.07166723 	0.22357534 	0.32581963 	0.43589169 	0.07806553 	0.96851669 	0.96560725 	0.04177212 	0.49513531 	0.33192542 	0.43314918 	
         558 	0.49700563 	0.61715642 	0.57807302 	0.74532545 	0.48518350 	0.68219094 	0.43094221 	0.10615755 	0.75272911 	0.20519453 	0.80041429 	0.69663986 	0.80834032 	0.06149147 	0.67766963 	0.74422036 	0.31147607 	0.91158284 	0.93565753 	0.90609554 	0.23315094 	0.02235168 	0.10005028 	0.60152444 	
         559 	0.34036775 	0.88705574 	0.48514233 	0.93169005 	0.45301797 	0.48575639 	0.07445240 	0.43956886 	0.43586406 	0.75413688 	0.75009541 	0.60755522 	0.79196194 	0.62189480 	0.27200645 	0.12899003 	0.54747976 	0.94774374 	0.95349931 	0.12296424 	0.77678582 	0.06949679 	0.66581768 	0.74502063 	
         560 	0.35354895 	0.73892317 	0.75997889 	0.89256662 	0.32049447 	0.03139686 	0.33664917 	0.66407316 	0.02120126 	0.35559055 	0.12390484 	0.13209740 	0.89496265 	0.93991761 	0.44867322 	0.03863242 	0.25134346 	0.91000350 	0.72883083 	0.23565178 	0.90682596 	0.39065828 	0.25699355 	0.10598739 	
         561 	0.93700248 	0.60770665 	0.50435932 	0.93534751 	0.01489592 	0.46541506 	0.12310541 	0.39510197 	0.03774513 	0.49545106 	0.20547725 	0.10281246 	0.69858917 	0.24425667 	0.05330043 	0.48732138 	0.55655262 	0.54313393 	0.08626684 	0.30661652 	0.74374443 	0.41749361 	0.01885463 	0.29864062 	
         562 	0.89308209 	0.75434422 	0.58952942 	0.90558085 	0.45844687 	0.79746156 	0.84181549 	0.52987306 	0.61626207 	0.04625280 	0.37509120 	0.62075085 	0.28969293 	0.22630614 	0.23133948 	0.22783044 	0.55683151 	0.36966970 	0.59227212 	0.84197587 	0.89539287 	0.65083837 	0.35594113 	0.65552246 	
         563 	0.23250159 	0.80461835 	0.08646097 	0.77799721 	0.45028550 	0.24820384 	0.84532691 	0.67969321 	0.28916374 	0.07373671 	0.71147452 	0.07728024 	0.72531424 	0.87179331 	0.15517935 	0.58329781 	0.76189834 	0.15806297 	0.54688704 	0.94700020 	0.83442971 	0.61599969 	0.21976786 	0.13172930 	
         564 	0.06818731 	0.34007489 	0.44593901 	0.32588209 	0.08399005 	0.30036198 	0.70064285 	0.34240379 	0.41279860 	0.56726359 	0.40684374 	0.47508529 	0.54330314 	0.89320014 	0.48185373 	0.42844957 	0.93472280 	0.41837059 	0.46143718 	0.95221433 	0.08565932 	0.28006663 	0.68222055 	0.52629457 	
         565 	0.29791942 	0.80537329 	0.15312384 	0.71841071 	0.03138899 	0.12835200 	0.56674583 	0.72976533 	0.01665058 	0.20469373 	0.65214663 	0.10416500 	0.65006600 	0.48129456 	0.57978113 	0.40012397 	0.43723463 	0.62878591 	0.30352151 	0.99369411 	0.00341077 	0.52212622 	0.79174435 	0.68347032 	
         566 	0.31475516 	0.72481433 	0.54265663 	0.36966568 	0.21626426 	0.35084454 	0.47956670 	0.50563552 	0.09680787 	0.81165078 	0.26559634 	0.65058478 	0.59207580 	0.40041099 	0.29287502 	0.07863806 	0.27690532 	0.49006705 	0.17228383 	0.99102506 	0.07476487 	0.55374712 	0.00806957 	0.90425914 	
         567 	0.29160306 	0.88406449 	0.86824101 	0.59284914 	0.09437990 	0.58342433 	0.24613879 	0.31505448 	0.88458752 	0.65118418 	0.22702164 	0.11888625 	0.18377489 	0.02685714 	0.64595355 	0.41650173 	0.21040606 	0.81824048 	0.14524216 	0.99478415 	0.77564863 	0.59832976 	0.07816865 	0.28174800 	
         568 	0.06223088 	0.64713524 	0.85965022 	0.05652580 	0.53156399 	0.87638917 	0.10401331 	0.47001149 	0.90646355 	0.16984988 	0.85246911 	0.02062083 	0.50823004 	0.30696641 	0.55240653 	0.26158659 	0.53999831 	0.26686943 	0.48293168 	0.96347343 	0.76864000 	0.50986425 	0.20817980 	0.87075793 	
         569 	0.71538097 	0.69138711 	0.28713358 	0.48917884 	0.70199419 	0.69309425 	0.71518853 	0.68555533 	0.85071075 	0.60720630 	0.95549114 	0.39693272 	0.46965420 	0.24664316 	0.76797650 	0.43873928 	0.87312931 	0.52901792 	0.01259719 	0.82234015 	0.72373906 	0.42566600 	0.81835555 	0.56854562 	
         570 	0.29418885 	0.28344621 	0.53946644 	0.07669024 	0.03409861 	0.55553273 	0.30263864 	0.02698657 	0.68859708 	0.25711373 	0.96200454 	0.46896199 	0.12450176 	0.20118603 	0.92135302 	0.13782153 	0.72624747 	0.50157841 	0.07617824 	0.58231557 	0.79349058 	0.07950124 	0.46841013 	0.85958351 	
         571 	0.41918242 	0.04085251 	0.72788069 	0.64742705 	0.14326482 	0.05423434 	0.02104536 	0.22600912 	0.55369336 	0.58918650 	0.79190619 	0.06447103 	0.70424774 	0.17860198 	0.33255358 	0.09067734 	0.08535594 	0.80278108 	0.37755983 	0.75209026 	0.92987269 	0.05796144 	0.33027286 	0.21680935 	
         572 	0.03336303 	0.52961245 	0.06894928 	0.58059081 	0.69965759 	0.79241529 	0.43644243 	0.44485313 	0.16235544 	0.61753484 	0.81929414 	0.74596802 	0.72699795 	0.41513512 	0.09818845 	0.50458236 	0.56505981 	0.78270234 	0.38810771 	0.90307006 	0.85492874 	0.22332885 	0.88834734 	0.30194414 	
         573 	0.27286202 	0.29637967 	0.69272763 	0.21351635 	0.54812446 	0.73433274 	0.17390315 	0.24582100 	0.56031888 	0.13622960 	0.80255518 	0.09552327 	0.37370250 	0.07781782 	0.20349166 	0.43533543 	0.21496014 	0.33979545 	0.86025099 	0.62945305 	0.81335161 	0.07826307 	0.86781728 	0.63803809 	
         574 	0.53237049 	0.90063345 	0.18979520 	0.34739809 	0.33850999 	0.74671952 	0.72118432 	0.27781548 	0.77195432 	0.47751881 	0.80185472 	0.10544906 	0.44664838 	0.31403911 	0.67276735 	0.14537029 	0.16896003 	0.24890185 	0.94465006 	0.56621173 	0.48481865 	0.64161972 	0.92500239 	0.65306841 	
         575 	0.63856496 	0.85275826 	0.57101787 	0.74425306 	0.06239753 	0.81077410 	0.82472971 	0.80887740 	0.28505523 	0.55300814 	0.88053220 	0.25789064 	0.23277341 	0.38542918 	0.17462196 	0.22137627 	0.35214517 	0.75065663 	0.96404161 	0.36109740 	0.23273301 	0.90130399 	0.68523881 	0.53102821 	
         576 	0.50848394 	0.79076931 	0.76390832 	0.31479132 	0.54847972 	0.80074233 	0.89978199 	0.44591957 	0.51416025 	0.31935018 	0.14925549 	0.55909243 	0.48631718 	0.69782768 	0.40151557 	0.30573350 	0.47746186 	0.93779546 	0.98024493 	0.57098115 	0.23927195 	0.39393066 	0.06008810 	0.46421182 	
         577 	0.18512825 	0.73979321 	0.58527965 	0.03898231 	0.23381252 	0.54662437 	0.44067409 	0.34105528 	0.38084799 	0.30566176 	0.40917696 	0.17048971 	0.69048143 	0.92403433 	0.31433038 	0.09000183 	0.56187197 	0.95014205 	0.97549040 	0.04134760 	0.00841306 	0.12085725 	0.56336291 	0.06197562 	
         578 	0.03855604 	0.46991756 	0.15066866 	0.71474753 	0.44033499 	0.04169462 	0.49850464 	0.28906938 	0.68616555 	0.37797450 	0.16901123 	0.79147502 	0.68648328 	0.96972325 	0.50239310 	0.19177148 	0.60414521 	0.90364436 	0.97634180 	0.60632125 	0.15463849 	0.53472191 	0.63626368 	0.38800613 	
         579 	0.13892155 	0.14404724 	0.51053117 	0.28677684 	0.70105592 	0.10547424 	0.35677203 	0.42586155 	0.75088013 	0.62849113 	0.84588338 	0.90733274 	0.25033842 	0.95643069 	0.27555924 	0.16486440 	0.29012328 	0.80483925 	0.98073432 	0.12311915 	0.25101346 	0.44613610 	0.56504708 	0.69059982 	
         580 	0.29178009 	0.03072439 	0.47435919 	0.60381520 	0.96432527 	0.39107894 	0.39307938 	0.55433784 	0.46380929 	0.66570534 	0.81608090 	0.82409031 	0.12589222 	0.94910074 	0.23248999 	0.58336145 	0.48157951 	0.90328238 	0.99059047 	0.56554101 	0.67333881 	0.81011793 	0.70020873 	0.47491237 	
         581 	0.76640145 	0.10780740 	0.82356546 	0.21057740 	0.92489756 	0.02117015 	0.11117424 	0.24014205 	0.24113044 	0.03837183 	0.21092677 	0.33362576 	0.19556029 	0.96719517 	0.23977543 	0.34471788 	0.56108705 	0.96869980 	0.98756988 	0.23786415 	0.64385508 	0.89931904 	0.08658508 	0.61891236 	
         582 	0.72291898 	0.10163348 	0.28663546 	0.54549327 	0.52762013 	0.59978450 	0.66108553 	0.22698084 	0.09816524 	0.22783746 	0.19982165 	0.08842875 	0.09650305 	0.84451294 	0.30773108 	0.98832991 	0.59951502 	0.98605165 	0.97982790 	0.26850221 	0.62444544 	0.81765976 	0.50301775 	0.24508437 	
         583 	0.59925857 	0.78470097 	0.06711551 	0.17930007 	0.94375922 	0.78404924 	0.76196976 	0.20864677 	0.36933001 	0.12736137 	0.08694398 	0.15986518 	0.59851327 	0.15597626 	0.46878155 	0.97574502 	0.35419273 	0.96893408 	0.98318178 	0.08417470 	0.72392455 	0.01902990 	0.67682019 	0.77986681 	
         584 	0.42844552 	0.16465111 	0.17551272 	0.24048563 	0.94977615 	0.89445617 	0.67368610 	0.19684291 	0.30532684 	0.09900406 	0.01051675 	0.06240157 	0.66812787 	0.65148095 	0.71936534 	0.96833002 	0.72043707 	0.87311668 	0.89034458 	0.24582461 	0.22289656 	0.35344059 	0.58884946 	0.93807925 	
         585 	0.07616562 	0.65093751 	0.30675648 	0.67577123 	0.38079909 	0.59259905 	0.64924168 	0.20612649 	0.04808136 	0.66979066 	0.14428069 	0.25338755 	0.33265626 	0.05746320 	0.26928071 	0.82395179 	0.97825676 	0.95284378 	0.93363390 	0.07529783 	0.50419976 	0.28251333 	0.67541200 	0.85872491 	
         586 	0.13676627 	0.51063626 	0.58323358 	0.81214389 	0.50323595 	0.13028343 	0.80527392 	0.30140797 	0.57554391 	0.75714866 	0.38534897 	0.21507138 	0.25163078 	0.72099804 	0.23380941 	0.88522174 	0.99429822 	0.92275497 	0.88945304 	0.53632060 	0.73409735 	0.33065038 	0.61808153 	0.92837041 	
         587 	0.21244819 	0.23386855 	0.14164442 	0.61597131 	0.66549271 	0.65555375 	0.87415077 	0.40607538 	0.87553530 	0.04005852 	0.77901780 	0.33377311 	0.36301353 	0.60650875 	0.24004994 	0.80783029 	0.98729971 	0.94717961 	0.79439459 	0.04997173 	0.25475676 	0.79981586 	0.69019648 	0.93538657 	
         588 	0.02855807 	0.15888871 	0.57420441 	0.36193633 	0.94774572 	0.92996512 	0.63308039 	0.29190465 	0.92408039 	0.31576027 	0.73663002 	0.27806327 	0.02139070 	0.16453014 	0.02558561 	0.29964521 	0.94577988 	0.95322645 	0.74041746 	0.60978389 	0.41257438 	0.95035490 	0.94297227 	0.85448053 	
         589 	0.50555226 	0.21260434 	0.93591483 	0.03278402 	0.30937464 	0.65769252 	0.77345459 	0.36372088 	0.69860325 	0.30342672 	0.74082610 	0.01291862 	0.49744713 	0.78433005 	0.04285357 	0.24395622 	0.85196700 	0.95514149 	0.22103118 	0.58170682 	0.48378340 	0.66315463 	0.94211793 	0.89790091 	
         590 	0.54915957 	0.29118144 	0.83381230 	0.46978052 	0.54089879 	0.80973970 	0.20817420 	0.03631436 	0.54955571 	0.16516002 	0.25450144 	0.19960214 	0.67170571 	0.41711646 	0.42949598 	0.74154039 	0.24590567 	0.87322914 	0.17852047 	0.79479216 	0.72163351 	0.21644826 	0.98961105 	0.83334233 	
         591 	0.10821918 	0.03441848 	0.91079255 	0.88435333 	0.83630941 	0.22439796 	0.13978399 	0.22599261 	0.42129938 	0.70945003 	0.26395498 	0.52115261 	0.67758528 	0.87119845 	0.53128905 	0.58082162 	0.18959857 	0.95552860 	0.07707781 	0.96987071 	0.32063955 	0.07647907 	0.89990482 	0.06760524 	
         592 	0.65455147 	0.36168843 	0.64185961 	0.90735686 	0.87422098 	0.53853260 	0.05984857 	0.24149742 	0.73985764 	0.83237093 	0.16124728 	0.91531040 	0.50387455 	0.77636427 	0.17342687 	0.00277456 	0.36393948 	0.91309427 	0.50594719 	0.85515350 	0.39130772 	0.09820955 	0.93307553 	0.52701077 	
         593 	0.31195672 	0.29633006 	0.33885030 	0.94056051 	0.91972216 	0.03192887 	0.68071235 	0.13833022 	0.51339812 	0.96266318 	0.55092341 	0.84056129 	0.14291293 	0.49463948 	0.78303765 	0.36890935 	0.48864197 	0.90430184 	0.26951934 	0.24163809 	0.20891411 	0.12274432 	0.84149717 	0.41822626 	
         594 	0.00526578 	0.83157106 	0.19134273 	0.85336433 	0.88010201 	0.09368195 	0.78222567 	0.56150065 	0.79146736 	0.84738119 	0.68248390 	0.90381901 	0.54258565 	0.38437332 	0.96534847 	0.54339605 	0.76925311 	0.73409155 	0.42989787 	0.52171955 	0.65111836 	0.07476430 	0.94864885 	0.64889995 	
         595 	0.14803157 	0.22825827 	0.05854791 	0.63949798 	0.96480259 	0.81542303 	0.92854333 	0.26698298 	0.77029465 	0.53040637 	0.88631731 	0.82310595 	0.25989702 	0.57303559 	0.95147133 	0.44328485 	0.74785387 	0.86975581 	0.88727892 	0.44774090 	0.14074473 	0.35642359 	0.97324681 	0.61146271 	
         596 	0.07886515 	0.47619779 	0.46953165 	0.39947388 	0.90073614 	0.62305389 	0.82356160 	0.14150598 	0.77644552 	0.54539246 	0.30234319 	0.94420449 	0.36387284 	0.80758145 	0.85146738 	0.42398004 	0.25548336 	0.98188631 	0.97355037 	0.20143609 	0.20421585 	0.15683017 	0.99009641 	0.50006135 	
         597 	0.33272319 	0.28251422 	0.13799736 	0.72332006 	0.96973025 	0.09558981 	0.93055836 	0.04060174 	0.16805988 	0.29281322 	0.53292444 	0.98050401 	0.21264146 	0.80736512 	0.93562312 	0.21793890 	0.23301791 	0.97420583 	0.96825050 	0.74688806 	0.12579320 	0.30215459 	0.99800055 	0.11789722 	
         598 	0.04076917 	0.33659882 	0.57846242 	0.82221596 	0.96806565 	0.92207168 	0.84767288 	0.44307713 	0.44620103 	0.00476491 	0.63381252 	0.98425358 	0.49012102 	0.78224165 	0.81620162 	0.23857044 	0.32600495 	0.79883210 	0.85855653 	0.88604802 	0.63331822 	0.44311232 	0.99654979 	0.29261120 	
         599 	0.13193416 	0.26844961 	0.29715888 	0.68738597 	0.94186343 	0.94719220 	0.70126202 	0.11262898 	0.69578941 	0.25155634 	0.62172205 	0.98911884 	0.70999929 	0.61829938 	0.87729240 	0.12212305 	0.79210911 	0.45277420 	0.93063227 	0.99420941 	0.32262392 	0.25851655 	0.90792392 	0.30300057 	
         600 	0.61929517 	0.08333848 	0.06398687 	0.49352358 	0.90856383 	0.74661098 	0.33292539 	0.18891077 	0.58242469 	0.81983735 	0.67085557 	0.90076594 	0.79979907 	0.60729847 	0.29901749 	0.65631655 	0.91285868 	0.28940571 	0.62195659 	0.99243413 	0.82562450 	0.72898204 	0.89077043 	0.29031005 	
         601 	0.48846126 	0.24347506 	0.40059251 	0.69826538 	0.95882860 	0.94650038 	0.18982509 	0.10773327 	0.44081757 	0.56973829 	0.58973674 	0.89837300 	0.32255521 	0.70948019 	0.28418076 	0.49596763 	0.61819682 	0.19913718 	0.44172090 	0.87625085 	0.77822893 	0.87120161 	0.94799020 	0.40769589 	
         602 	0.21438138 	0.38824334 	0.28229116 	0.60652254 	0.95901196 	0.36805196 	0.38141242 	0.13975132 	0.51817424 	0.87641990 	0.68068335 	0.77732103 	0.59602761 	0.62650963 	0.66531624 	0.04206150 	0.53283578 	0.36307891 	0.19749177 	0.31768861 	0.63018986 	0.43730733 	0.12670440 	0.06437472 	
         603 	0.44154737 	0.76738352 	0.36516169 	0.70327309 	0.90145841 	0.35735068 	0.06453538 	0.29364428 	0.94265001 	0.82625946 	0.78450367 	0.73086677 	0.00801510 	0.04981218 	0.65475731 	0.07499345 	0.69192585 	0.60863839 	0.58797255 	0.45839883 	0.50772708 	0.10213068 	0.10821709 	0.12199679 	
         604 	0.07562691 	0.76237527 	0.45710863 	0.32354453 	0.34521302 	0.07193030 	0.68840078 	0.29817191 	0.89248726 	0.72848253 	0.89633232 	0.47699890 	0.68317546 	0.02212168 	0.21401630 	0.85960704 	0.41929586 	0.68760663 	0.12369851 	0.02031526 	0.15980604 	0.29076538 	0.49594241 	0.45117051 	
         605 	0.25705434 	0.22305576 	0.68955481 	0.67624049 	0.39574264 	0.57066738 	0.90823271 	0.30547172 	0.24932104 	0.17998614 	0.14393435 	0.67843363 	0.53627367 	0.26243040 	0.08186121 	0.65941393 	0.45857972 	0.14922584 	0.81960360 	0.41129992 	0.81805307 	0.28601534 	0.15534080 	0.46653603 	
         606 	0.32888362 	0.29274857 	0.70386446 	0.64548629 	0.83465658 	0.56979045 	0.85627703 	0.06112327 	0.28110410 	0.61582346 	0.69970932 	0.16281589 	0.28212967 	0.22882987 	0.69551395 	0.94561740 	0.68894329 	0.22331976 	0.35400566 	0.44372100 	0.50898773 	0.00757068 	0.35186628 	0.81865358 	
         607 	0.50686342 	0.07835748 	0.76183935 	0.68583034 	0.91171543 	0.19378895 	0.71239119 	0.66181301 	0.06345506 	0.90109583 	0.74450015 	0.25990211 	0.54180972 	0.60803892 	0.57590969 	0.98337869 	0.26665138 	0.02296475 	0.14546821 	0.00247334 	0.65367892 	0.37660289 	0.67004384 	0.36401150 	
         608 	0.73247627 	0.67922686 	0.72326711 	0.11640049 	0.82572649 	0.72556383 	0.17988845 	0.45773052 	0.31140122 	0.92405487 	0.72898687 	0.31907999 	0.68663205 	0.24989252 	0.97524271 	0.98028178 	0.54645669 	0.02697383 	0.57022983 	0.51670053 	0.32680999 	0.12041533 	0.07012025 	0.04334549 	
         609 	0.55981616 	0.74661100 	0.14554737 	0.75483978 	0.55890410 	0.36913055 	0.45516067 	0.86491727 	0.34888926 	0.95914579 	0.46722761 	0.91053613 	0.45670436 	0.47681234 	0.98814706 	0.99445975 	0.73571048 	0.03058866 	0.03061792 	0.25274407 	0.54892474 	0.52086890 	0.76164633 	0.51876406 	
         610 	0.38522618 	0.41603020 	0.51339106 	0.51437993 	0.83548607 	0.47528873 	0.52473672 	0.84839210 	0.65958449 	0.88591219 	0.50536739 	0.33999257 	0.12666988 	0.72088511 	0.90427707 	0.99587172 	0.55323078 	0.38491194 	0.15082357 	0.16015377 	0.79851327 	0.01821620 	0.44226151 	0.77968591 	
         611 	0.13895014 	0.61852144 	0.83473428 	0.31708206 	0.73892992 	0.91381194 	0.18917746 	0.74283048 	0.31006768 	0.85357485 	0.51962299 	0.21229488 	0.49920158 	0.72768289 	0.98383129 	0.98544121 	0.33119219 	0.07283999 	0.33725693 	0.90368751 	0.81842921 	0.09784473 	0.64952054 	0.06619295 	
         612 	0.39632301 	0.65974811 	0.37975503 	0.07564496 	0.79092090 	0.63188576 	0.23293486 	0.80990361 	0.60440140 	0.95390184 	0.40241809 	0.45616955 	0.47972161 	0.54141819 	0.98826806 	0.97737649 	0.75631694 	0.21517690 	0.50305444 	0.87379208 	0.53998992 	0.14811750 	0.61757573 	0.80948755 	
         613 	0.78843569 	0.05296493 	0.09245966 	0.74541892 	0.81180292 	0.41763316 	0.35379659 	0.87230242 	0.43207607 	0.96944923 	0.51149770 	0.21186227 	0.17219487 	0.17922859 	0.97986186 	0.94500564 	0.70298408 	0.35150510 	0.16445597 	0.62316316 	0.27395864 	0.69781461 	0.78362446 	0.76648918 	
         614 	0.00318984 	0.21075899 	0.20366841 	0.60106510 	0.91606509 	0.02577890 	0.56690146 	0.96634387 	0.03752555 	0.81946639 	0.61052992 	0.20709366 	0.59426747 	0.62154760 	0.94119271 	0.79995584 	0.84075232 	0.17990006 	0.53055245 	0.63837100 	0.01053645 	0.70087373 	0.30261266 	0.71322739 	
         615 	0.16894905 	0.22369711 	0.40073736 	0.71326960 	0.48256706 	0.19716162 	0.80040240 	0.96102062 	0.49484677 	0.30197390 	0.12404744 	0.01840634 	0.53325661 	0.89023751 	0.94088514 	0.89851287 	0.28067874 	0.74836809 	0.61138507 	0.84308346 	0.58500758 	0.59489453 	0.85819389 	0.27103775 	
         616 	0.44003413 	0.30792925 	0.38683932 	0.36714149 	0.38196781 	0.51941497 	0.05703805 	0.70486542 	0.04961679 	0.75844597 	0.11899242 	0.51604590 	0.00536327 	0.90641492 	0.71037401 	0.85220845 	0.41449328 	0.43799300 	0.64927410 	0.30891109 	0.20074718 	0.83489366 	0.79945683 	0.04382542 	
