#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:46:41]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	luvian   	hittite   	oldirish   	welsh   	umbrian   	latin   	oscan   	oldhighgerman   	gothic   	oldenglish   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	oldpersian   	vedic   	avestan   	tocharian_a   	tocharian_b   	albanian   	greek   	]
          23 	0.42445725 	0.92592319 	0.73891122 	0.69819779 	0.13421873 	0.38950904 	0.69176436 	0.92452563 	0.22961781 	0.19499110 	0.26853700 	0.89382861 	0.78097465 	0.01308583 	0.88569567 	0.97592041 	0.60701368 	0.81158814 	0.20781887 	0.85730449 	0.72747331 	0.55255378 	0.74363765 	0.45104580 	
          24 	0.23041680 	0.69008302 	0.19668993 	0.65117676 	0.61436260 	0.51457297 	0.88636572 	0.77332118 	0.56624816 	0.26709332 	0.65906115 	0.73807030 	0.64963065 	0.51528151 	0.92840126 	0.85170168 	0.76669482 	0.68976877 	0.06590848 	0.87554778 	0.03553139 	0.37883608 	0.86801481 	0.90252158 	
          25 	0.67129180 	0.80705389 	0.39178027 	0.10511336 	0.57839310 	0.72329104 	0.94169717 	0.58564167 	0.17929611 	0.07692437 	0.20439091 	0.39913957 	0.16610051 	0.40963086 	0.88118064 	0.24927270 	0.34977983 	0.33611140 	0.33518721 	0.89436065 	0.51499172 	0.11532518 	0.34110959 	0.95414191 	
          26 	0.87190953 	0.89303047 	0.52515797 	0.30855283 	0.89211547 	0.40608989 	0.63538262 	0.03834222 	0.62441443 	0.34415259 	0.30492010 	0.23263190 	0.49308627 	0.10161870 	0.60182044 	0.63149185 	0.03855599 	0.38108802 	0.79095074 	0.79757564 	0.23856718 	0.58628994 	0.50008295 	0.96970655 	
          27 	0.97305243 	0.73268736 	0.63399058 	0.77015169 	0.91868590 	0.25945221 	0.13689978 	0.37937081 	0.69227739 	0.25513367 	0.26473738 	0.45460351 	0.10830092 	0.29485009 	0.06888767 	0.79579976 	0.03662492 	0.64330298 	0.68043226 	0.50815855 	0.05533696 	0.74484212 	0.05723704 	0.94760075 	
          28 	0.93811239 	0.80292335 	0.88386548 	0.32421240 	0.80254382 	0.82204381 	0.38242374 	0.73545565 	0.23944677 	0.01416047 	0.60267585 	0.49689699 	0.76227327 	0.00214282 	0.03885458 	0.89920047 	0.80467290 	0.79043391 	0.69481717 	0.21312277 	0.78252392 	0.54911029 	0.58658452 	0.94450703 	
          29 	0.83405702 	0.40701357 	0.84991923 	0.10991662 	0.53175237 	0.86043116 	0.12542894 	0.43964374 	0.30201358 	0.37099179 	0.61934374 	0.47441180 	0.11767266 	0.18999772 	0.56326563 	0.75716039 	0.34953464 	0.07510159 	0.12371129 	0.00000753 	0.45019395 	0.51470682 	0.53899666 	0.85602526 	
          30 	0.14507797 	0.51873930 	0.83064539 	0.29042521 	0.28052258 	0.33900462 	0.52954517 	0.33010369 	0.31018957 	0.71710986 	0.58921437 	0.82855776 	0.02778758 	0.28676308 	0.14031919 	0.56615264 	0.71774517 	0.16675366 	0.19026225 	0.20917311 	0.73258366 	0.23810269 	0.54337687 	0.84614033 	
          31 	0.51636470 	0.44502684 	0.75488526 	0.42942374 	0.26105014 	0.48179346 	0.82784458 	0.47381103 	0.03470541 	0.69437310 	0.28580369 	0.55810214 	0.45584493 	0.71978719 	0.17615938 	0.33255681 	0.03089146 	0.82797679 	0.29060273 	0.72213753 	0.69131351 	0.39203103 	0.21028287 	0.08411002 	
          32 	0.40446609 	0.10427262 	0.37763999 	0.33947540 	0.25036142 	0.44162615 	0.84779533 	0.26636036 	0.55912299 	0.85292070 	0.02843853 	0.80141834 	0.36779682 	0.66879368 	0.29961305 	0.24316608 	0.67960555 	0.86977071 	0.17726478 	0.48080407 	0.15255087 	0.27830724 	0.14275872 	0.16839633 	
          33 	0.53586165 	0.66911733 	0.47964200 	0.26899250 	0.65381974 	0.73806536 	0.98719871 	0.40311931 	0.85473391 	0.75840937 	0.00581646 	0.63492757 	0.35166417 	0.14092115 	0.36715892 	0.57074698 	0.60778316 	0.79217380 	0.25409085 	0.25644940 	0.24556040 	0.67772404 	0.35052175 	0.23407174 	
          34 	0.29291652 	0.74783441 	0.33675258 	0.26334632 	0.79641312 	0.74701950 	0.99567235 	0.42521517 	0.90708657 	0.27312291 	0.68020496 	0.02444542 	0.74315854 	0.43211191 	0.43906533 	0.23716362 	0.56659625 	0.65857424 	0.51737605 	0.72631365 	0.06023505 	0.55808608 	0.11622782 	0.57678833 	
          35 	0.45553254 	0.47240277 	0.45699807 	0.48772267 	0.62238425 	0.92461381 	0.99084622 	0.19087836 	0.84899636 	0.43830090 	0.17154645 	0.23836354 	0.83669666 	0.35592489 	0.42815965 	0.36516809 	0.24652630 	0.17533899 	0.65033412 	0.37633653 	0.52113457 	0.43332718 	0.30416147 	0.10109538 	
          36 	0.90073842 	0.44545106 	0.61189042 	0.02652427 	0.77562220 	0.96946262 	0.99006492 	0.52366445 	0.41621243 	0.94507431 	0.59284672 	0.05951741 	0.32205602 	0.53567685 	0.40659592 	0.82379336 	0.13819485 	0.22214003 	0.34999722 	0.47923322 	0.89312296 	0.69416901 	0.36057696 	0.01126323 	
          37 	0.71532882 	0.78743836 	0.51028903 	0.04058466 	0.70905253 	0.93056404 	0.64716225 	0.55852600 	0.39146845 	0.93783763 	0.47888198 	0.84799786 	0.18054452 	0.40273330 	0.20696515 	0.39962535 	0.25610162 	0.58459602 	0.30941909 	0.34331558 	0.90647680 	0.40524854 	0.23321280 	0.76203704 	
          38 	0.54832061 	0.65677290 	0.74956029 	0.54254986 	0.33744982 	0.69642529 	0.21017023 	0.19585236 	0.02510417 	0.98299964 	0.23417343 	0.61094891 	0.51748448 	0.42458295 	0.36732175 	0.33302919 	0.14567841 	0.47454595 	0.14757926 	0.25566391 	0.76234994 	0.51991860 	0.34371846 	0.41488547 	
          39 	0.57799360 	0.76562430 	0.75658901 	0.88946184 	0.48195884 	0.39970958 	0.80558010 	0.48218539 	0.58478106 	0.99674625 	0.15639583 	0.26591120 	0.25247042 	0.49396313 	0.27247875 	0.45876836 	0.50649660 	0.78048796 	0.44378637 	0.06835320 	0.92261281 	0.95741241 	0.30570149 	0.64423881 	
          40 	0.79101729 	0.80050664 	0.58727870 	0.82582927 	0.56178013 	0.27532730 	0.09606800 	0.50975761 	0.43653129 	0.99472105 	0.72881542 	0.01183220 	0.79650441 	0.86605119 	0.41241651 	0.36587344 	0.01775955 	0.95628071 	0.07734251 	0.12540823 	0.96145362 	0.90225220 	0.24699045 	0.50521252 	
          41 	0.65846326 	0.04879443 	0.84189255 	0.82182182 	0.39559761 	0.27044474 	0.16021737 	0.74058427 	0.24932789 	0.99586273 	0.91818719 	0.44077882 	0.27017762 	0.24149073 	0.48336152 	0.37554726 	0.92265451 	0.33075626 	0.42235501 	0.10490980 	0.70146557 	0.86995527 	0.06783582 	0.50501751 	
          42 	0.95495414 	0.28431803 	0.94540785 	0.05937715 	0.01565044 	0.80549650 	0.12459711 	0.57021732 	0.08308097 	0.96669941 	0.34340324 	0.70410886 	0.55825008 	0.09021732 	0.35571122 	0.79391983 	0.96642779 	0.56843810 	0.06964375 	0.12834388 	0.81236163 	0.68030401 	0.34174948 	0.27209275 	
          43 	0.72456294 	0.04487885 	0.51137206 	0.09588011 	0.30104939 	0.87209179 	0.66271714 	0.39062643 	0.19087699 	0.53474841 	0.91468370 	0.52572625 	0.05874356 	0.00319149 	0.60545098 	0.11946328 	0.91208078 	0.60217621 	0.49727422 	0.43344780 	0.61851581 	0.42309735 	0.09711837 	0.69883039 	
          44 	0.27230052 	0.21088591 	0.03932651 	0.41834833 	0.56124639 	0.94817367 	0.61535769 	0.17039515 	0.45651469 	0.70775199 	0.80899099 	0.32065811 	0.22051175 	0.07818697 	0.06892415 	0.48771183 	0.85720018 	0.55772608 	0.59857131 	0.71056748 	0.57653013 	0.21294628 	0.81859554 	0.11103324 	
          45 	0.26412559 	0.83021595 	0.53729380 	0.92052009 	0.13896508 	0.87228966 	0.78111710 	0.43227390 	0.48823722 	0.51230275 	0.77996787 	0.23331028 	0.17966561 	0.61648122 	0.43014492 	0.82787999 	0.71539206 	0.63498512 	0.20931109 	0.64481066 	0.14503370 	0.28067564 	0.88266097 	0.26067235 	
          46 	0.37315205 	0.05713785 	0.22071530 	0.96816055 	0.10769354 	0.70680636 	0.95224265 	0.30866617 	0.37568529 	0.18590509 	0.92136274 	0.19694050 	0.29503521 	0.14704439 	0.63096603 	0.62368242 	0.45125442 	0.07706337 	0.61007564 	0.24959097 	0.25085075 	0.44948663 	0.77011792 	0.48569271 	
          47 	0.21429285 	0.71268703 	0.04336329 	0.92764901 	0.42209696 	0.18923580 	0.52846460 	0.34591524 	0.34115620 	0.48954794 	0.87872694 	0.00914128 	0.89904205 	0.17436844 	0.59133401 	0.85438927 	0.33698177 	0.89881763 	0.47217572 	0.00600459 	0.59634736 	0.53423133 	0.94703821 	0.56035476 	
          48 	0.29712810 	0.33590660 	0.44299751 	0.94922975 	0.46595154 	0.59145120 	0.74392335 	0.23037858 	0.36255125 	0.69908640 	0.94340582 	0.91228955 	0.93338890 	0.50607440 	0.53908373 	0.73656946 	0.43640093 	0.31686801 	0.31694820 	0.35124415 	0.77214990 	0.76057293 	0.94186196 	0.86969833 	
          49 	0.50631698 	0.09260208 	0.25612497 	0.63660537 	0.08359731 	0.60992024 	0.82090637 	0.01476360 	0.38544954 	0.68047476 	0.97771825 	0.48205494 	0.93982273 	0.18153577 	0.57956910 	0.55660552 	0.75652302 	0.27488488 	0.00589092 	0.72192208 	0.03321932 	0.80699233 	0.78094846 	0.67483113 	
          50 	0.32715900 	0.81371324 	0.56450294 	0.61859568 	0.82992129 	0.42838106 	0.30689884 	0.36489682 	0.47762347 	0.87494717 	0.99095246 	0.18063960 	0.92370857 	0.00437490 	0.77649927 	0.80747216 	0.34825895 	0.60369956 	0.11884164 	0.96728878 	0.78042669 	0.45829364 	0.04998495 	0.79838187 	
          51 	0.76757436 	0.65470657 	0.55811622 	0.44134305 	0.27863530 	0.66587300 	0.62878252 	0.65542625 	0.50463187 	0.87896655 	0.98515943 	0.21513068 	0.91559580 	0.13603551 	0.64144095 	0.69411313 	0.48863874 	0.08693599 	0.71204468 	0.97998407 	0.90009546 	0.61760687 	0.05922100 	0.85921081 	
          52 	0.05874892 	0.39252215 	0.67733223 	0.24737690 	0.00421055 	0.18156923 	0.24263926 	0.68116457 	0.42261745 	0.90985741 	0.99447754 	0.68260753 	0.90311112 	0.25549704 	0.85351534 	0.35255985 	0.23338716 	0.24132977 	0.29111134 	0.77421241 	0.78272232 	0.12004166 	0.68814735 	0.15345746 	
          53 	0.50685423 	0.76927896 	0.54416362 	0.04910450 	0.73473031 	0.51900380 	0.56057491 	0.58010204 	0.71752674 	0.73575849 	0.99273275 	0.11713247 	0.31429018 	0.31769627 	0.98283195 	0.76678583 	0.48011721 	0.61254059 	0.18134741 	0.82350379 	0.95897983 	0.26769681 	0.25428931 	0.85535621 	
          54 	0.66057422 	0.52053849 	0.74721004 	0.42931984 	0.77511097 	0.46978367 	0.02399778 	0.47853964 	0.78817580 	0.68461342 	0.95770317 	0.43618982 	0.06368831 	0.25487758 	0.94452053 	0.88954321 	0.75257484 	0.11701356 	0.68511333 	0.43058538 	0.87656007 	0.61094684 	0.81120930 	0.84097645 	
          55 	0.78188867 	0.26677057 	0.56401831 	0.49703470 	0.79439757 	0.23752531 	0.72329118 	0.29744133 	0.82165477 	0.73436373 	0.98505166 	0.83310497 	0.40648367 	0.62849775 	0.94208962 	0.37874977 	0.68432326 	0.10324233 	0.36913876 	0.31333639 	0.87762452 	0.48661735 	0.84827164 	0.70878183 	
          56 	0.93761516 	0.44050600 	0.18536416 	0.84451828 	0.83357585 	0.42783968 	0.20368034 	0.15482572 	0.40291608 	0.58347479 	0.92666092 	0.33996457 	0.72928608 	0.03553626 	0.95892744 	0.67067411 	0.60737959 	0.24710120 	0.24622753 	0.01842602 	0.92216400 	0.42523598 	0.68590067 	0.59678439 	
          57 	0.92115837 	0.44719031 	0.22082143 	0.97211340 	0.61481401 	0.18163427 	0.18552027 	0.37203498 	0.19505017 	0.71274262 	0.30602285 	0.00266003 	0.86540513 	0.07933878 	0.71379092 	0.11064535 	0.33320730 	0.06010404 	0.65121924 	0.07792621 	0.81875790 	0.28444980 	0.86452213 	0.91883273 	
          58 	0.98043848 	0.59082815 	0.53143101 	0.81814601 	0.34546561 	0.14240201 	0.23443558 	0.07462844 	0.40984046 	0.20234882 	0.69188330 	0.28758728 	0.89291728 	0.26575569 	0.68826925 	0.04056828 	0.23005855 	0.12833696 	0.67890085 	0.06932736 	0.81364289 	0.10515485 	0.42318703 	0.88553541 	
          59 	0.99429283 	0.53384198 	0.47298977 	0.88794622 	0.01078639 	0.00420680 	0.34088046 	0.20617086 	0.46251115 	0.44512708 	0.04209436 	0.28061472 	0.80663183 	0.47255948 	0.44266906 	0.28044951 	0.49182466 	0.18780357 	0.68606560 	0.55304695 	0.55259203 	0.02739677 	0.15900991 	0.71275475 	
          60 	0.90984076 	0.69597886 	0.74499685 	0.81915220 	0.27293834 	0.04282922 	0.92184731 	0.40416015 	0.03238683 	0.03919534 	0.19861096 	0.43352592 	0.72120746 	0.17826760 	0.73490466 	0.24805726 	0.03973678 	0.77144111 	0.22563870 	0.56262071 	0.42366560 	0.33357578 	0.29712596 	0.05409142 	
          61 	0.66185681 	0.72715583 	0.55315133 	0.81353163 	0.72575748 	0.38002504 	0.76565505 	0.26674140 	0.59705211 	0.59610289 	0.35981623 	0.29044373 	0.65499932 	0.67477625 	0.24492816 	0.18046700 	0.63667471 	0.83935686 	0.72308172 	0.11712522 	0.26079376 	0.11906563 	0.89351875 	0.32082716 	
          62 	0.88499603 	0.49662347 	0.34929140 	0.86710613 	0.43362689 	0.47924387 	0.56732384 	0.59064764 	0.91712075 	0.44035863 	0.20686439 	0.64029631 	0.90860098 	0.25313858 	0.31982074 	0.11514853 	0.37547053 	0.39702151 	0.79902217 	0.75568169 	0.11138622 	0.37313958 	0.91299315 	0.45395781 	
          63 	0.48184828 	0.75644704 	0.07000640 	0.80242273 	0.09579350 	0.50581024 	0.17165732 	0.89955759 	0.59082669 	0.54425360 	0.57969263 	0.45542644 	0.87552710 	0.18042902 	0.00312230 	0.08319905 	0.74246005 	0.89543725 	0.75463876 	0.64953941 	0.80875810 	0.44744510 	0.09509148 	0.45341749 	
          64 	0.34580507 	0.77115233 	0.14212600 	0.27180105 	0.67787940 	0.20889774 	0.47466697 	0.83635752 	0.65494142 	0.76186724 	0.51391110 	0.67007743 	0.44953482 	0.25598117 	0.02002892 	0.77871748 	0.50244886 	0.78960828 	0.32796005 	0.20340822 	0.14666313 	0.22166239 	0.09304665 	0.33358808 	
          65 	0.83652149 	0.31349969 	0.71255475 	0.07595176 	0.40331796 	0.68099883 	0.44248369 	0.79709376 	0.75992016 	0.80104182 	0.83661106 	0.31689096 	0.42134471 	0.58198532 	0.23421451 	0.44922818 	0.39013697 	0.71973851 	0.36017633 	0.41610869 	0.07715689 	0.83206358 	0.77979678 	0.74723388 	
          66 	0.81841309 	0.06410764 	0.55136246 	0.25462973 	0.22302043 	0.74157723 	0.01593076 	0.62653498 	0.66894514 	0.22478393 	0.77212728 	0.61849114 	0.45221880 	0.11128425 	0.68261975 	0.19697784 	0.18727884 	0.95978942 	0.74509692 	0.51364984 	0.14836273 	0.20044432 	0.30662583 	0.85777772 	
          67 	0.39651374 	0.11054738 	0.14221347 	0.26809087 	0.67991197 	0.58739908 	0.18433233 	0.02489483 	0.32221877 	0.55807992 	0.76487339 	0.35896053 	0.69174094 	0.07841423 	0.12433231 	0.56964436 	0.56461283 	0.98401232 	0.88418290 	0.70397365 	0.44539814 	0.03022361 	0.59657985 	0.83984379 	
          68 	0.32799703 	0.76536430 	0.68872641 	0.32100997 	0.55949191 	0.76336562 	0.77279845 	0.11073924 	0.93128871 	0.28230364 	0.06337325 	0.62952987 	0.57999641 	0.07829486 	0.12397643 	0.43237861 	0.26742060 	0.89867787 	0.75058057 	0.16591681 	0.74794970 	0.73294788 	0.78830926 	0.78289862 	
          69 	0.21080662 	0.96490027 	0.25697086 	0.11796838 	0.91999184 	0.13537562 	0.87757108 	0.73207388 	0.74949569 	0.34342784 	0.77659384 	0.47330857 	0.17114935 	0.00880775 	0.49037788 	0.08050173 	0.07344585 	0.95890156 	0.10503284 	0.03121148 	0.71913187 	0.59814185 	0.65163053 	0.90317026 	
          70 	0.50570794 	0.55758402 	0.69088958 	0.12617249 	0.95141844 	0.84987751 	0.81975038 	0.65490191 	0.88300881 	0.69493682 	0.65533792 	0.35277998 	0.19078405 	0.11196835 	0.33676370 	0.15252269 	0.43187025 	0.92096805 	0.40267618 	0.09444848 	0.08795366 	0.49794709 	0.73280497 	0.95629750 	
          71 	0.43820695 	0.45746697 	0.12693486 	0.40117579 	0.42994151 	0.92585364 	0.73487327 	0.83044364 	0.54177313 	0.91791274 	0.04434633 	0.61526118 	0.54661056 	0.78742241 	0.59332790 	0.72618639 	0.41193596 	0.68443808 	0.22538901 	0.78949292 	0.70624309 	0.44939483 	0.52084301 	0.98096360 	
          72 	0.04104386 	0.12138796 	0.52046260 	0.55488032 	0.89986046 	0.94186556 	0.25622868 	0.91158603 	0.44482599 	0.94890824 	0.23133088 	0.93195551 	0.36049487 	0.94881385 	0.61119447 	0.76965587 	0.44033416 	0.00832062 	0.28126869 	0.72991802 	0.63391927 	0.05628534 	0.78489531 	0.97564846 	
          73 	0.09975784 	0.09960232 	0.78584857 	0.57217025 	0.40540330 	0.97110317 	0.17340508 	0.84810809 	0.72328782 	0.99197158 	0.31796780 	0.77392987 	0.31353528 	0.89974365 	0.89371826 	0.68196261 	0.38268036 	0.78724677 	0.21688311 	0.79371546 	0.21797638 	0.69686501 	0.08222081 	0.40608513 	
          74 	0.18181035 	0.29571074 	0.63830746 	0.19199921 	0.07030991 	0.91369428 	0.46307134 	0.83071067 	0.64369859 	0.99514886 	0.26597694 	0.56712264 	0.48788564 	0.87625216 	0.92146645 	0.26547652 	0.12181117 	0.82263718 	0.49997135 	0.66441502 	0.18755804 	0.20211047 	0.90820615 	0.29341749 	
          75 	0.50867659 	0.33876184 	0.68569596 	0.00076461 	0.02149380 	0.89776361 	0.61650538 	0.85002082 	0.51601386 	0.98869329 	0.04211372 	0.85890034 	0.68336569 	0.80574158 	0.71400213 	0.32092491 	0.81429791 	0.85764215 	0.37436082 	0.05326306 	0.09726757 	0.73879044 	0.69230790 	0.47777050 	
          76 	0.40778999 	0.26146296 	0.28969667 	0.12188140 	0.00248837 	0.88864484 	0.09883225 	0.44624098 	0.23855934 	0.97493047 	0.39902902 	0.96337223 	0.60195342 	0.81162073 	0.85196774 	0.41880559 	0.65462618 	0.36038546 	0.17857164 	0.50811492 	0.02185682 	0.93833142 	0.83916772 	0.61304597 	
          77 	0.51782409 	0.22609623 	0.61408918 	0.37891000 	0.19442894 	0.69286136 	0.08480729 	0.65488246 	0.22959380 	0.94370965 	0.49451388 	0.36548570 	0.31321833 	0.14092981 	0.78138087 	0.42595708 	0.03486485 	0.31741786 	0.16056947 	0.43335880 	0.34887239 	0.80555974 	0.68215823 	0.00708253 	
          78 	0.45554401 	0.18235903 	0.87770549 	0.68099141 	0.30413654 	0.86328758 	0.47849497 	0.18627085 	0.07824982 	0.38895668 	0.40866089 	0.69109588 	0.35026871 	0.08270828 	0.37278350 	0.70027184 	0.08248298 	0.42129375 	0.01857375 	0.43807368 	0.12596206 	0.30945640 	0.18486811 	0.06900379 	
          79 	0.63035309 	0.03271917 	0.46050467 	0.91446204 	0.27312730 	0.53550905 	0.23566300 	0.22266142 	0.28361572 	0.16487083 	0.45536782 	0.27918564 	0.44065166 	0.54560641 	0.47140087 	0.57279694 	0.82456349 	0.37599780 	0.09516805 	0.34357997 	0.14952777 	0.80190031 	0.23441337 	0.46173482 	
          80 	0.91521376 	0.21800001 	0.42306384 	0.96876313 	0.15265491 	0.52221382 	0.84142971 	0.54251217 	0.68445064 	0.91025200 	0.62583058 	0.13160136 	0.19537709 	0.22181502 	0.40756210 	0.56172861 	0.74559688 	0.34341717 	0.26089068 	0.16535374 	0.32059365 	0.86709866 	0.23025037 	0.68616361 	
          81 	0.86495934 	0.25178627 	0.37572468 	0.98511709 	0.44939246 	0.78899800 	0.61198707 	0.43563627 	0.42749477 	0.74564911 	0.18450222 	0.05464239 	0.45681761 	0.74038209 	0.86419420 	0.81505053 	0.53752289 	0.58127700 	0.12977765 	0.17421906 	0.68436533 	0.80874297 	0.64008086 	0.54733069 	
          82 	0.73155625 	0.13061536 	0.41742970 	0.98433413 	0.54708739 	0.39709076 	0.17587521 	0.04700400 	0.40479185 	0.53636495 	0.84430212 	0.04207303 	0.63803961 	0.58093138 	0.30022283 	0.88621164 	0.05712604 	0.68185159 	0.49629172 	0.29008219 	0.39050554 	0.51505990 	0.02542812 	0.82820105 	
          83 	0.27277008 	0.53222278 	0.13894054 	0.99524156 	0.31663806 	0.02686060 	0.33557912 	0.59270791 	0.05944833 	0.58139520 	0.91949644 	0.38301534 	0.02826221 	0.76488364 	0.21066157 	0.70081618 	0.57746279 	0.38177759 	0.32238116 	0.52287784 	0.24563951 	0.67715771 	0.84362712 	0.36878478 	
          84 	0.45501009 	0.26454896 	0.19921057 	0.99607848 	0.24783719 	0.66979260 	0.56907060 	0.57755832 	0.53863179 	0.55669112 	0.94494147 	0.67988961 	0.27652345 	0.34052991 	0.29751803 	0.82145968 	0.37816843 	0.53356848 	0.14307892 	0.82699702 	0.86453145 	0.51076729 	0.98807963 	0.73694352 	
          85 	0.47656962 	0.64743931 	0.14796513 	0.99369025 	0.21653974 	0.02039665 	0.02782442 	0.74361686 	0.36491081 	0.23405812 	0.97089827 	0.31555571 	0.06894994 	0.50053955 	0.62526623 	0.91958734 	0.06466579 	0.30142655 	0.41851838 	0.78180958 	0.78185315 	0.42061498 	0.96930879 	0.25209354 	
          86 	0.44599653 	0.75171505 	0.51161936 	0.98588727 	0.65404233 	0.56252515 	0.90833095 	0.87505509 	0.80557187 	0.13601053 	0.96303495 	0.51419259 	0.87759412 	0.21551604 	0.01661207 	0.97539975 	0.29865656 	0.53593642 	0.70713757 	0.04560781 	0.89407036 	0.39740636 	0.66865357 	0.66132554 	
          87 	0.15973885 	0.88132348 	0.28361241 	0.98230231 	0.14624418 	0.62423795 	0.73242320 	0.96678963 	0.85181745 	0.42700808 	0.98370664 	0.65423011 	0.92535760 	0.30722097 	0.58560345 	0.98430848 	0.48400907 	0.23443810 	0.44757045 	0.14440756 	0.44246186 	0.02582373 	0.87138162 	0.92072447 	
          88 	0.66331660 	0.58940234 	0.47745470 	0.86291465 	0.83793471 	0.78763345 	0.08221366 	0.95713193 	0.88327540 	0.97221742 	0.07240476 	0.54753173 	0.58026962 	0.24950926 	0.52150923 	0.86271471 	0.31441160 	0.10943890 	0.14777637 	0.54098172 	0.59502162 	0.54239623 	0.11621023 	0.04836230 	
          89 	0.86688894 	0.60175731 	0.00625609 	0.63664608 	0.87593378 	0.97101602 	0.34126834 	0.95165279 	0.90392878 	0.97910125 	0.20910637 	0.58220352 	0.66444342 	0.20836911 	0.74871929 	0.86904638 	0.32349815 	0.58291386 	0.09093177 	0.10805393 	0.33810923 	0.40922258 	0.22153832 	0.01330831 	
          90 	0.73764769 	0.68484767 	0.43047692 	0.34369643 	0.84980243 	0.97197833 	0.46304159 	0.87910364 	0.91923167 	0.89599729 	0.30230898 	0.43664227 	0.37343753 	0.70711418 	0.81355782 	0.06695842 	0.17644076 	0.25600507 	0.62600010 	0.57092049 	0.18105543 	0.54219259 	0.97521829 	0.20719377 	
          91 	0.82894970 	0.20536700 	0.41976007 	0.01214439 	0.77916770 	0.95539282 	0.11983977 	0.60004800 	0.27503318 	0.53742773 	0.17825856 	0.70481025 	0.07967570 	0.10082970 	0.94706961 	0.11282623 	0.00530510 	0.26404010 	0.77388735 	0.74278667 	0.71631860 	0.73562282 	0.93939261 	0.23530796 	
          92 	0.97895203 	0.54307653 	0.19498693 	0.11198246 	0.77717292 	0.91940978 	0.07897957 	0.82186576 	0.68314765 	0.11819820 	0.30747324 	0.94131949 	0.40950272 	0.49269504 	0.99466754 	0.60307535 	0.18680790 	0.34499218 	0.33188226 	0.95894149 	0.85733810 	0.23615920 	0.13427186 	0.47864715 	
          93 	0.98061684 	0.13399393 	0.45175060 	0.09498911 	0.57876443 	0.75696405 	0.87539163 	0.10571684 	0.68895007 	0.66355408 	0.32522653 	0.74510135 	0.51743801 	0.42573601 	0.98452857 	0.00108892 	0.93792464 	0.10828055 	0.15220591 	0.85665388 	0.46100705 	0.54361483 	0.21085485 	0.24668270 	
          94 	0.95051146 	0.64845302 	0.47255213 	0.79239371 	0.78727644 	0.81955049 	0.12617768 	0.54953003 	0.25091329 	0.88711361 	0.76938243 	0.22689194 	0.92856444 	0.02032441 	0.98126559 	0.44581249 	0.89725035 	0.31822163 	0.22713948 	0.56529229 	0.22972903 	0.47277328 	0.22961153 	0.32882034 	
          95 	0.74475666 	0.38760437 	0.37585648 	0.66655285 	0.77816282 	0.07922182 	0.26321854 	0.66952461 	0.59802229 	0.67767911 	0.54830842 	0.10732570 	0.81533927 	0.52352581 	0.79037286 	0.46995431 	0.95112594 	0.73289239 	0.09051043 	0.94104956 	0.17996826 	0.92846373 	0.48064575 	0.24696468 	
          96 	0.00741730 	0.20056011 	0.04783042 	0.08987066 	0.80260004 	0.29002120 	0.21193759 	0.31408715 	0.67959317 	0.09123947 	0.40301970 	0.55525157 	0.78407680 	0.15480884 	0.07630553 	0.24647854 	0.96908781 	0.32998296 	0.19909674 	0.97201853 	0.50862338 	0.93162173 	0.00476972 	0.00412554 	
          97 	0.23843240 	0.14668307 	0.64251071 	0.68255956 	0.79829861 	0.11608642 	0.21414878 	0.96241686 	0.27858026 	0.30008727 	0.28552372 	0.76752537 	0.78413844 	0.59060323 	0.71110929 	0.00985670 	0.89364400 	0.68769181 	0.04095675 	0.64941108 	0.22943199 	0.94230048 	0.78819646 	0.02552748 	
          98 	0.14976408 	0.47408819 	0.51264121 	0.44212715 	0.70905846 	0.72479398 	0.30954095 	0.99932822 	0.34234369 	0.81865272 	0.66118096 	0.42058569 	0.53503916 	0.75968119 	0.49642291 	0.06663557 	0.34240998 	0.57138842 	0.45464280 	0.63665543 	0.06445675 	0.92546234 	0.52439908 	0.42578205 	
          99 	0.29180849 	0.29521293 	0.60923613 	0.55759941 	0.82535032 	0.94554453 	0.55272635 	0.99981362 	0.15354112 	0.50880980 	0.50131452 	0.78888839 	0.79534513 	0.14075595 	0.68819243 	0.86891760 	0.32104490 	0.71861232 	0.39688683 	0.22158983 	0.93693085 	0.95399551 	0.76671750 	0.36281432 	
         100 	0.42400104 	0.37585451 	0.09051446 	0.46624461 	0.81764863 	0.92036547 	0.23221697 	0.99988258 	0.07967615 	0.15116224 	0.75535066 	0.42422594 	0.38033279 	0.04102881 	0.50841984 	0.68675743 	0.14823125 	0.54001708 	0.19793743 	0.22679986 	0.98425366 	0.98215342 	0.80125133 	0.77872427 	
         101 	0.08734567 	0.95912279 	0.39499954 	0.29220485 	0.77886043 	0.76610333 	0.57259425 	0.99962896 	0.11934952 	0.05561824 	0.57035134 	0.37621996 	0.82333592 	0.19169183 	0.02409185 	0.58121587 	0.52112909 	0.03613983 	0.26159270 	0.23401471 	0.99419869 	0.91784068 	0.53078030 	0.23721789 	
