#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:46:41]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	luvian   	hittite   	oldirish   	welsh   	umbrian   	latin   	oscan   	oldhighgerman   	gothic   	oldenglish   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	oldpersian   	vedic   	avestan   	tocharian_a   	tocharian_b   	albanian   	greek   	]
         844 	0.01062661 	0.88780710 	0.59710123 	0.16780475 	0.90991763 	0.77894837 	0.60127492 	0.69244899 	0.92988377 	0.35411895 	0.79107590 	0.99753086 	0.54653274 	0.03577624 	0.24887155 	0.53369704 	0.55431063 	0.61869716 	0.66514600 	0.18445592 	0.04211411 	0.36851144 	0.90913082 	0.33325833 	
         845 	0.11318076 	0.97857738 	0.07228624 	0.53122270 	0.85056434 	0.51745032 	0.48197361 	0.72219528 	0.96566262 	0.72680578 	0.52939417 	0.98835568 	0.55006445 	0.41285484 	0.23709400 	0.17421392 	0.42779599 	0.45606257 	0.45985798 	0.59300110 	0.19051249 	0.09026161 	0.58481550 	0.83073169 	
         846 	0.21426926 	0.98260280 	0.67336419 	0.73389320 	0.38055669 	0.43299452 	0.53893992 	0.56775369 	0.75827334 	0.09063626 	0.37436619 	0.98230308 	0.27713254 	0.24104448 	0.36303253 	0.13175872 	0.38704734 	0.45811115 	0.77004619 	0.43231565 	0.65872321 	0.46735032 	0.52945115 	0.67108073 	
         847 	0.65880838 	0.99098076 	0.27834523 	0.48402659 	0.41666311 	0.25188920 	0.61423321 	0.08605796 	0.79249137 	0.33550047 	0.51441295 	0.97933888 	0.71509187 	0.01427781 	0.80542540 	0.30946357 	0.93201151 	0.11546607 	0.10086845 	0.82107550 	0.45429146 	0.32799190 	0.75674545 	0.57498982 	
         848 	0.10261228 	0.99096032 	0.37149104 	0.35516498 	0.10025068 	0.54543618 	0.68382670 	0.40925316 	0.88675695 	0.19484058 	0.05801425 	0.99254851 	0.62719933 	0.05088433 	0.90601566 	0.22571878 	0.85154359 	0.46432998 	0.39951997 	0.96490454 	0.28811731 	0.17526759 	0.67435184 	0.31320298 	
         849 	0.38576660 	0.90793853 	0.62979920 	0.63495619 	0.00425277 	0.85441436 	0.37541005 	0.10758976 	0.33194360 	0.53646239 	0.47400840 	0.95739327 	0.68482268 	0.24280651 	0.97061501 	0.56742746 	0.90868623 	0.21293529 	0.29072522 	0.39954203 	0.01161413 	0.60856334 	0.67777324 	0.75790902 	
         850 	0.86472818 	0.71220633 	0.32763271 	0.03650832 	0.17103178 	0.74686066 	0.14734036 	0.10122026 	0.14294805 	0.47846574 	0.06271031 	0.96225821 	0.67984880 	0.55669479 	0.97035553 	0.01595570 	0.18093274 	0.80199296 	0.25138681 	0.06927768 	0.15350097 	0.60590947 	0.31312961 	0.75589305 	
         851 	0.11764906 	0.29930307 	0.58454418 	0.38011752 	0.07776320 	0.91198511 	0.56912126 	0.14958296 	0.74406928 	0.94062321 	0.29342746 	0.92448133 	0.31145100 	0.54555369 	0.96797602 	0.39702253 	0.70070039 	0.21133334 	0.37937686 	0.08457144 	0.08155823 	0.66216127 	0.10494598 	0.24134265 	
         852 	0.01374199 	0.95676456 	0.23423562 	0.43053771 	0.48637921 	0.07487279 	0.55579816 	0.72747854 	0.60521657 	0.78438869 	0.27310544 	0.97595630 	0.85263635 	0.41873423 	0.96164925 	0.71942149 	0.93765835 	0.60301835 	0.74673771 	0.19628286 	0.01373759 	0.63118307 	0.62623899 	0.40728696 	
         853 	0.92551921 	0.96510168 	0.67335974 	0.13201122 	0.54215478 	0.14727952 	0.04243069 	0.43030467 	0.72747189 	0.85988317 	0.67413615 	0.91029941 	0.91118909 	0.39277979 	0.86203658 	0.18910665 	0.93641325 	0.16561842 	0.08917699 	0.65048326 	0.67330647 	0.78795510 	0.24718849 	0.25395514 	
         854 	0.79466802 	0.96997410 	0.86850770 	0.28432654 	0.74455066 	0.13609093 	0.72728350 	0.43306123 	0.39788408 	0.84276192 	0.10220205 	0.67242544 	0.68065637 	0.32554361 	0.10641208 	0.11252223 	0.84796072 	0.16927021 	0.30987097 	0.10922875 	0.16602478 	0.32810300 	0.01931376 	0.24361168 	
         855 	0.54645957 	0.96884961 	0.19679889 	0.21284818 	0.64689835 	0.27213569 	0.82284632 	0.05169553 	0.61196123 	0.82562600 	0.69850175 	0.68296997 	0.35927131 	0.20581507 	0.39864517 	0.23908049 	0.65621137 	0.37632793 	0.16179733 	0.23637560 	0.18508926 	0.94251368 	0.00236168 	0.77982680 	
         856 	0.51217375 	0.89599567 	0.05120867 	0.27305666 	0.17644634 	0.08028587 	0.85999450 	0.18750463 	0.33421444 	0.31066254 	0.04608724 	0.36316900 	0.30913729 	0.19462648 	0.00136564 	0.17807731 	0.68357045 	0.22102061 	0.73058580 	0.47456556 	0.11294198 	0.94043002 	0.80762856 	0.52452837 	
         857 	0.03964205 	0.39527835 	0.30076356 	0.53865304 	0.13879799 	0.53509469 	0.88845492 	0.21397456 	0.50823917 	0.03346027 	0.05107578 	0.25523801 	0.75537970 	0.00310817 	0.86634791 	0.12670685 	0.14987830 	0.72477202 	0.69476732 	0.27198196 	0.28783463 	0.97709071 	0.77369581 	0.64064395 	
         858 	0.04716154 	0.75964673 	0.10460514 	0.77908972 	0.15310555 	0.02809468 	0.94634014 	0.44406510 	0.21944963 	0.71575943 	0.54433356 	0.35028934 	0.48779612 	0.50944604 	0.68695308 	0.09727574 	0.50255224 	0.71315104 	0.22328739 	0.17350176 	0.48493208 	0.89891706 	0.17138804 	0.81415601 	
         859 	0.43815423 	0.08279459 	0.14083090 	0.27462528 	0.09806931 	0.23058702 	0.94627874 	0.15454472 	0.86911131 	0.32533310 	0.74848609 	0.33736319 	0.44814889 	0.02719688 	0.75969295 	0.18578406 	0.83522207 	0.43115516 	0.75236478 	0.10406407 	0.78208407 	0.87331664 	0.18195373 	0.76759011 	
         860 	0.48538658 	0.43849443 	0.25277851 	0.47756438 	0.45062444 	0.25138494 	0.87237636 	0.05658473 	0.94442677 	0.71599913 	0.15339217 	0.57473316 	0.60553543 	0.62102945 	0.01157337 	0.15242752 	0.86393830 	0.19930925 	0.13743395 	0.63868472 	0.75371600 	0.96151338 	0.15316044 	0.47358054 	
         861 	0.51490938 	0.30144408 	0.68795061 	0.88639664 	0.25734877 	0.22725551 	0.94731473 	0.51426516 	0.41959470 	0.73208573 	0.37655011 	0.75574743 	0.33365800 	0.45961941 	0.14444163 	0.72646744 	0.94436907 	0.55715856 	0.81708673 	0.36566335 	0.95794985 	0.91001099 	0.46676515 	0.48477404 	
         862 	0.45900257 	0.02627361 	0.35297721 	0.85702542 	0.15363840 	0.39502467 	0.85970913 	0.87862387 	0.82689974 	0.16748129 	0.21701388 	0.79283044 	0.23882578 	0.55481899 	0.08882636 	0.96612530 	0.24498669 	0.91615603 	0.70818654 	0.23559138 	0.90069305 	0.78813005 	0.18653010 	0.27875284 	
         863 	0.30597158 	0.29446607 	0.26488255 	0.10496217 	0.09500568 	0.59937078 	0.45573196 	0.22789580 	0.85118955 	0.75828226 	0.67195976 	0.84005820 	0.53755426 	0.48626846 	0.35279932 	0.93901660 	0.19206883 	0.95734062 	0.90505734 	0.65524466 	0.89486821 	0.01394187 	0.13519851 	0.62834620 	
         864 	0.63139871 	0.12261733 	0.49373290 	0.83673123 	0.63236231 	0.08638831 	0.31374349 	0.41969466 	0.65070907 	0.61497686 	0.33056519 	0.95750815 	0.27602331 	0.72657314 	0.38016956 	0.41955496 	0.60979259 	0.92684174 	0.84353115 	0.86612937 	0.71947204 	0.25714538 	0.59962939 	0.85957142 	
         865 	0.22965155 	0.05918766 	0.06959325 	0.79540855 	0.20691557 	0.36569666 	0.55915555 	0.02923780 	0.31726730 	0.82558038 	0.75572981 	0.94330872 	0.52364556 	0.72717955 	0.44507161 	0.30636277 	0.82730680 	0.70196589 	0.88420021 	0.29855100 	0.90107026 	0.18428157 	0.38685500 	0.59479556 	
         866 	0.39525333 	0.46404938 	0.15547579 	0.72881595 	0.04623340 	0.22123565 	0.43827792 	0.24758356 	0.32531642 	0.28098876 	0.73617970 	0.93330055 	0.64527375 	0.08900036 	0.68845789 	0.03324466 	0.86307164 	0.83125013 	0.63421151 	0.20347140 	0.70077571 	0.57378525 	0.44656180 	0.15776123 	
         867 	0.50338985 	0.28984463 	0.29161574 	0.19132592 	0.49846976 	0.61109283 	0.25980645 	0.55387483 	0.49984744 	0.14017933 	0.46127040 	0.93960035 	0.53476339 	0.61238309 	0.62058926 	0.09311812 	0.24267298 	0.97553204 	0.75748889 	0.34521580 	0.15961328 	0.33275449 	0.20499317 	0.71457649 	
         868 	0.63332786 	0.15262698 	0.38836864 	0.40444243 	0.95942453 	0.85636470 	0.66595394 	0.56618431 	0.50446962 	0.18585050 	0.38314328 	0.95709717 	0.64412372 	0.46242388 	0.79333910 	0.74155073 	0.55736182 	0.77746153 	0.60354201 	0.00778672 	0.25735732 	0.41383512 	0.61352348 	0.83699986 	
         869 	0.18004281 	0.72432441 	0.53770392 	0.00827155 	0.94242452 	0.38826735 	0.02014532 	0.76742237 	0.49168746 	0.38762274 	0.25476309 	0.89308252 	0.36132955 	0.72058005 	0.10794259 	0.75756571 	0.57404569 	0.73049867 	0.48078050 	0.75791575 	0.49230101 	0.63011450 	0.04558828 	0.79831076 	
         870 	0.12406239 	0.12244054 	0.19059178 	0.34486523 	0.93042992 	0.82923415 	0.31323048 	0.24213471 	0.06495469 	0.44096765 	0.89659528 	0.90882694 	0.64155315 	0.41517817 	0.08011526 	0.91497434 	0.25290488 	0.66572171 	0.43468202 	0.26338436 	0.38961088 	0.89986729 	0.35481761 	0.77426834 	
         871 	0.44588946 	0.30390948 	0.42179125 	0.15682170 	0.87709104 	0.92534314 	0.21925818 	0.14667235 	0.49293089 	0.26015977 	0.33634438 	0.64122975 	0.05959520 	0.49249588 	0.36511950 	0.84347844 	0.52945524 	0.87378038 	0.02488203 	0.63355178 	0.79972780 	0.59859923 	0.70884546 	0.89038641 	
         872 	0.87855535 	0.33809364 	0.32843581 	0.56305382 	0.45828414 	0.68772562 	0.26367850 	0.49511886 	0.38557412 	0.84889739 	0.87358474 	0.22453469 	0.45777868 	0.79020543 	0.41575428 	0.76323067 	0.93089413 	0.91898798 	0.20055632 	0.42276045 	0.75769663 	0.80726739 	0.44518407 	0.55545846 	
         873 	0.42931234 	0.62786647 	0.40003955 	0.27127440 	0.50167231 	0.15811627 	0.13273686 	0.75603029 	0.23849542 	0.56685293 	0.70002638 	0.23398202 	0.32233283 	0.37021414 	0.18377281 	0.22226859 	0.88758434 	0.61261257 	0.30526644 	0.78976723 	0.70522883 	0.06666105 	0.26656254 	0.85253691 	
         874 	0.76715490 	0.27840721 	0.79044633 	0.47917248 	0.47230003 	0.62767776 	0.05746290 	0.95835350 	0.15749495 	0.71604565 	0.68849024 	0.56870645 	0.50567747 	0.43247107 	0.16096525 	0.17021822 	0.97451031 	0.55809009 	0.77349893 	0.22772049 	0.50295849 	0.87461294 	0.71348285 	0.73003191 	
         875 	0.19881046 	0.15900681 	0.94771551 	0.00893041 	0.28581967 	0.05537431 	0.09698568 	0.96374506 	0.36736421 	0.85678245 	0.79479812 	0.86666008 	0.15504220 	0.61949322 	0.11080645 	0.22054104 	0.98950791 	0.50771647 	0.79922384 	0.29176305 	0.37726959 	0.96464923 	0.01338898 	0.05311845 	
         876 	0.50718301 	0.60885035 	0.97337440 	0.69776158 	0.68044666 	0.17901328 	0.53766891 	0.96667426 	0.42264492 	0.87988304 	0.88498777 	0.81291145 	0.53567614 	0.91614627 	0.38053256 	0.18847904 	0.77163275 	0.52139300 	0.75160204 	0.21534875 	0.15293028 	0.61917891 	0.70445021 	0.24776241 	
         877 	0.07920835 	0.45367732 	0.92647240 	0.13493999 	0.83616118 	0.05462527 	0.85622380 	0.66370038 	0.87187444 	0.01507043 	0.49886290 	0.44673865 	0.07473286 	0.25776206 	0.38319053 	0.12219903 	0.34569596 	0.04426663 	0.67566089 	0.04239828 	0.64838370 	0.41447706 	0.20597111 	0.08729140 	
         878 	0.34716268 	0.33305461 	0.74933878 	0.21740970 	0.57528092 	0.72327099 	0.77950247 	0.71288360 	0.21796767 	0.69899926 	0.01941387 	0.39366618 	0.30201983 	0.35476130 	0.15514750 	0.41816727 	0.39162750 	0.41805878 	0.78425625 	0.28647293 	0.20432680 	0.02089556 	0.12794856 	0.45591346 	
         879 	0.42800958 	0.21556568 	0.66828378 	0.06137121 	0.25161495 	0.06933272 	0.71651132 	0.40319344 	0.45475020 	0.27946142 	0.65407861 	0.12277228 	0.70599194 	0.31109248 	0.12182637 	0.06828719 	0.29128723 	0.39596918 	0.94418783 	0.78095860 	0.27778618 	0.14340946 	0.41005143 	0.23341754 	
         880 	0.43162825 	0.36775031 	0.73023286 	0.15909999 	0.03868146 	0.56834976 	0.48281858 	0.57426432 	0.74390791 	0.75690748 	0.12223932 	0.32307127 	0.20009629 	0.66512591 	0.04036679 	0.05433635 	0.09296998 	0.23419414 	0.94201993 	0.16459797 	0.56890746 	0.05587317 	0.68227042 	0.43671118 	
         881 	0.60618274 	0.49104389 	0.36856481 	0.60008974 	0.07832578 	0.28363344 	0.72751486 	0.20411446 	0.51223300 	0.00190788 	0.49348982 	0.73577492 	0.08482318 	0.49133201 	0.03460482 	0.22794592 	0.03037182 	0.12452327 	0.87321643 	0.36833148 	0.15771303 	0.22472616 	0.44089276 	0.53539342 	
         882 	0.09886521 	0.39834385 	0.47875101 	0.22383615 	0.09336654 	0.40002417 	0.26915912 	0.08894727 	0.59657282 	0.65255974 	0.28397916 	0.80209412 	0.16560422 	0.50457434 	0.73301442 	0.58972172 	0.72199733 	0.09776157 	0.89399924 	0.33544041 	0.18641797 	0.10232494 	0.74982339 	0.15802007 	
         883 	0.28077317 	0.57680590 	0.46252127 	0.90149372 	0.47159237 	0.91432132 	0.00390931 	0.76907238 	0.84295682 	0.16878691 	0.06284231 	0.84043508 	0.38975769 	0.67108529 	0.77289681 	0.46418224 	0.34083185 	0.50460291 	0.68298517 	0.15260973 	0.53677295 	0.52903262 	0.41833171 	0.12647684 	
         884 	0.65738762 	0.54753934 	0.31002576 	0.26198717 	0.16474514 	0.38607290 	0.63127580 	0.81803030 	0.70489852 	0.68627247 	0.45767761 	0.82889784 	0.40920763 	0.23306100 	0.75920212 	0.77921425 	0.27867897 	0.71308074 	0.76377656 	0.82551943 	0.33608776 	0.28691969 	0.42022294 	0.54348836 	
         885 	0.16042130 	0.71803066 	0.61916506 	0.24714179 	0.15366019 	0.32899870 	0.36879586 	0.50632535 	0.61628794 	0.49803376 	0.21500368 	0.68199561 	0.07611358 	0.16091742 	0.74639406 	0.90050649 	0.12647106 	0.93345572 	0.83160157 	0.53605203 	0.33177541 	0.57097020 	0.03821524 	0.31643336 	
         886 	0.33292993 	0.71520336 	0.35533345 	0.55962247 	0.05596093 	0.75051773 	0.61176488 	0.04328227 	0.33014557 	0.77265856 	0.51219978 	0.32905806 	0.23742818 	0.31893360 	0.20482940 	0.91363351 	0.16360075 	0.21844098 	0.90288090 	0.16748949 	0.30504118 	0.37425437 	0.87782560 	0.06375025 	
         887 	0.09822387 	0.05197143 	0.21399812 	0.43062655 	0.59693474 	0.55208139 	0.70449725 	0.30489579 	0.26421508 	0.58489097 	0.39643678 	0.42663770 	0.41483280 	0.01736106 	0.12995112 	0.90070702 	0.30658383 	0.74458595 	0.79914586 	0.90978577 	0.17372008 	0.05309305 	0.59087646 	0.47511229 	
         888 	0.24661492 	0.64649484 	0.43787025 	0.59847220 	0.57778705 	0.08177396 	0.46279626 	0.17742437 	0.07435411 	0.78721551 	0.44154906 	0.04487150 	0.51677717 	0.07058236 	0.77212652 	0.93960675 	0.03380176 	0.92916020 	0.82225857 	0.12762806 	0.11054766 	0.31580578 	0.34333977 	0.22408796 	
         889 	0.88614731 	0.22654702 	0.30629527 	0.60980558 	0.54589628 	0.53716113 	0.55986130 	0.59701772 	0.72485148 	0.89185559 	0.16730846 	0.68517519 	0.29150112 	0.17773560 	0.69516418 	0.44323907 	0.47669832 	0.72548012 	0.74716035 	0.06934953 	0.18454976 	0.70557377 	0.85553839 	0.27606811 	
         890 	0.89595050 	0.36166888 	0.10322818 	0.86205244 	0.82663260 	0.72448123 	0.24621611 	0.33544605 	0.44090646 	0.92237048 	0.74854031 	0.46879161 	0.59220114 	0.27843967 	0.92670095 	0.23768693 	0.66069419 	0.05666309 	0.57584198 	0.26096483 	0.35918769 	0.17785373 	0.57243925 	0.53405096 	
         891 	0.42465532 	0.76901435 	0.53872011 	0.96471699 	0.81482202 	0.79407615 	0.09860778 	0.54392368 	0.53676417 	0.74082596 	0.40492385 	0.56231406 	0.53675621 	0.45391901 	0.87582123 	0.10626407 	0.94215195 	0.82503997 	0.87704715 	0.39497748 	0.25746654 	0.26158391 	0.01960902 	0.10926335 	
         892 	0.00832537 	0.73476539 	0.75894256 	0.86515191 	0.92496254 	0.90716143 	0.52966673 	0.24043156 	0.39535103 	0.24439523 	0.38527247 	0.30079544 	0.58917965 	0.14215148 	0.69669667 	0.26576003 	0.88159110 	0.87987432 	0.82950974 	0.27901348 	0.16443865 	0.49817707 	0.84671498 	0.66894151 	
         893 	0.28574985 	0.81347934 	0.65865663 	0.97712362 	0.95003329 	0.97196176 	0.40249789 	0.01079094 	0.30874732 	0.56772817 	0.54103678 	0.19545327 	0.79497901 	0.65825684 	0.57580034 	0.64936119 	0.58039833 	0.87330105 	0.90705327 	0.13213393 	0.57644260 	0.47802285 	0.16344266 	0.18928319 	
         894 	0.40697646 	0.14067728 	0.10557299 	0.91159642 	0.48070253 	0.83708667 	0.10744002 	0.64291344 	0.39605202 	0.41531111 	0.15946945 	0.06159876 	0.54943873 	0.50790455 	0.06880592 	0.82852704 	0.02856133 	0.89468336 	0.84194751 	0.07385302 	0.20452721 	0.57870749 	0.07335097 	0.11356745 	
         895 	0.20767112 	0.74071123 	0.60662067 	0.93457765 	0.47563204 	0.73234891 	0.39321116 	0.02403739 	0.79921129 	0.49259406 	0.81935937 	0.45331785 	0.10473077 	0.47064215 	0.64016289 	0.84876497 	0.06651230 	0.40255912 	0.75868665 	0.42300089 	0.73501754 	0.51532219 	0.62461551 	0.41759537 	
         896 	0.29090718 	0.91047895 	0.43279527 	0.75720790 	0.17998014 	0.48644642 	0.14399890 	0.77463292 	0.13497434 	0.32949229 	0.82224886 	0.51699779 	0.41434286 	0.59798458 	0.68616538 	0.53689133 	0.58468121 	0.18172512 	0.57571536 	0.78962283 	0.43790385 	0.00765024 	0.74840159 	0.54381009 	
         897 	0.28159130 	0.29902334 	0.39447135 	0.49449217 	0.68307476 	0.05480743 	0.14541413 	0.55676154 	0.09923602 	0.28759535 	0.10451976 	0.71585958 	0.64749844 	0.12245243 	0.22073907 	0.64512543 	0.31833098 	0.14761199 	0.73938303 	0.93583250 	0.68518757 	0.03023727 	0.06127787 	0.58199898 	
         898 	0.38090364 	0.06456641 	0.63658841 	0.25187070 	0.17018750 	0.29394627 	0.88651895 	0.42000589 	0.29522978 	0.69357549 	0.28938216 	0.80701478 	0.73729149 	0.51400705 	0.11296331 	0.93962249 	0.33793415 	0.76197024 	0.51851925 	0.93999154 	0.76777718 	0.20071160 	0.44376783 	0.48386398 	
         899 	0.33635700 	0.02309363 	0.30377310 	0.62957527 	0.34707829 	0.69544911 	0.35155418 	0.57344096 	0.31810241 	0.68066131 	0.87500160 	0.49836821 	0.91329015 	0.04160252 	0.39102000 	0.79316887 	0.31959459 	0.91184060 	0.80104744 	0.85823810 	0.05186658 	0.19239710 	0.50909000 	0.29087095 	
         900 	0.31707666 	0.44167561 	0.02565478 	0.29293274 	0.06054764 	0.77972213 	0.04979864 	0.08037912 	0.28317308 	0.71077238 	0.58495226 	0.88452470 	0.65550237 	0.17427347 	0.10680489 	0.77852898 	0.56302237 	0.90461268 	0.40281276 	0.74722726 	0.08054024 	0.64838340 	0.16130576 	0.08771107 	
         901 	0.38927091 	0.18702269 	0.74567086 	0.20834728 	0.03626124 	0.32348378 	0.73293119 	0.26266123 	0.60797409 	0.31468636 	0.67205090 	0.92814835 	0.59710959 	0.24858348 	0.32877697 	0.45525877 	0.23614509 	0.88451150 	0.28564240 	0.86450075 	0.54241495 	0.80445999 	0.69608224 	0.46743240 	
         902 	0.24234601 	0.26274804 	0.03097676 	0.72811941 	0.43559186 	0.52738055 	0.23915164 	0.64071359 	0.13623849 	0.50511506 	0.53765562 	0.71074341 	0.20746403 	0.22562689 	0.45843043 	0.26267287 	0.57047093 	0.95847220 	0.33769730 	0.46041511 	0.40487458 	0.41727285 	0.41444507 	0.22686805 	
         903 	0.27809014 	0.53160009 	0.56067285 	0.83990968 	0.24094421 	0.72701454 	0.73825165 	0.04542282 	0.55272505 	0.13455072 	0.06392044 	0.74549039 	0.57391906 	0.57941198 	0.43719171 	0.19525171 	0.26959094 	0.98441040 	0.35817922 	0.38448587 	0.45394450 	0.06085327 	0.14502386 	0.35425767 	
         904 	0.32135694 	0.40482561 	0.34069840 	0.50201291 	0.39897264 	0.54465945 	0.62923248 	0.71749149 	0.31589179 	0.39671121 	0.81151313 	0.38345874 	0.80162412 	0.64267828 	0.23687503 	0.10822025 	0.18751633 	0.93032414 	0.33365941 	0.42655286 	0.02903258 	0.76413263 	0.66106892 	0.21480952 	
         905 	0.86723063 	0.49038905 	0.23191887 	0.34041169 	0.09070389 	0.21231638 	0.35456882 	0.72985096 	0.78181984 	0.44460202 	0.27925569 	0.38678251 	0.82350724 	0.82277647 	0.19353146 	0.74509783 	0.17657277 	0.96980089 	0.58173935 	0.48393539 	0.08595699 	0.62015342 	0.23417370 	0.61005215 	
