#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:40:33]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	hittite   	luvian   	oldirish   	welsh   	oscan   	latin   	umbrian   	oldenglish   	gothic   	oldhighgerman   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	oldpersian   	vedic   	avestan   	tocharian_b   	tocharian_a   	albanian   	greek   	]
         557 	0.99685837 	0.11264970 	0.91071630 	0.51979414 	0.99039339 	0.99831939 	0.26321990 	0.99983691 	0.32133116 	0.99700658 	0.88983126 	0.99660360 	0.99823752 	0.98520057 	0.87377504 	0.98419561 	0.99508097 	0.42729198 	0.99905633 	0.95259684 	0.93884674 	0.92619152 	0.99761215 	0.99932975 	
         558 	0.99835810 	0.11198634 	0.91569183 	0.53142377 	0.97868061 	0.99434250 	0.27038884 	0.99971249 	0.32793467 	0.99545640 	0.87254676 	0.98661597 	0.99836312 	0.99683016 	0.88763107 	0.99290634 	0.99532555 	0.43286448 	0.99896951 	0.93316250 	0.92106137 	0.90845048 	0.99821074 	0.99774117 	
         559 	0.99863687 	0.12442137 	0.94296966 	0.53860388 	0.99429050 	0.98907189 	0.28060573 	0.99812988 	0.33734573 	0.99788614 	0.87143656 	0.97726652 	0.99674859 	0.99738681 	0.86961745 	0.98870835 	0.99403003 	0.46813810 	0.99918441 	0.95418870 	0.95169207 	0.89555663 	0.99881508 	0.99930868 	
         560 	0.99403037 	0.15652977 	0.93585263 	0.46665456 	0.99793263 	0.98966079 	0.22680680 	0.99960914 	0.28752654 	0.99793867 	0.88764172 	0.98424923 	0.99691386 	0.99877475 	0.87693067 	0.98904270 	0.99745602 	0.39341228 	0.99806099 	0.94255733 	0.94622511 	0.92266677 	0.99768434 	0.99929998 	
         561 	0.99445626 	0.13637762 	0.89954465 	0.49513269 	0.99797607 	0.98890335 	0.26809167 	0.99982742 	0.32556926 	0.99714832 	0.88950745 	0.99446777 	0.99788340 	0.99572246 	0.87490960 	0.98962777 	0.99486961 	0.42580120 	0.99533550 	0.94827752 	0.96057985 	0.89951930 	0.99902865 	0.99624067 	
         562 	0.99696077 	0.14153334 	0.89569194 	0.55887707 	0.99374845 	0.99549106 	0.27553799 	0.99979839 	0.30036333 	0.99785362 	0.91247973 	0.99709358 	0.99795673 	0.99680016 	0.88799970 	0.98742407 	0.99832104 	0.42922910 	0.99762576 	0.92952769 	0.96881035 	0.92317904 	0.99855438 	0.99642293 	
         563 	0.99938295 	0.14303023 	0.90936401 	0.55274657 	0.99611151 	0.99567872 	0.27585699 	0.99996585 	0.30067140 	0.99805528 	0.89271949 	0.99361106 	0.99816722 	0.99685767 	0.86143479 	0.98080879 	0.99825690 	0.42948042 	0.99813034 	0.94574786 	0.97189867 	0.92376097 	0.99605217 	0.99798914 	
         564 	0.99688591 	0.12743871 	0.92819629 	0.48292424 	0.99397131 	0.99020617 	0.26268209 	0.99946704 	0.28794796 	0.99749282 	0.87667882 	0.99577744 	0.99788105 	0.99637468 	0.86611636 	0.97809829 	0.99893640 	0.41910051 	0.99665955 	0.95087202 	0.97905796 	0.87469337 	0.99560660 	0.98837708 	
         565 	0.99835839 	0.12313196 	0.91698522 	0.47208580 	0.99221528 	0.98942581 	0.24722715 	0.99983692 	0.27302262 	0.99732988 	0.86115923 	0.99183373 	0.99617604 	0.99757308 	0.87412570 	0.97625241 	0.99960423 	0.44854999 	0.99754189 	0.94045317 	0.96514276 	0.89071946 	0.99640589 	0.99509396 	
         566 	0.99826472 	0.12890318 	0.93127284 	0.52802085 	0.98875584 	0.99381480 	0.25218161 	0.99983767 	0.27780731 	0.99743987 	0.89861061 	0.99450229 	0.99776717 	0.99479870 	0.86272341 	0.99068403 	0.99917307 	0.47649377 	0.99853292 	0.97087343 	0.96787918 	0.91490707 	0.99815622 	0.99797709 	
         567 	0.99691752 	0.10900543 	0.92388584 	0.55324376 	0.99342128 	0.99801749 	0.25621606 	0.99977637 	0.27845704 	0.99680294 	0.88517738 	0.99479007 	0.99910084 	0.99500694 	0.87887139 	0.99256103 	0.99901512 	0.41591103 	0.99933324 	0.94519822 	0.96974193 	0.90213900 	0.99901991 	0.99911613 	
         568 	0.99915079 	0.13148644 	0.90019585 	0.58581777 	0.99334372 	0.99695903 	0.27465124 	0.99931281 	0.29666256 	0.99703606 	0.90036696 	0.99461784 	0.99921926 	0.99859136 	0.87412340 	0.98625307 	0.99954772 	0.43064839 	0.99953356 	0.95342576 	0.95521160 	0.88308127 	0.99851860 	0.99773564 	
         569 	0.99967099 	0.12213353 	0.89264724 	0.56370525 	0.99578904 	0.99330012 	0.26661466 	0.99965616 	0.28886985 	0.99436457 	0.90532794 	0.99682560 	0.99822159 	0.99828306 	0.85788280 	0.99029052 	0.99794025 	0.40941277 	0.99875596 	0.96515798 	0.94335608 	0.88398285 	0.99746996 	0.99815946 	
         570 	0.99983236 	0.11372845 	0.92823489 	0.49887820 	0.99133942 	0.99201369 	0.28271812 	0.99875562 	0.29806451 	0.98715402 	0.86339572 	0.99657295 	0.99657679 	0.99802525 	0.86236475 	0.98202996 	0.99915736 	0.42238071 	0.99941977 	0.93724472 	0.96772863 	0.90377051 	0.99871287 	0.99805925 	
         571 	0.99974007 	0.12489986 	0.90674917 	0.55979934 	0.99445702 	0.99040464 	0.29175943 	0.99837957 	0.33968834 	0.99654778 	0.85892379 	0.99469313 	0.99892690 	0.99853759 	0.85549043 	0.97466221 	0.99940380 	0.42045740 	0.99966285 	0.92512286 	0.96262587 	0.89141841 	0.99631085 	0.99901066 	
         572 	0.99970238 	0.10138728 	0.91136552 	0.54797183 	0.98180236 	0.99561697 	0.27273010 	0.99898621 	0.32194679 	0.99872773 	0.89255220 	0.99600317 	0.99788416 	0.99641148 	0.85017402 	0.97577309 	0.99776648 	0.43264342 	0.99978585 	0.94671928 	0.95124902 	0.88323984 	0.99479820 	0.99862216 	
         573 	0.99932372 	0.14510963 	0.87283689 	0.55469250 	0.99065958 	0.99597699 	0.28354303 	0.99870210 	0.27380849 	0.99920014 	0.91138480 	0.99726233 	0.99806463 	0.99540595 	0.82267120 	0.99270970 	0.99647922 	0.40449702 	0.99983141 	0.94641146 	0.95563253 	0.91970437 	0.99263023 	0.99499166 	
         574 	0.99915388 	0.15457847 	0.94138902 	0.49792899 	0.99085704 	0.99823471 	0.23905644 	0.99936929 	0.28185185 	0.99912323 	0.91246501 	0.99860575 	0.99810960 	0.99776771 	0.88854208 	0.99315722 	0.99404642 	0.41109286 	0.99971188 	0.94153262 	0.94564350 	0.92550407 	0.99678422 	0.99449597 	
         575 	0.99773812 	0.13478039 	0.91774506 	0.52214987 	0.98511806 	0.99903971 	0.22836740 	0.99966774 	0.27176397 	0.99677469 	0.87669695 	0.99482655 	0.99917672 	0.99756269 	0.90270862 	0.98782174 	0.99812057 	0.40282043 	0.99893303 	0.95539158 	0.96547020 	0.91672943 	0.99595021 	0.99263818 	
         576 	0.99805550 	0.12212405 	0.93188819 	0.51515993 	0.99403925 	0.99953219 	0.21708005 	0.99991806 	0.26111141 	0.99720610 	0.86104861 	0.99489525 	0.99844432 	0.99719968 	0.82045788 	0.98774134 	0.99856485 	0.39555290 	0.99879113 	0.94898976 	0.95344487 	0.92425391 	0.99603360 	0.99500289 	
         577 	0.99891969 	0.13518907 	0.93617474 	0.51247346 	0.98607668 	0.99906425 	0.24695353 	0.99972714 	0.28516323 	0.99822620 	0.88457741 	0.99655845 	0.99864065 	0.99546147 	0.89178075 	0.98996341 	0.99971416 	0.46203960 	0.99834741 	0.94275439 	0.95387149 	0.91560244 	0.99640205 	0.99566866 	
         578 	0.99560813 	0.12660649 	0.88775136 	0.53957167 	0.99069732 	0.99568528 	0.28525184 	0.99992279 	0.28924281 	0.99797400 	0.88343193 	0.99624839 	0.99941357 	0.99687554 	0.85943209 	0.98509239 	0.99979295 	0.44066539 	0.99868009 	0.95707836 	0.95613332 	0.89430466 	0.99726099 	0.99181550 	
         579 	0.99092129 	0.13087644 	0.90667942 	0.53985833 	0.99034689 	0.99472984 	0.25328650 	0.99869708 	0.28423476 	0.99774468 	0.89815314 	0.99666597 	0.99474094 	0.99701078 	0.89746666 	0.98850652 	0.99710310 	0.40655987 	0.99646390 	0.94109709 	0.96526544 	0.87972422 	0.99821650 	0.99733602 	
         580 	0.99216696 	0.12251076 	0.92097894 	0.50070599 	0.98632917 	0.99413687 	0.25295947 	0.99982901 	0.31356765 	0.99817638 	0.87421356 	0.99605717 	0.99795641 	0.99900171 	0.86618446 	0.98783224 	0.99286228 	0.40629997 	0.99550118 	0.94107130 	0.93519660 	0.90382180 	0.99885933 	0.99794582 	
         581 	0.99683476 	0.13106830 	0.89912739 	0.48074954 	0.99432122 	0.99772158 	0.25089765 	0.99993045 	0.32026193 	0.99893069 	0.90008119 	0.99624165 	0.99805855 	0.99835114 	0.87064074 	0.97971430 	0.99585451 	0.41208991 	0.99462151 	0.94164599 	0.96109140 	0.93095018 	0.99624709 	0.99946023 	
         582 	0.99705316 	0.12545647 	0.87904697 	0.51960660 	0.99480933 	0.99188236 	0.24605972 	0.99906095 	0.31587198 	0.99807820 	0.89317298 	0.99705042 	0.99625889 	0.99718773 	0.87319236 	0.98548100 	0.99827891 	0.43314102 	0.99686816 	0.93353196 	0.94053165 	0.93297154 	0.99362998 	0.99868038 	
         583 	0.99698537 	0.12441025 	0.93807642 	0.54291097 	0.99415091 	0.99851855 	0.24515778 	0.99884701 	0.29186295 	0.99586209 	0.85093117 	0.99899907 	0.99571092 	0.99646814 	0.86115432 	0.99022901 	0.99894502 	0.43511988 	0.99757903 	0.96073197 	0.95480869 	0.90395997 	0.99690711 	0.99317356 	
         584 	0.99928070 	0.14248056 	0.92021476 	0.56922906 	0.98967761 	0.99647681 	0.25401079 	0.99820386 	0.28819524 	0.99708005 	0.85796512 	0.99373351 	0.99847281 	0.99786515 	0.89606235 	0.99209610 	0.99919131 	0.43219414 	0.99793739 	0.94762697 	0.94423752 	0.88363545 	0.99557269 	0.99669015 	
         585 	0.99975935 	0.14971900 	0.92082060 	0.57286526 	0.99523768 	0.99676058 	0.27297093 	0.99829267 	0.29420368 	0.99943377 	0.90425731 	0.99165499 	0.99793593 	0.99844615 	0.85002188 	0.98362488 	0.99948397 	0.44266350 	0.99882666 	0.94578625 	0.95672504 	0.90960601 	0.99617154 	0.99866951 	
         586 	0.99993042 	0.16183341 	0.92088604 	0.49499991 	0.98922047 	0.99885197 	0.24015799 	0.99610760 	0.29478697 	0.99967152 	0.85698842 	0.99393257 	0.99924706 	0.99858480 	0.88400514 	0.98926953 	0.99891052 	0.39566183 	0.99635193 	0.94345586 	0.94397057 	0.92495406 	0.99834182 	0.99902504 	
         587 	0.99888977 	0.14548991 	0.91875247 	0.52837754 	0.97637243 	0.99861886 	0.23698362 	0.99785403 	0.31417192 	0.99392959 	0.88274291 	0.99301455 	0.99920483 	0.99464296 	0.87982028 	0.98287077 	0.99870604 	0.39313710 	0.99569528 	0.95378471 	0.95108507 	0.92140632 	0.99696682 	0.99809949 	
         588 	0.99600157 	0.14640853 	0.91310204 	0.52963636 	0.98586874 	0.99782097 	0.23902020 	0.99534663 	0.32621280 	0.98576889 	0.88671104 	0.98884579 	0.99917491 	0.99466749 	0.86507212 	0.98462807 	0.99604975 	0.39475689 	0.99835320 	0.94707693 	0.95007159 	0.92915119 	0.99855139 	0.99909587 	
         589 	0.99646279 	0.14153673 	0.89476380 	0.51863829 	0.99218573 	0.99605193 	0.22122694 	0.99871694 	0.31045828 	0.99653501 	0.92757051 	0.99122163 	0.99923923 	0.99687151 	0.86450831 	0.97770734 	0.99357779 	0.38060507 	0.99918285 	0.93785850 	0.95006837 	0.88793483 	0.99875153 	0.99653137 	
         590 	0.99815540 	0.12788240 	0.91866490 	0.51098197 	0.98760271 	0.99365794 	0.20884012 	0.99784167 	0.29949073 	0.99907593 	0.90061917 	0.99597725 	0.99934840 	0.99595949 	0.81898251 	0.97536000 	0.98901468 	0.40222422 	0.99944860 	0.92276881 	0.94230557 	0.90541537 	0.99907355 	0.99673896 	
         591 	0.99094012 	0.15676076 	0.88728264 	0.53364879 	0.98702811 	0.99620694 	0.24205884 	0.99770432 	0.32501733 	0.99630145 	0.89147828 	0.99844249 	0.99927380 	0.99514750 	0.88294354 	0.99164619 	0.98923262 	0.41343790 	0.99717843 	0.94464482 	0.96426235 	0.90880888 	0.99808585 	0.99722739 	
         592 	0.99331840 	0.15601432 	0.92155969 	0.50905811 	0.98231526 	0.99984415 	0.24138790 	0.99897261 	0.28529228 	0.99858096 	0.88547822 	0.99805748 	0.99973355 	0.99528831 	0.84212895 	0.98562350 	0.99486420 	0.41291867 	0.99480060 	0.94989432 	0.94821009 	0.91360364 	0.99534532 	0.99752950 	
         593 	0.99785597 	0.16629708 	0.92743397 	0.48618011 	0.98129124 	0.99970740 	0.24988014 	0.99923862 	0.27958580 	0.99701469 	0.88430942 	0.99778456 	0.99820562 	0.99154348 	0.84318548 	0.98903040 	0.99762098 	0.43368250 	0.99788098 	0.91379380 	0.95463214 	0.92838801 	0.99721541 	0.99555304 	
         594 	0.99837030 	0.15706690 	0.93218162 	0.53480273 	0.97938474 	0.99794711 	0.24157533 	0.99780662 	0.27160988 	0.99650961 	0.87117135 	0.99948678 	0.99646859 	0.99635233 	0.83527619 	0.98167949 	0.99798234 	0.43101271 	0.99875177 	0.94853413 	0.92236697 	0.92144996 	0.99826049 	0.99013556 	
         595 	0.99657282 	0.15434174 	0.91152811 	0.52290500 	0.99031424 	0.99839774 	0.22430964 	0.99826488 	0.33741173 	0.99584849 	0.92346207 	0.99978624 	0.99142353 	0.99766081 	0.87249636 	0.99608129 	0.99925931 	0.42917321 	0.99853215 	0.92790854 	0.94845853 	0.92563375 	0.99552869 	0.99512286 	
         596 	0.99959909 	0.14329717 	0.92839153 	0.51667399 	0.98414845 	0.99893183 	0.24859510 	0.99846230 	0.28186742 	0.99256839 	0.88699382 	0.99919077 	0.99350108 	0.99926164 	0.89064663 	0.97210143 	0.99894824 	0.42171802 	0.99854450 	0.95435245 	0.96863920 	0.91940883 	0.99489498 	0.99643413 	
         597 	0.99913037 	0.13362322 	0.89675694 	0.52745471 	0.98877964 	0.99852910 	0.23138651 	0.99936849 	0.32928129 	0.99491259 	0.89948416 	0.99848708 	0.99945902 	0.99897701 	0.85860155 	0.98881324 	0.99389714 	0.42277766 	0.98992835 	0.94291900 	0.93924600 	0.90361047 	0.99546576 	0.99789561 	
         598 	0.99940627 	0.14277916 	0.89503419 	0.51956967 	0.98042840 	0.99738128 	0.21670175 	0.99958431 	0.28835645 	0.99766657 	0.88915916 	0.99921248 	0.99699477 	0.99937669 	0.82917325 	0.99325342 	0.99654630 	0.39360818 	0.99250407 	0.95057708 	0.95524133 	0.88955305 	0.99736074 	0.99843284 	
         599 	0.99969809 	0.15226906 	0.91630279 	0.52738055 	0.98528162 	0.99847062 	0.23926934 	0.99976306 	0.29623473 	0.99871178 	0.91305604 	0.99776725 	0.99901812 	0.99812668 	0.87775919 	0.98836910 	0.99568406 	0.40032127 	0.99533291 	0.95264981 	0.94494511 	0.90027928 	0.99433507 	0.99922535 	
         600 	0.99927177 	0.13802916 	0.94713774 	0.47654238 	0.98839820 	0.99926790 	0.26030300 	0.99984709 	0.28441312 	0.99919785 	0.86806294 	0.99787097 	0.99914910 	0.99809717 	0.87824176 	0.98276403 	0.99839369 	0.39024807 	0.99715786 	0.94101263 	0.95004993 	0.93096983 	0.99489831 	0.99869960 	
         601 	0.99769560 	0.12363658 	0.93124312 	0.47902811 	0.98906334 	0.99935763 	0.26771365 	0.99964811 	0.28781122 	0.99930515 	0.89795541 	0.99880653 	0.99889492 	0.99771972 	0.86182956 	0.97622645 	0.99613156 	0.42896135 	0.99681242 	0.95106446 	0.95725268 	0.90496609 	0.99442520 	0.99729851 	
         602 	0.99583363 	0.11945919 	0.91117945 	0.56361794 	0.97439447 	0.99905150 	0.26422304 	0.99906786 	0.29268367 	0.99853315 	0.88643986 	0.99906664 	0.99938959 	0.99507682 	0.87148681 	0.98478894 	0.99655335 	0.38546835 	0.99732402 	0.94456769 	0.94939540 	0.89787752 	0.99522383 	0.99838656 	
         603 	0.99314345 	0.13049075 	0.90434276 	0.53227377 	0.99121968 	0.99785714 	0.27344097 	0.99822536 	0.30154504 	0.99665703 	0.89854697 	0.99885591 	0.99958002 	0.98964607 	0.87909273 	0.98456851 	0.99937979 	0.42487304 	0.99707519 	0.96371233 	0.95390141 	0.90055317 	0.99823083 	0.99844955 	
         604 	0.98943421 	0.12328410 	0.92429083 	0.52184286 	0.98831474 	0.99889630 	0.28109581 	0.99895101 	0.33173322 	0.99462881 	0.89883399 	0.99960775 	0.99951614 	0.99629930 	0.89550765 	0.98019146 	0.99936453 	0.40286457 	0.99860827 	0.94641120 	0.95442023 	0.89638357 	0.99665530 	0.99928253 	
         605 	0.99488370 	0.10755307 	0.91010510 	0.51326322 	0.97286145 	0.99979535 	0.26819641 	0.99974766 	0.31770912 	0.99489971 	0.90127505 	0.99857798 	0.99951158 	0.99904724 	0.86636718 	0.99120748 	0.99994463 	0.40031480 	0.99839228 	0.94981920 	0.93528577 	0.89125827 	0.99723273 	0.99714636 	
         606 	0.99833588 	0.09829116 	0.89961309 	0.49754186 	0.98141398 	0.99902969 	0.24455952 	0.99882207 	0.28387315 	0.99544918 	0.87885180 	0.99674746 	0.99935160 	0.99946528 	0.87848901 	0.98592002 	0.99954602 	0.41766399 	0.99731072 	0.94465605 	0.96147955 	0.90572105 	0.99850322 	0.99265855 	
         607 	0.99917909 	0.14145800 	0.90391337 	0.51072106 	0.99062272 	0.99890313 	0.26437430 	0.99892663 	0.30265676 	0.99824695 	0.88775547 	0.99829610 	0.99814748 	0.99753534 	0.88338515 	0.99345335 	0.99979698 	0.42451393 	0.99620786 	0.96235238 	0.93235948 	0.87714810 	0.99816450 	0.99421271 	
         608 	0.99900236 	0.10153482 	0.89944524 	0.54632785 	0.98410254 	0.99573254 	0.23016686 	0.99690693 	0.30212111 	0.99619827 	0.90160589 	0.99748408 	0.99890394 	0.99905299 	0.86651820 	0.99206180 	0.99946687 	0.39775317 	0.99013546 	0.94606623 	0.95451369 	0.91093327 	0.99849175 	0.99158771 	
         609 	0.99757057 	0.10906005 	0.92701380 	0.52525798 	0.99526727 	0.99341225 	0.23661472 	0.99970867 	0.30796630 	0.99508146 	0.91543665 	0.99619649 	0.99960819 	0.99962896 	0.87067367 	0.98251195 	0.99833298 	0.43995479 	0.99082662 	0.91115619 	0.94481310 	0.92004853 	0.99689450 	0.99783041 	
         610 	0.99489205 	0.10885409 	0.93173038 	0.53242057 	0.98404750 	0.99556207 	0.29402617 	0.99966612 	0.30634223 	0.99686841 	0.88642051 	0.99044330 	0.99760752 	0.99958870 	0.87218066 	0.98072418 	0.99866430 	0.44843788 	0.99252161 	0.96088686 	0.94660591 	0.89805653 	0.99879924 	0.99647441 	
         611 	0.99800728 	0.09388854 	0.92116067 	0.52456822 	0.98732383 	0.99643620 	0.27595393 	0.99988319 	0.29247014 	0.99558755 	0.89524950 	0.99055224 	0.99738945 	0.99844745 	0.85880163 	0.98457522 	0.99893124 	0.43917516 	0.99110240 	0.94293151 	0.95151688 	0.90140549 	0.99800264 	0.99830169 	
         612 	0.99779965 	0.11054528 	0.93424350 	0.53330792 	0.98519207 	0.99668873 	0.23134614 	0.99962190 	0.27089887 	0.99574880 	0.89470817 	0.99375260 	0.99471987 	0.99941509 	0.83988951 	0.99300185 	0.99936195 	0.44948461 	0.99520088 	0.91877098 	0.94969997 	0.88802139 	0.99357516 	0.99942178 	
         613 	0.99939414 	0.12516337 	0.92628307 	0.57698284 	0.98022461 	0.99564546 	0.26675980 	0.99963972 	0.30687038 	0.99859088 	0.89304735 	0.99470338 	0.99735204 	0.99873764 	0.84613700 	0.98717929 	0.99835976 	0.43179501 	0.99502427 	0.92313548 	0.94217729 	0.92207782 	0.99655745 	0.99857244 	
         614 	0.99332352 	0.14428878 	0.92523800 	0.50167159 	0.98072923 	0.99832128 	0.28278967 	0.99962126 	0.32202336 	0.99943042 	0.90872571 	0.99577734 	0.99633949 	0.99896048 	0.88708551 	0.98390282 	0.99944420 	0.40381603 	0.99814854 	0.93375890 	0.94661484 	0.92383778 	0.99741907 	0.99737556 	
         615 	0.98934813 	0.11896829 	0.91735803 	0.52404778 	0.99153988 	0.99864613 	0.26200094 	0.99909893 	0.30772663 	0.99989534 	0.88351524 	0.99615222 	0.99272501 	0.99807229 	0.86269867 	0.99279750 	0.98945358 	0.38857929 	0.99832803 	0.95734515 	0.94236741 	0.92159075 	0.99669239 	0.99944563 	
         616 	0.99548943 	0.11053666 	0.91232745 	0.51949284 	0.98263384 	0.99736873 	0.31160005 	0.99939939 	0.30110145 	0.99982710 	0.89232159 	0.99735798 	0.99775476 	0.99634205 	0.87387499 	0.99330582 	0.99092563 	0.38272788 	0.99972282 	0.94098375 	0.96338141 	0.89746176 	0.99312159 	0.99774436 	
         617 	0.99812044 	0.09645343 	0.92208071 	0.52067343 	0.98177470 	0.99923593 	0.29319035 	0.99972874 	0.28241099 	0.99887069 	0.88944197 	0.99898403 	0.99877600 	0.99742833 	0.83966362 	0.97299094 	0.99207553 	0.38540276 	0.99930108 	0.93950674 	0.95595112 	0.91176283 	0.98700312 	0.99469633 	
         618 	0.99912949 	0.12402872 	0.91184242 	0.50298427 	0.98980459 	0.99888119 	0.26710612 	0.99989103 	0.27725506 	0.99895545 	0.89256502 	0.99654542 	0.99850980 	0.99932955 	0.84902820 	0.98027036 	0.99391392 	0.37650290 	0.99928760 	0.94763969 	0.96378228 	0.91727029 	0.98866441 	0.99307570 	
         619 	0.99977848 	0.13459985 	0.93746079 	0.50898221 	0.98588141 	0.99948749 	0.25463628 	0.99965136 	0.31069442 	0.99742652 	0.89900345 	0.99858633 	0.99882566 	0.99885872 	0.86145490 	0.98050846 	0.99788733 	0.39633402 	0.99871173 	0.95677326 	0.92816369 	0.90789230 	0.99083812 	0.99268888 	
         620 	0.99976261 	0.13126069 	0.89185827 	0.55797564 	0.98381852 	0.99960551 	0.29815394 	0.99989399 	0.26450938 	0.99697199 	0.90057245 	0.99855052 	0.99975623 	0.99927641 	0.89263505 	0.97928357 	0.99836071 	0.40814309 	0.99631777 	0.94157657 	0.92788651 	0.87748237 	0.99221152 	0.98903618 	
         621 	0.99967185 	0.11410844 	0.92045870 	0.54937065 	0.98808943 	0.99400946 	0.28449094 	0.99989303 	0.25019141 	0.99960306 	0.87883702 	0.99905837 	0.99979159 	0.99901677 	0.87244190 	0.98461164 	0.99828693 	0.42522597 	0.99487733 	0.96621767 	0.95918681 	0.91344038 	0.98861404 	0.99548173 	
         622 	0.99941632 	0.14290941 	0.89735256 	0.55069964 	0.98759172 	0.99119835 	0.26681116 	0.99996455 	0.33967637 	0.99951853 	0.89394477 	0.99798647 	0.99920408 	0.99975291 	0.90184671 	0.99174527 	0.99900715 	0.44391228 	0.99741214 	0.93027850 	0.95178875 	0.88607318 	0.99616553 	0.99647401 	
         623 	0.99780829 	0.13061604 	0.92308838 	0.54425526 	0.99282330 	0.99623202 	0.24260370 	0.99997703 	0.33020526 	0.99952850 	0.88327781 	0.99744750 	0.99840456 	0.99916468 	0.87907087 	0.99142519 	0.99891494 	0.40356439 	0.99890990 	0.91959973 	0.94395119 	0.93024739 	0.99787477 	0.99319480 	
         624 	0.99756058 	0.11732333 	0.91089872 	0.49769207 	0.98912252 	0.99778844 	0.23102326 	0.99989869 	0.30019221 	0.99893890 	0.89161135 	0.98973950 	0.99696197 	0.99875915 	0.86522490 	0.99069110 	0.99949798 	0.39444501 	0.99928318 	0.91982400 	0.97249169 	0.90497579 	0.99682752 	0.99719783 	
         625 	0.99622664 	0.08670296 	0.90235803 	0.54198186 	0.99142518 	0.99788861 	0.24446871 	0.99945839 	0.28846227 	0.99858562 	0.88796682 	0.99510836 	0.99813684 	0.99816361 	0.86460450 	0.98084641 	0.99948885 	0.41568753 	0.99882870 	0.94271836 	0.95181507 	0.87801222 	0.99205520 	0.99951685 	
         626 	0.99776195 	0.13364275 	0.93840116 	0.54038640 	0.98977582 	0.99732395 	0.22638153 	0.99957219 	0.35843321 	0.99749940 	0.86503586 	0.99496504 	0.99915935 	0.99932096 	0.88381059 	0.99122562 	0.99850834 	0.47314744 	0.99780308 	0.93678331 	0.97051254 	0.91871168 	0.98982105 	0.99731365 	
         627 	0.99896183 	0.13547857 	0.89505324 	0.48861388 	0.98845436 	0.99914862 	0.22802084 	0.99966424 	0.30265924 	0.99612285 	0.84337585 	0.99402758 	0.99964687 	0.99739778 	0.86919799 	0.98942460 	0.99889705 	0.47426384 	0.99694069 	0.94160279 	0.93542409 	0.92322506 	0.99540220 	0.99978530 	
         628 	0.99959767 	0.13859678 	0.91311782 	0.56041048 	0.99398109 	0.99870274 	0.21005938 	0.99860109 	0.28663237 	0.99654368 	0.90138098 	0.99907334 	0.99987223 	0.99675772 	0.86144977 	0.99397352 	0.99781725 	0.42996190 	0.99733166 	0.94767747 	0.94601450 	0.87916416 	0.99954501 	0.99969582 	
         629 	0.99954816 	0.14955141 	0.92391853 	0.53901803 	0.99759269 	0.99965137 	0.25532844 	0.99682136 	0.35347333 	0.99832418 	0.88686106 	0.99846096 	0.99982013 	0.99540134 	0.86321174 	0.97034957 	0.99754982 	0.39676645 	0.99922238 	0.91002822 	0.91581682 	0.93308954 	0.99985938 	0.99805213 	
         630 	0.99933106 	0.13879385 	0.91894712 	0.53004970 	0.98642174 	0.99746622 	0.24590889 	0.99925348 	0.29629730 	0.99811100 	0.90117550 	0.99923165 	0.99974280 	0.99531296 	0.86148147 	0.96471651 	0.99736350 	0.41534878 	0.99979700 	0.93804123 	0.94412790 	0.87376454 	0.99972733 	0.99703690 	
         631 	0.99928818 	0.12993508 	0.91918811 	0.56875308 	0.99203624 	0.99846788 	0.23815195 	0.99946183 	0.28905868 	0.99454525 	0.88824451 	0.99725234 	0.99945592 	0.99449960 	0.87535956 	0.98207077 	0.99834373 	0.37802393 	0.99939745 	0.93322242 	0.94193828 	0.90294541 	0.99950139 	0.99379201 	
         632 	0.99847467 	0.13755608 	0.90757513 	0.51523225 	0.98938577 	0.99902700 	0.24482507 	0.99900276 	0.29528590 	0.99499244 	0.88922339 	0.99821048 	0.99868231 	0.99063834 	0.83383611 	0.99731057 	0.99845146 	0.38347189 	0.99966140 	0.93358091 	0.96209559 	0.91014128 	0.99929488 	0.99579352 	
         633 	0.99926466 	0.12559628 	0.93047324 	0.50850981 	0.97768716 	0.99949381 	0.23485025 	0.99867790 	0.28551339 	0.99386092 	0.88372090 	0.99775903 	0.99970168 	0.99273644 	0.85593015 	0.98771183 	0.99929532 	0.37492228 	0.99898682 	0.94845004 	0.93505789 	0.90352011 	0.99966834 	0.99275914 	
         634 	0.99849281 	0.12876078 	0.94180783 	0.51028853 	0.99123728 	0.99914187 	0.25318107 	0.99937469 	0.32398521 	0.99624709 	0.92959602 	0.99566457 	0.99964745 	0.99610642 	0.88394058 	0.99161232 	0.99969836 	0.45840780 	0.99961752 	0.97071633 	0.93062742 	0.90506286 	0.99961207 	0.99831391 	
         635 	0.99798757 	0.12684242 	0.93234842 	0.50028980 	0.99342426 	0.99980584 	0.25153667 	0.99954090 	0.32249671 	0.99401837 	0.85411002 	0.99624631 	0.99998894 	0.99797877 	0.88043593 	0.98487101 	0.99805777 	0.39716251 	0.99936959 	0.94423222 	0.94490625 	0.89878067 	0.99952580 	0.99007404 	
