#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:40:33]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	hittite   	luvian   	oldirish   	welsh   	oscan   	latin   	umbrian   	oldenglish   	gothic   	oldhighgerman   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	oldpersian   	vedic   	avestan   	tocharian_b   	tocharian_a   	albanian   	greek   	]
          77 	0.99865870 	0.13062841 	0.91074452 	0.55920990 	0.99341861 	0.99585729 	0.25878605 	0.99767367 	0.25266268 	0.99948825 	0.88544966 	0.99246018 	0.99887183 	0.99634692 	0.88319318 	0.98058169 	0.99828044 	0.44208661 	0.99786508 	0.94865503 	0.95489629 	0.90267606 	0.99952788 	0.98265744 	
          78 	0.99583019 	0.15063706 	0.91556846 	0.56215801 	0.98438872 	0.99431005 	0.26541914 	0.99757570 	0.25935057 	0.99901989 	0.90406702 	0.99125553 	0.99964281 	0.99873745 	0.89184778 	0.98358463 	0.99830325 	0.47127734 	0.99817659 	0.92675228 	0.94162168 	0.91751817 	0.99851355 	0.97981769 	
          79 	0.99736346 	0.10409858 	0.92264181 	0.47988042 	0.99438501 	0.99453334 	0.24957129 	0.99766588 	0.30696418 	0.99851196 	0.90599320 	0.99806661 	0.99942354 	0.99704891 	0.84939483 	0.97511949 	0.99292206 	0.44230745 	0.99937072 	0.95098930 	0.95920382 	0.90434805 	0.99417469 	0.99293313 	
          80 	0.99876352 	0.11898849 	0.91800968 	0.52110392 	0.99043967 	0.99843275 	0.28544244 	0.99607102 	0.31848246 	0.99977994 	0.91137515 	0.99794010 	0.99965412 	0.99520614 	0.86433899 	0.98554614 	0.99561296 	0.38612604 	0.99963412 	0.91386329 	0.95574774 	0.89589952 	0.99448285 	0.99672357 	
          81 	0.99931655 	0.12531091 	0.88954854 	0.55877968 	0.97255487 	0.99947948 	0.29820106 	0.99473927 	0.33065114 	0.99989818 	0.89774508 	0.99342525 	0.99997382 	0.99354341 	0.86829729 	0.99324373 	0.99849103 	0.39708692 	0.99994206 	0.92781470 	0.95907579 	0.92582341 	0.99786987 	0.99846977 	
          82 	0.99688978 	0.09201854 	0.92399947 	0.54198598 	0.98774078 	0.99873801 	0.26988852 	0.99925743 	0.35095516 	0.99980493 	0.90113203 	0.99866193 	0.99996034 	0.99579359 	0.87098352 	0.98362302 	0.99586607 	0.37413888 	0.99981472 	0.96239504 	0.93790835 	0.90739250 	0.99598159 	0.99918840 	
          83 	0.99879606 	0.10977687 	0.92548589 	0.52863650 	0.98420967 	0.99912654 	0.25795766 	0.99855027 	0.32463848 	0.99888721 	0.86975951 	0.99896401 	0.99985192 	0.99484301 	0.87350683 	0.99005096 	0.99543088 	0.45464158 	0.99975849 	0.95070152 	0.93933108 	0.90867762 	0.99359465 	0.99851252 	
          84 	0.99856294 	0.11639563 	0.90850108 	0.53214107 	0.99415096 	0.99863551 	0.26347471 	0.99865071 	0.31412888 	0.99893932 	0.90020796 	0.99825085 	0.99991188 	0.99889556 	0.87671312 	0.98424899 	0.99966225 	0.44865755 	0.99934202 	0.93432736 	0.95985430 	0.87185286 	0.99864918 	0.99929329 	
          85 	0.99855295 	0.09681668 	0.90856493 	0.52177422 	0.98809491 	0.99676828 	0.24715474 	0.99721546 	0.29893130 	0.99883352 	0.89781354 	0.99768941 	0.99990640 	0.99916968 	0.90811937 	0.97730752 	0.99836025 	0.43644087 	0.99732194 	0.94251552 	0.95921895 	0.91963118 	0.99746197 	0.99948367 	
          86 	0.99679648 	0.11259402 	0.93479709 	0.50080897 	0.99223200 	0.99308731 	0.25798066 	0.99677219 	0.30862873 	0.99871395 	0.92431854 	0.99938564 	0.99963972 	0.99965251 	0.86863931 	0.98900433 	0.99756916 	0.40202823 	0.99439417 	0.95123461 	0.96696460 	0.89343093 	0.99895186 	0.99858153 	
          87 	0.99813266 	0.12408988 	0.91937684 	0.52370435 	0.98857662 	0.99604257 	0.26759312 	0.99882009 	0.33927294 	0.99421195 	0.91439357 	0.99904372 	0.99919659 	0.99989639 	0.89131043 	0.99108941 	0.99320621 	0.41903287 	0.99656866 	0.94824066 	0.92362120 	0.89664743 	0.99239036 	0.99875087 	
          88 	0.99601310 	0.11564431 	0.89508769 	0.51575142 	0.98753085 	0.99904322 	0.24164917 	0.99771809 	0.31505541 	0.99551547 	0.88873418 	0.99949825 	0.99951014 	0.99998152 	0.86450160 	0.98806370 	0.99375057 	0.33079253 	0.99446656 	0.96712987 	0.93154331 	0.89298639 	0.99228047 	0.99909206 	
          89 	0.98714252 	0.12672345 	0.92263536 	0.55647403 	0.98045582 	0.99803327 	0.30099568 	0.99613280 	0.28922366 	0.99128789 	0.90140788 	0.99955701 	0.99955162 	0.99994119 	0.87905037 	0.98970058 	0.99005599 	0.33917631 	0.99434571 	0.95096854 	0.92893389 	0.88061628 	0.98770782 	0.99975556 	
          90 	0.99523671 	0.12907440 	0.92830449 	0.51658617 	0.98751871 	0.99798797 	0.25234227 	0.99838360 	0.30139806 	0.99073468 	0.89046439 	0.99943515 	0.99964377 	0.99984817 	0.86122585 	0.97893901 	0.99435749 	0.37420969 	0.98882737 	0.95671454 	0.94989960 	0.93145357 	0.99395359 	0.99957785 	
          91 	0.99583906 	0.11137810 	0.92389908 	0.52761693 	0.99056387 	0.99909103 	0.23715065 	0.99267465 	0.28720320 	0.99681330 	0.89497692 	0.99944450 	0.99970366 	0.99938394 	0.83682512 	0.98639848 	0.99697461 	0.35918112 	0.99347032 	0.93736600 	0.96157227 	0.92841461 	0.99531032 	0.99852941 	
          92 	0.99684851 	0.15080595 	0.91550315 	0.54069805 	0.98205246 	0.99894202 	0.25827529 	0.99438215 	0.33255220 	0.99629137 	0.89788519 	0.99988474 	0.99981683 	0.99947446 	0.84616527 	0.98738133 	0.99812524 	0.38611420 	0.98873648 	0.93452686 	0.96059032 	0.90556575 	0.99936818 	0.99849340 	
          93 	0.99404615 	0.14234139 	0.89048704 	0.52778925 	0.99518968 	0.99984646 	0.24465638 	0.98504967 	0.32029710 	0.99616471 	0.89175156 	0.99996719 	0.99921947 	0.99991540 	0.87569471 	0.98455857 	0.99674438 	0.40230408 	0.99707127 	0.94895748 	0.96146829 	0.92435126 	0.99974373 	0.99827899 	
          94 	0.99165670 	0.16110425 	0.92163084 	0.54389627 	0.98498407 	0.99988596 	0.26118091 	0.99471448 	0.26605480 	0.99381442 	0.89411969 	0.99996995 	0.99932492 	0.99979603 	0.87841412 	0.99170810 	0.99844242 	0.41537978 	0.99816786 	0.96584665 	0.93764461 	0.92479669 	0.99791123 	0.99863233 	
          95 	0.99776681 	0.09142328 	0.92238724 	0.55161445 	0.98449704 	0.99985143 	0.22409664 	0.99811829 	0.27847461 	0.97987763 	0.85347239 	0.99982272 	0.99965220 	0.99908772 	0.85559682 	0.97721612 	0.99803780 	0.42527271 	0.99740922 	0.92410416 	0.96010422 	0.90216886 	0.99731332 	0.99970080 	
          96 	0.99836443 	0.13972146 	0.89902487 	0.50223974 	0.98668614 	0.99608880 	0.21850620 	0.99639981 	0.27657965 	0.97982478 	0.86714304 	0.99881447 	0.99884238 	0.99991516 	0.85945766 	0.99745770 	0.99919201 	0.42376329 	0.99773795 	0.94338476 	0.94144415 	0.88915301 	0.99521733 	0.99899268 	
          97 	0.99926485 	0.13666957 	0.92829176 	0.52363937 	0.98957424 	0.99637698 	0.21573381 	0.99668426 	0.27291679 	0.99572964 	0.86667172 	0.99928112 	0.99877371 	0.99986833 	0.88044462 	0.99509305 	0.99285885 	0.41575695 	0.99771144 	0.93973132 	0.94510438 	0.88563606 	0.99359192 	0.99782135 	
          98 	0.99799378 	0.12642001 	0.91653940 	0.51798396 	0.99147407 	0.98989394 	0.22482906 	0.99008600 	0.29168450 	0.99431727 	0.86403858 	0.99797424 	0.99591901 	0.99973905 	0.86325650 	0.99204998 	0.99788969 	0.40882075 	0.99710959 	0.93190537 	0.96137306 	0.84413520 	0.99822399 	0.99464813 	
          99 	0.99927950 	0.13349170 	0.91052302 	0.56146461 	0.99226806 	0.98769556 	0.23110412 	0.99071621 	0.30455376 	0.99751162 	0.86775719 	0.99798101 	0.99704909 	0.99972678 	0.86196050 	0.99273735 	0.99923795 	0.41360638 	0.99724584 	0.95836590 	0.94580571 	0.86614062 	0.99940635 	0.99730425 	
         100 	0.99814657 	0.13493385 	0.92798473 	0.51946935 	0.98694137 	0.99247028 	0.22059325 	0.99608150 	0.30571120 	0.99716494 	0.88545795 	0.99364009 	0.99255202 	0.99975674 	0.85752572 	0.97630198 	0.99963994 	0.41458233 	0.99727701 	0.94584858 	0.92675666 	0.90788161 	0.99937623 	0.99187797 	
         101 	0.99846314 	0.14250926 	0.92300412 	0.52367738 	0.98041708 	0.98864003 	0.22741854 	0.99317106 	0.31433258 	0.98408000 	0.89070751 	0.99725766 	0.99895366 	0.99986589 	0.89455107 	0.98179443 	0.99799908 	0.41477260 	0.99427282 	0.94753037 	0.96086639 	0.90868830 	0.99904714 	0.99651232 	
         102 	0.99343045 	0.11380187 	0.91261186 	0.57225962 	0.99005667 	0.99583697 	0.26180165 	0.99611026 	0.29137755 	0.99317776 	0.88704857 	0.99555976 	0.99644428 	0.99995351 	0.85617683 	0.98724378 	0.99097251 	0.46938706 	0.99956743 	0.94327030 	0.95570190 	0.91642973 	0.99746208 	0.99630607 	
         103 	0.99722396 	0.14298601 	0.91913156 	0.57268160 	0.99171325 	0.99890575 	0.22356415 	0.99402008 	0.31471380 	0.99687864 	0.85376021 	0.99416765 	0.99534124 	0.99996573 	0.89427618 	0.98750015 	0.99065550 	0.41476332 	0.99940142 	0.94950889 	0.95710952 	0.91301321 	0.99660472 	0.99478790 	
         104 	0.99909854 	0.12894317 	0.91332823 	0.53637059 	0.97572630 	0.99725733 	0.21084165 	0.99536130 	0.29461474 	0.99123463 	0.89321052 	0.99533865 	0.99400436 	0.99965366 	0.88839427 	0.99314726 	0.99620662 	0.41044860 	0.99971728 	0.95825435 	0.96418293 	0.88250701 	0.99763492 	0.99762434 	
         105 	0.99679460 	0.14617820 	0.90503399 	0.52207576 	0.99037844 	0.99737543 	0.22645621 	0.99807903 	0.30857174 	0.99734568 	0.86360616 	0.99190034 	0.99605580 	0.99944611 	0.86229614 	0.96867457 	0.99925181 	0.42211367 	0.99966828 	0.95871180 	0.94384177 	0.84009416 	0.99669848 	0.99521731 	
         106 	0.99835170 	0.13607827 	0.92072718 	0.52550753 	0.99577400 	0.99633108 	0.22447629 	0.99652411 	0.30368334 	0.99694731 	0.89032184 	0.99727700 	0.99730338 	0.99652319 	0.86978336 	0.96348117 	0.99856904 	0.47081970 	0.99950976 	0.94860801 	0.96331622 	0.89004807 	0.99529203 	0.99651314 	
         107 	0.99867051 	0.16126882 	0.93365145 	0.53934295 	0.99112713 	0.99148018 	0.24837276 	0.98946951 	0.33150158 	0.99767430 	0.89320848 	0.99942141 	0.99580692 	0.99946744 	0.87646520 	0.99212383 	0.99788846 	0.44145964 	0.99930863 	0.96356151 	0.95516975 	0.91586308 	0.99777961 	0.99852484 	
         108 	0.99864439 	0.09948386 	0.92136069 	0.51874043 	0.99074384 	0.98975523 	0.21475682 	0.98840101 	0.34972334 	0.99830343 	0.88282065 	0.99726056 	0.99419779 	0.99545416 	0.86982807 	0.98234062 	0.99428035 	0.40850761 	0.99827425 	0.95234868 	0.93893435 	0.91582497 	0.99934246 	0.99909637 	
         109 	0.99755550 	0.13906004 	0.92746407 	0.48501208 	0.98654063 	0.98982707 	0.25001771 	0.99466531 	0.37892363 	0.99946485 	0.86813703 	0.99832246 	0.99460407 	0.99760894 	0.85931839 	0.98051490 	0.99812390 	0.43506823 	0.99787523 	0.92819073 	0.95743017 	0.90875837 	0.99846793 	0.99978581 	
         110 	0.99697706 	0.16818229 	0.91332442 	0.50243213 	0.98007735 	0.99118784 	0.27538670 	0.99395493 	0.29799253 	0.99903055 	0.87114086 	0.99787804 	0.99759196 	0.99668078 	0.88108151 	0.98684077 	0.99876764 	0.41070833 	0.99776481 	0.95420351 	0.92819194 	0.91250637 	0.99557613 	0.99975316 	
         111 	0.99578830 	0.09510550 	0.91271762 	0.53689392 	0.98830355 	0.98909859 	0.23286761 	0.99104810 	0.28979731 	0.99590429 	0.86853837 	0.99608552 	0.99953666 	0.99959204 	0.87969326 	0.98395867 	0.99750108 	0.40382895 	0.99955835 	0.93052042 	0.93815064 	0.91739082 	0.99918836 	0.99974889 	
         112 	0.99592757 	0.14620050 	0.92023148 	0.50714838 	0.99459087 	0.99004016 	0.23029280 	0.99308620 	0.28741358 	0.99594103 	0.88833523 	0.99172693 	0.99907117 	0.99877775 	0.85668121 	0.99490072 	0.99452953 	0.42516893 	0.99845702 	0.94139222 	0.92347965 	0.86864713 	0.99964222 	0.99979937 	
         113 	0.99290519 	0.16413826 	0.93247115 	0.52212085 	0.97912857 	0.99416087 	0.25367594 	0.98992611 	0.26505846 	0.99602663 	0.89172752 	0.99538429 	0.99852528 	0.99994247 	0.87551000 	0.98324418 	0.99649545 	0.45259132 	0.99979904 	0.94849946 	0.93900721 	0.91445752 	0.99907256 	0.99975267 	
         114 	0.99517105 	0.13427733 	0.92076842 	0.53325325 	0.98911497 	0.98275671 	0.22058782 	0.99671781 	0.32797048 	0.99038834 	0.89086539 	0.99522025 	0.99876070 	0.99982030 	0.89594510 	0.99533315 	0.99834751 	0.42832208 	0.99845910 	0.96418383 	0.96087444 	0.89791539 	0.99540755 	0.99991766 	
         115 	0.99495008 	0.10458360 	0.89711699 	0.51826582 	0.98427004 	0.99189247 	0.21770032 	0.99839974 	0.28601366 	0.99317039 	0.88793001 	0.99261711 	0.99871336 	0.99988647 	0.85327775 	0.99371880 	0.99788308 	0.41346137 	0.99579223 	0.94416891 	0.95219314 	0.88609871 	0.99460363 	0.99998151 	
         116 	0.99391380 	0.10098695 	0.91707133 	0.54072492 	0.97496169 	0.98677330 	0.23401032 	0.99703332 	0.30089941 	0.99079982 	0.89026654 	0.99792521 	0.99400216 	0.99993085 	0.84391983 	0.99171052 	0.99587883 	0.41606729 	0.99419168 	0.92747029 	0.94356759 	0.91118303 	0.99817417 	0.99996986 	
         117 	0.99327561 	0.10276634 	0.93727359 	0.47374427 	0.97345132 	0.99231172 	0.23552642 	0.99644507 	0.29964074 	0.99369429 	0.89492500 	0.99793087 	0.99379801 	0.99970915 	0.86867794 	0.98593707 	0.99898191 	0.41722306 	0.99360645 	0.92434668 	0.97241197 	0.89700770 	0.99661586 	0.99990353 	
         118 	0.98940579 	0.09118363 	0.86979814 	0.52946112 	0.98131634 	0.99603579 	0.23792253 	0.99680994 	0.29714008 	0.99747553 	0.91707952 	0.99616473 	0.99406644 	0.99992439 	0.84904122 	0.97629095 	0.99885341 	0.42838755 	0.99303630 	0.95642933 	0.95457373 	0.91304299 	0.99714291 	0.99936727 	
         119 	0.99111888 	0.13328446 	0.91714203 	0.54218579 	0.98600231 	0.99842475 	0.27322569 	0.99798617 	0.33976530 	0.99712099 	0.88828377 	0.99500656 	0.99633015 	0.99978610 	0.87570302 	0.98563659 	0.99911129 	0.41304537 	0.99140110 	0.93903786 	0.95009663 	0.90424683 	0.99672708 	0.99831103 	
         120 	0.99570998 	0.08776551 	0.92948854 	0.51814189 	0.98016060 	0.99959825 	0.23505630 	0.99802363 	0.29737111 	0.99557252 	0.88241656 	0.99674783 	0.99961322 	0.99989133 	0.85749705 	0.99398266 	0.99850721 	0.38221916 	0.99680509 	0.93701195 	0.95035214 	0.92433643 	0.99248953 	0.99973650 	
         121 	0.99474394 	0.11567399 	0.88245020 	0.53288364 	0.98258722 	0.99958140 	0.26347319 	0.99396973 	0.28887057 	0.99419896 	0.86515658 	0.99624813 	0.99981756 	0.99993615 	0.84535179 	0.97933458 	0.99751586 	0.40111926 	0.99426576 	0.94008992 	0.93623053 	0.88150005 	0.99798345 	0.99907778 	
         122 	0.99701202 	0.11151282 	0.92063526 	0.55681677 	0.99085109 	0.99990849 	0.30120981 	0.99757594 	0.28127787 	0.99509847 	0.87397404 	0.99852109 	0.99982090 	0.99994715 	0.85997724 	0.98655503 	0.99540757 	0.44347412 	0.99586564 	0.93582853 	0.93917562 	0.92263754 	0.99768125 	0.99689053 	
         123 	0.99803514 	0.12917941 	0.92039368 	0.56562898 	0.98992077 	0.99998243 	0.21581598 	0.99924930 	0.32565383 	0.99891342 	0.87257435 	0.99734835 	0.99986783 	0.99993007 	0.85853042 	0.99720287 	0.99415002 	0.45454002 	0.99559144 	0.95139170 	0.95891975 	0.91273102 	0.99767757 	0.99834267 	
         124 	0.99906103 	0.09311209 	0.89840871 	0.54763837 	0.99609337 	0.99997143 	0.25802892 	0.99972634 	0.29772401 	0.99862043 	0.85665626 	0.99778980 	0.99977629 	0.99945357 	0.88093061 	0.99400134 	0.98762255 	0.43194837 	0.99928568 	0.94511015 	0.96044089 	0.87907531 	0.99156323 	0.99860885 	
         125 	0.99871742 	0.15632465 	0.92255664 	0.51667996 	0.98514229 	0.99945266 	0.25469402 	0.99925753 	0.32701905 	0.99959209 	0.87250310 	0.99272871 	0.99980404 	0.99868103 	0.87218711 	0.99107228 	0.98804328 	0.39095049 	0.99890274 	0.95577534 	0.95758793 	0.91440532 	0.99225382 	0.99391870 	
         126 	0.99296737 	0.14091921 	0.91269872 	0.49551291 	0.99358699 	0.99848729 	0.28768833 	0.99988532 	0.29754579 	0.99920549 	0.89364453 	0.99749924 	0.99976450 	0.99861136 	0.84958310 	0.99188136 	0.99601776 	0.37075189 	0.99824365 	0.94147287 	0.95846610 	0.85561279 	0.99790345 	0.99421656 	
         127 	0.99751731 	0.17525251 	0.88854160 	0.48424494 	0.99131601 	0.99815129 	0.20459202 	0.99989728 	0.33891983 	0.99984559 	0.89861597 	0.99839161 	0.99951124 	0.99925128 	0.86612514 	0.99696575 	0.99847441 	0.39589989 	0.99925565 	0.94870188 	0.96567238 	0.90797323 	0.99509135 	0.98691937 	
         128 	0.99609417 	0.13571789 	0.91150941 	0.51399855 	0.99458033 	0.99720483 	0.26951389 	0.99971117 	0.30962643 	0.99947951 	0.88615933 	0.99736152 	0.99986667 	0.99896370 	0.89754443 	0.99292010 	0.99903707 	0.39095342 	0.99866125 	0.95518716 	0.95094827 	0.88285142 	0.99476141 	0.99789391 	
         129 	0.99246855 	0.15072399 	0.90367419 	0.50532808 	0.99518553 	0.99761745 	0.23849700 	0.99988167 	0.37374556 	0.99693151 	0.86526022 	0.99918391 	0.99986403 	0.99760592 	0.88968057 	0.98668603 	0.99834849 	0.41204234 	0.99950808 	0.96640204 	0.94192538 	0.89451214 	0.99789868 	0.99287035 	
         130 	0.99447021 	0.12980625 	0.91657436 	0.46942525 	0.99107684 	0.99626415 	0.21974111 	0.99986494 	0.35832085 	0.99630613 	0.89251939 	0.99847138 	0.99983405 	0.99866048 	0.87705318 	0.98684774 	0.99836848 	0.39756088 	0.99887235 	0.95683512 	0.95489743 	0.93899210 	0.99949151 	0.99525956 	
         131 	0.99866173 	0.10146041 	0.89526034 	0.56347105 	0.99103623 	0.99806553 	0.20117019 	0.99982847 	0.29212760 	0.99890345 	0.88901830 	0.99745821 	0.99983914 	0.99801207 	0.87015170 	0.99707534 	0.99623649 	0.39458314 	0.99887745 	0.95198480 	0.95102088 	0.90512875 	0.99990378 	0.99504888 	
         132 	0.99701105 	0.11679138 	0.91317542 	0.56795823 	0.99643559 	0.99465048 	0.29735912 	0.99932483 	0.31751543 	0.99960457 	0.89413106 	0.99890185 	0.99982446 	0.99848230 	0.86431177 	0.96872101 	0.99479047 	0.40080636 	0.99941787 	0.94681493 	0.95861978 	0.89402356 	0.99985100 	0.99703971 	
         133 	0.99757916 	0.10805329 	0.92965430 	0.52072402 	0.99093585 	0.99881190 	0.31149641 	0.99849098 	0.33124717 	0.99934949 	0.89626117 	0.99932474 	0.99933354 	0.99938748 	0.86474884 	0.98682223 	0.99396466 	0.41286227 	0.99959990 	0.92975051 	0.96444979 	0.89747402 	0.99917001 	0.99704282 	
         134 	0.99869339 	0.14846587 	0.88259387 	0.52725789 	0.99227463 	0.99889166 	0.21622139 	0.99400263 	0.31971356 	0.99960450 	0.89416890 	0.99664116 	0.99990973 	0.99915757 	0.89876129 	0.98847249 	0.99520320 	0.41175500 	0.99989453 	0.93437976 	0.93612621 	0.90807094 	0.99795664 	0.99710470 	
         135 	0.99913218 	0.12664379 	0.92072141 	0.53329418 	0.99023077 	0.99965770 	0.24704307 	0.99258680 	0.32664365 	0.99942576 	0.88872520 	0.99846116 	0.99726568 	0.99933900 	0.86924174 	0.97231574 	0.99838383 	0.43453466 	0.99961744 	0.95292803 	0.95759955 	0.90633106 	0.99967349 	0.99817137 	
         136 	0.99895214 	0.10339096 	0.93079626 	0.56046083 	0.98882537 	0.99975088 	0.26448505 	0.98932265 	0.31538188 	0.99937257 	0.89586747 	0.99747479 	0.99721766 	0.99919837 	0.86801379 	0.97278744 	0.99966606 	0.39122544 	0.99955341 	0.95230464 	0.95621446 	0.91487662 	0.99993290 	0.99554467 	
         137 	0.99807296 	0.11109750 	0.92687974 	0.49263048 	0.97484273 	0.99968767 	0.27080695 	0.99504797 	0.35164976 	0.99986169 	0.90600299 	0.99603767 	0.99511236 	0.99809733 	0.89484624 	0.98012769 	0.99841914 	0.42742745 	0.99951792 	0.94584597 	0.95851524 	0.89470394 	0.99995771 	0.99748803 	
         138 	0.99790584 	0.09159450 	0.90070683 	0.46633200 	0.99070345 	0.99969058 	0.25480807 	0.99597856 	0.33742461 	0.99992706 	0.89586501 	0.99122898 	0.99362248 	0.99773532 	0.85661924 	0.98790707 	0.99914401 	0.42376161 	0.99780693 	0.94786699 	0.96155151 	0.89886392 	0.99990192 	0.99699377 	
         139 	0.99886194 	0.09652241 	0.90866682 	0.54708608 	0.98559095 	0.99927106 	0.25885058 	0.99265167 	0.34101894 	0.99988350 	0.89190243 	0.98442021 	0.98928650 	0.99740707 	0.88131561 	0.98926106 	0.99875971 	0.43509631 	0.99837256 	0.96943365 	0.94162917 	0.90917468 	0.99995156 	0.99870798 	
         140 	0.99214172 	0.14266496 	0.90347426 	0.51303388 	0.99626303 	0.99658049 	0.26136012 	0.99127580 	0.27748099 	0.99957431 	0.91294197 	0.98203881 	0.99528720 	0.99846900 	0.87205798 	0.97177741 	0.99780919 	0.44062505 	0.99719985 	0.93755583 	0.95616561 	0.89708282 	0.99971610 	0.99892555 	
         141 	0.99829948 	0.11842887 	0.90203403 	0.49250338 	0.97509247 	0.99417259 	0.25033910 	0.99451051 	0.31895102 	0.99930594 	0.89771627 	0.98995651 	0.99134524 	0.99709263 	0.87183541 	0.99280358 	0.99475139 	0.43826992 	0.99758509 	0.93920457 	0.96222866 	0.90687858 	0.99956482 	0.99883374 	
         142 	0.99851760 	0.13347268 	0.90504432 	0.51221763 	0.98685526 	0.99187335 	0.25508360 	0.99317791 	0.27371572 	0.99761707 	0.86933346 	0.99364547 	0.99813390 	0.99667651 	0.86957168 	0.99118681 	0.99599030 	0.44785571 	0.99939409 	0.94303615 	0.94385973 	0.89786076 	0.99929976 	0.99923904 	
         143 	0.99964925 	0.13688419 	0.90361237 	0.52770236 	0.98777030 	0.98850101 	0.26093410 	0.99354555 	0.27941988 	0.99719267 	0.85835431 	0.99735038 	0.99747460 	0.99552358 	0.87939507 	0.98973605 	0.99732411 	0.36273051 	0.99936098 	0.95283770 	0.94000368 	0.92643313 	0.99750016 	0.99743739 	
         144 	0.99943867 	0.13909220 	0.91087931 	0.51206695 	0.99161342 	0.97805205 	0.26231846 	0.98849143 	0.28950701 	0.99415541 	0.88402673 	0.99837137 	0.99805153 	0.99888130 	0.87779970 	0.98803867 	0.99760689 	0.46651187 	0.99834057 	0.96186476 	0.94069484 	0.92231983 	0.99893720 	0.99840591 	
         145 	0.99797518 	0.10383095 	0.93603528 	0.55028062 	0.99531281 	0.99375228 	0.25992434 	0.99737055 	0.26160085 	0.99654821 	0.87947162 	0.99934863 	0.99764968 	0.99720684 	0.86545399 	0.99182197 	0.99895381 	0.42281289 	0.99918864 	0.92107173 	0.93589619 	0.89184366 	0.99888691 	0.99719177 	
         146 	0.99877971 	0.12972270 	0.90653342 	0.54764197 	0.99132333 	0.99665398 	0.24052418 	0.99788706 	0.32123885 	0.99750894 	0.89851757 	0.99436535 	0.99373558 	0.99806510 	0.92559313 	0.98960942 	0.99965129 	0.41352357 	0.99851611 	0.94930447 	0.95143545 	0.91026214 	0.99873821 	0.99889052 	
         147 	0.99935576 	0.09205708 	0.90433609 	0.55710424 	0.97788037 	0.99628675 	0.27907931 	0.99828204 	0.29717877 	0.99761750 	0.92048277 	0.99228996 	0.99153274 	0.99647242 	0.87161612 	0.99405067 	0.99974005 	0.42054985 	0.99811214 	0.94569475 	0.93285935 	0.92555260 	0.99552083 	0.99853460 	
         148 	0.99969574 	0.10405067 	0.93648670 	0.51943172 	0.98376586 	0.99743506 	0.28860240 	0.99084359 	0.31958555 	0.99810790 	0.90392468 	0.99128618 	0.99776544 	0.99908438 	0.88611952 	0.99712745 	0.99910512 	0.42820417 	0.99939619 	0.93232579 	0.94526038 	0.88680579 	0.99619904 	0.99786369 	
